0.2.0.0;0.2.0.0.0;49100 / 49100;0
0.2.0.0.0;0.2.0.0.0.0;-6700 / 6700;1
0.2.0.0.0;0.2.0.0.0.1;-7300 / 7300;1
0.2.0.0.0;0.2.0.0.0.2;-7600 / 7600;1
0.2.0.0.0;0.2.0.0.0.3;-7800 / 7800;1
0.2.0.0.0;0.2.0.0.0.4;-7500 / 7500;1
0.2.0.0.0;0.2.0.0.0.5;-6400 / 6400;1
0.2.0.0.0;0.2.0.0.0.6;-5700 / 5700;1
0.2.0.0.0.0;0.2.0.0.0.0.0;-1400 / 1400;1
0.2.0.0.0.0;0.2.0.0.0.0.1;-1400 / 1400;1
0.2.0.0.0.0;0.2.0.0.0.0.2;-1300 / 1300;1
0.2.0.0.0.0;0.2.0.0.0.0.3;-1300 / 1300;1
0.2.0.0.0.0;0.2.0.0.0.0.4;-1300 / 1300;1
0.2.0.0.0.1;0.2.0.0.0.1.0;-1500 / 1500;1
0.2.0.0.0.1;0.2.0.0.0.1.1;-1500 / 1500;1
0.2.0.0.0.1;0.2.0.0.0.1.2;-1500 / 1500;1
0.2.0.0.0.1;0.2.0.0.0.1.3;-1400 / 1400;1
0.2.0.0.0.1;0.2.0.0.0.1.4;-1400 / 1400;1
0.2.0.0.0.2;0.2.0.0.0.2.0;-1600 / 1600;1
0.2.0.0.0.2;0.2.0.0.0.2.1;-1500 / 1500;1
0.2.0.0.0.2;0.2.0.0.0.2.2;-1500 / 1500;1
0.2.0.0.0.2;0.2.0.0.0.2.3;-1500 / 1500;1
0.2.0.0.0.2;0.2.0.0.0.2.4;-1500 / 1500;1
0.2.0.0.0.3;0.2.0.0.0.3.0;-1600 / 1600;1
0.2.0.0.0.3;0.2.0.0.0.3.1;-1600 / 1600;1
0.2.0.0.0.3;0.2.0.0.0.3.2;-1600 / 1600;1
0.2.0.0.0.3;0.2.0.0.0.3.3;-1500 / 1500;1
0.2.0.0.0.3;0.2.0.0.0.3.4;-1500 / 1500;1
0.2.0.0.0.4;0.2.0.0.0.4.0;-1500 / 1500;1
0.2.0.0.0.4;0.2.0.0.0.4.1;-1500 / 1500;1
0.2.0.0.0.4;0.2.0.0.0.4.2;-1500 / 1500;1
0.2.0.0.0.4;0.2.0.0.0.4.3;-1500 / 1500;1
0.2.0.0.0.4;0.2.0.0.0.4.4;-1500 / 1500;1
0.2.0.0.0.5;0.2.0.0.0.5.0;-1300 / 1300;1
0.2.0.0.0.5;0.2.0.0.0.5.1;-1300 / 1300;1
