0.1.1;0.1.1.0;44020 / 44300;0
0.1.1.0;0.1.1.0.0;43921 / 44200;0
0.1.1.0.0;0.1.1.0.0.0;-5099 / 5100;1
0.1.1.0.0;0.1.1.0.0.1;-5484 / 5600;1
0.1.1.0.0;0.1.1.0.0.2;-6696 / 6700;1
0.1.1.0.0;0.1.1.0.0.3;-5660 / 5800;1
0.1.1.0.0;0.1.1.0.0.4;-5691 / 5700;1
0.1.1.0.0;0.1.1.0.0.5;-6296 / 6300;1
0.1.1.0.0;0.1.1.0.0.6;-4898 / 4900;1
0.1.1.0.0;0.1.1.0.0.7;-3999 / 4000;1
0.1.1.0.0.0;0.1.1.0.0.0.0;-5099 / 5100;1
0.1.1.0.0.1;0.1.1.0.0.1.0;-5484 / 5600;1
0.1.1.0.0.2;0.1.1.0.0.2.0;-6696 / 6700;1
0.1.1.0.0.3;0.1.1.0.0.3.0;-5660 / 5800;1
0.1.1.0.0.4;0.1.1.0.0.4.0;-5691 / 5700;1
0.1.1.0.0.5;0.1.1.0.0.5.0;-6296 / 6300;1
0.1.1.0.0.6;0.1.1.0.0.6.0;-4898 / 4900;1
0.1.1.0.0.7;0.1.1.0.0.7.0;-3999 / 4000;1
0.1.1.0.0.0.0;0.1.1.0.0.0.0.0;600 / 600;0
0.1.1.0.0.0.0;0.1.1.0.0.0.0.1;900 / 900;0
0.1.1.0.0.0.0;0.1.1.0.0.0.0.2;500 / 500;0
0.1.1.0.0.0.0;0.1.1.0.0.0.0.3;100 / 100;0
0.1.1.0.0.0.0;0.1.1.0.0.0.0.4;600 / 600;0
0.1.1.0.0.0.0;0.1.1.0.0.0.0.5;500 / 500;0
0.1.1.0.0.0.0;0.1.1.0.0.0.0.6;900 / 900;0
0.1.1.0.0.0.0;0.1.1.0.0.0.0.7;900 / 900;0
0.1.1.0.0.1.0;0.1.1.0.0.1.0.0;1020 / 1100;0
0.1.1.0.0.1.0;0.1.1.0.0.1.0.1;596 / 600;0
0.1.1.0.0.1.0;0.1.1.0.0.1.0.2;399 / 400;0
0.1.1.0.0.1.0;0.1.1.0.0.1.0.3;993 / 1000;0
0.1.1.0.0.1.0;0.1.1.0.0.1.0.4;699 / 700;0
0.1.1.0.0.1.0;0.1.1.0.0.1.0.5;300 / 300;0
0.1.1.0.0.1.0;0.1.1.0.0.1.0.6;688 / 700;0
0.1.1.0.0.1.0;0.1.1.0.0.1.0.7;694 / 700;0
0.1.1.0.0.2.0;0.1.1.0.0.2.0.0;600 / 600;0
0.1.1.0.0.2.0;0.1.1.0.0.2.0.1;700 / 700;0
0.1.1.0.0.2.0;0.1.1.0.0.2.0.2;600 / 600;0
0.1.1.0.0.2.0;0.1.1.0.0.2.0.3;800 / 800;0
0.1.1.0.0.2.0;0.1.1.0.0.2.0.4;900 / 900;0
0.1.1.0.0.2.0;0.1.1.0.0.2.0.5;1300 / 1300;0
0.1.1.0.0.2.0;0.1.1.0.0.2.0.6;996 / 1000;0
0.1.1.0.0.2.0;0.1.1.0.0.2.0.7;700 / 700;0
0.1.1.0.0.3.0;0.1.1.0.0.3.0.0;1012 / 1100;0
0.1.1.0.0.3.0;0.1.1.0.0.3.0.1;595 / 600;0
0.1.1.0.0.3.0;0.1.1.0.0.3.0.2;986 / 1000;0
0.1.1.0.0.3.0;0.1.1.0.0.3.0.3;400 / 400;0
0.1.1.0.0.3.0;0.1.1.0.0.3.0.4;597 / 600;0
0.1.1.0.0.3.0;0.1.1.0.0.3.0.5;700 / 700;0
0.1.1.0.0.3.0;0.1.1.0.0.3.0.6;879 / 900;0
0.1.1.0.0.3.0;0.1.1.0.0.3.0.7;397 / 400;0
0.1.1.0.0.4.0;0.1.1.0.0.4.0.0;992 / 1000;0
0.1.1.0.0.4.0;0.1.1.0.0.4.0.1;900 / 900;0
0.1.1.0.0.4.0;0.1.1.0.0.4.0.2;800 / 800;0
0.1.1.0.0.4.0;0.1.1.0.0.4.0.3;400 / 400;0
0.1.1.0.0.4.0;0.1.1.0.0.4.0.4;400 / 400;0
0.1.1.0.0.4.0;0.1.1.0.0.4.0.5;800 / 800;0
0.1.1.0.0.4.0;0.1.1.0.0.4.0.6;899 / 900;0
0.1.1.0.0.4.0;0.1.1.0.0.4.0.7;400 / 400;0
0.1.1.0.0.5.0;0.1.1.0.0.5.0.0;996 / 1000;0
0.1.1.0.0.5.0;0.1.1.0.0.5.0.1;700 / 700;0
0.1.1.0.0.5.0;0.1.1.0.0.5.0.2;800 / 800;0
0.1.1.0.0.5.0;0.1.1.0.0.5.0.3;1000 / 1000;0
0.1.1.0.0.5.0;0.1.1.0.0.5.0.4;1000 / 1000;0
0.1.1.0.0.5.0;0.1.1.0.0.5.0.5;800 / 800;0
0.1.1.0.0.5.0;0.1.1.0.0.5.0.6;300 / 300;0
0.1.1.0.0.5.0;0.1.1.0.0.5.0.7;600 / 600;0
0.1.1.0.0.6.0;0.1.1.0.0.6.0.0;400 / 400;0
0.1.1.0.0.6.0;0.1.1.0.0.6.0.1;700 / 700;0
0.1.1.0.0.6.0;0.1.1.0.0.6.0.2;200 / 200;0
0.1.1.0.0.6.0;0.1.1.0.0.6.0.3;500 / 500;0
0.1.1.0.0.6.0;0.1.1.0.0.6.0.4;400 / 400;0
0.1.1.0.0.6.0;0.1.1.0.0.6.0.5;900 / 900;0
0.1.1.0.0.6.0;0.1.1.0.0.6.0.6;800 / 800;0
0.1.1.0.0.6.0;0.1.1.0.0.6.0.7;898 / 900;0
0.1.1.0.0.7.0;0.1.1.0.0.7.0.0;600 / 600;0
