0.4;0.4.0;35497 / 35500;0
0.4.0;0.4.0.0;-4200 / 4200;1
0.4.0;0.4.0.1;-5100 / 5100;1
0.4.0;0.4.0.2;-5000 / 5000;1
0.4.0;0.4.0.3;-4400 / 4400;1
0.4.0;0.4.0.4;-4000 / 4000;1
0.4.0;0.4.0.5;-3400 / 3400;1
0.4.0;0.4.0.6;-5299 / 5300;1
0.4.0;0.4.0.7;-3998 / 4000;1
0.4.0.0;0.4.0.0.0;-900 / 900;1
0.4.0.0;0.4.0.0.1;-900 / 900;1
0.4.0.0;0.4.0.0.2;-800 / 800;1
0.4.0.0;0.4.0.0.3;-800 / 800;1
0.4.0.0;0.4.0.0.4;-800 / 800;1
0.4.0.1;0.4.0.1.0;-1100 / 1100;1
0.4.0.1;0.4.0.1.1;-1000 / 1000;1
0.4.0.1;0.4.0.1.2;-1000 / 1000;1
0.4.0.1;0.4.0.1.3;-1000 / 1000;1
0.4.0.1;0.4.0.1.4;-1000 / 1000;1
0.4.0.2;0.4.0.2.0;-1000 / 1000;1
0.4.0.2;0.4.0.2.1;-1000 / 1000;1
0.4.0.2;0.4.0.2.2;-1000 / 1000;1
0.4.0.2;0.4.0.2.3;-1000 / 1000;1
0.4.0.2;0.4.0.2.4;-1000 / 1000;1
0.4.0.3;0.4.0.3.0;-900 / 900;1
0.4.0.3;0.4.0.3.1;-900 / 900;1
0.4.0.3;0.4.0.3.2;-900 / 900;1
0.4.0.3;0.4.0.3.3;-900 / 900;1
0.4.0.3;0.4.0.3.4;-800 / 800;1
0.4.0.4;0.4.0.4.0;-800 / 800;1
0.4.0.4;0.4.0.4.1;-800 / 800;1
0.4.0.4;0.4.0.4.2;-800 / 800;1
0.4.0.4;0.4.0.4.3;-800 / 800;1
0.4.0.4;0.4.0.4.4;-800 / 800;1
0.4.0.5;0.4.0.5.0;-700 / 700;1
0.4.0.5;0.4.0.5.1;-700 / 700;1
0.4.0.5;0.4.0.5.2;-700 / 700;1
0.4.0.5;0.4.0.5.3;-700 / 700;1
0.4.0.5;0.4.0.5.4;-600 / 600;1
0.4.0.6;0.4.0.6.0;-1100 / 1100;1
0.4.0.6;0.4.0.6.1;-1100 / 1100;1
0.4.0.6;0.4.0.6.2;-1099 / 1100;1
0.4.0.6;0.4.0.6.3;-1000 / 1000;1
0.4.0.6;0.4.0.6.4;-1000 / 1000;1
0.4.0.7;0.4.0.7.0;-800 / 800;1
0.4.0.7;0.4.0.7.1;-800 / 800;1
0.4.0.7;0.4.0.7.2;-798 / 800;1
0.4.0.7;0.4.0.7.3;-800 / 800;1
0.4.0.7;0.4.0.7.4;-800 / 800;1
0.4.0.0.0;0.4.0.0.0.0;-800 / 800;1
0.4.0.0.1;0.4.0.0.1.0;-800 / 800;1
0.4.0.0.2;0.4.0.0.2.0;-700 / 700;1
0.4.0.0.3;0.4.0.0.3.0;-700 / 700;1
0.4.0.0.4;0.4.0.0.4.0;-700 / 700;1
0.4.0.1.0;0.4.0.1.0.0;-1000 / 1000;1
0.4.0.1.1;0.4.0.1.1.0;-900 / 900;1
0.4.0.1.2;0.4.0.1.2.0;-900 / 900;1
0.4.0.1.3;0.4.0.1.3.0;-900 / 900;1
0.4.0.1.4;0.4.0.1.4.0;-900 / 900;1
0.4.0.2.0;0.4.0.2.0.0;-900 / 900;1
0.4.0.2.1;0.4.0.2.1.0;-900 / 900;1
0.4.0.2.2;0.4.0.2.2.0;-900 / 900;1
0.4.0.2.3;0.4.0.2.3.0;-900 / 900;1
0.4.0.2.4;0.4.0.2.4.0;-900 / 900;1
0.4.0.3.0;0.4.0.3.0.0;-800 / 800;1
0.4.0.3.1;0.4.0.3.1.0;-800 / 800;1
0.4.0.3.2;0.4.0.3.2.0;-800 / 800;1
0.4.0.3.3;0.4.0.3.3.0;-800 / 800;1
0.4.0.3.4;0.4.0.3.4.0;-700 / 700;1
