0.1.0;0.1.0.0;48700 / 48700;0
0.1.0.0;0.1.0.0.0;-16900 / 16900;1
0.1.0.0;0.1.0.0.1;-14900 / 14900;1
0.1.0.0;0.1.0.0.2;-16800 / 16800;1
0.1.0.0.0;0.1.0.0.0.0;-4300 / 4300;1
0.1.0.0.0;0.1.0.0.0.1;-4200 / 4200;1
0.1.0.0.0;0.1.0.0.0.2;-4200 / 4200;1
0.1.0.0.0;0.1.0.0.0.3;-4200 / 4200;1
0.1.0.0.1;0.1.0.0.1.0;-3800 / 3800;1
0.1.0.0.1;0.1.0.0.1.1;-3700 / 3700;1
0.1.0.0.1;0.1.0.0.1.2;-3700 / 3700;1
0.1.0.0.1;0.1.0.0.1.3;-3700 / 3700;1
0.1.0.0.2;0.1.0.0.2.0;-4200 / 4200;1
0.1.0.0.2;0.1.0.0.2.1;-4200 / 4200;1
0.1.0.0.2;0.1.0.0.2.2;-4200 / 4200;1
0.1.0.0.2;0.1.0.0.2.3;-4200 / 4200;1
0.1.0.0.0.0;0.1.0.0.0.0.0;-4200 / 4200;1
0.1.0.0.0.1;0.1.0.0.0.1.0;-4100 / 4100;1
0.1.0.0.0.2;0.1.0.0.0.2.0;-4100 / 4100;1
0.1.0.0.0.3;0.1.0.0.0.3.0;-4100 / 4100;1
0.1.0.0.1.0;0.1.0.0.1.0.0;-3700 / 3700;1
0.1.0.0.1.1;0.1.0.0.1.1.0;-3600 / 3600;1
0.1.0.0.1.2;0.1.0.0.1.2.0;-3600 / 3600;1
0.1.0.0.1.3;0.1.0.0.1.3.0;-3600 / 3600;1
0.1.0.0.2.0;0.1.0.0.2.0.0;-4100 / 4100;1
0.1.0.0.2.1;0.1.0.0.2.1.0;-4100 / 4100;1
0.1.0.0.2.2;0.1.0.0.2.2.0;-4100 / 4100;1
0.1.0.0.2.3;0.1.0.0.2.3.0;-4100 / 4100;1
0.1.0.0.0.0.0;0.1.0.0.0.0.0.0;1300 / 1300;0
0.1.0.0.0.0.0;0.1.0.0.0.0.0.1;1700 / 1700;0
0.1.0.0.0.0.0;0.1.0.0.0.0.0.2;1100 / 1100;0
0.1.0.0.0.1.0;0.1.0.0.0.1.0.0;1400 / 1400;0
0.1.0.0.0.1.0;0.1.0.0.0.1.0.1;1400 / 1400;0
0.1.0.0.0.1.0;0.1.0.0.0.1.0.2;1200 / 1200;0
0.1.0.0.0.2.0;0.1.0.0.0.2.0.0;1300 / 1300;0
0.1.0.0.0.2.0;0.1.0.0.0.2.0.1;1400 / 1400;0
0.1.0.0.0.2.0;0.1.0.0.0.2.0.2;1300 / 1300;0
0.1.0.0.0.3.0;0.1.0.0.0.3.0.0;1400 / 1400;0
0.1.0.0.0.3.0;0.1.0.0.0.3.0.1;1300 / 1300;0
0.1.0.0.0.3.0;0.1.0.0.0.3.0.2;1300 / 1300;0
0.1.0.0.1.0.0;0.1.0.0.1.0.0.0;800 / 800;0
0.1.0.0.1.0.0;0.1.0.0.1.0.0.1;1100 / 1100;0
0.1.0.0.1.0.0;0.1.0.0.1.0.0.2;1700 / 1700;0
0.1.0.0.1.1.0;0.1.0.0.1.1.0.0;1400 / 1400;0
0.1.0.0.1.1.0;0.1.0.0.1.1.0.1;1400 / 1400;0
0.1.0.0.1.1.0;0.1.0.0.1.1.0.2;700 / 700;0
0.1.0.0.1.2.0;0.1.0.0.1.2.0.0;1300 / 1300;0
0.1.0.0.1.2.0;0.1.0.0.1.2.0.1;700 / 700;0
0.1.0.0.1.2.0;0.1.0.0.1.2.0.2;1500 / 1500;0
0.1.0.0.1.3.0;0.1.0.0.1.3.0.0;1200 / 1200;0
0.1.0.0.1.3.0;0.1.0.0.1.3.0.1;1000 / 1000;0
0.1.0.0.1.3.0;0.1.0.0.1.3.0.2;1300 / 1300;0
0.1.0.0.2.0.0;0.1.0.0.2.0.0.0;1200 / 1200;0
0.1.0.0.2.0.0;0.1.0.0.2.0.0.1;1000 / 1000;0
0.1.0.0.2.0.0;0.1.0.0.2.0.0.2;1800 / 1800;0
0.1.0.0.2.1.0;0.1.0.0.2.1.0.0;1300 / 1300;0
0.1.0.0.2.1.0;0.1.0.0.2.1.0.1;1600 / 1600;0
0.1.0.0.2.1.0;0.1.0.0.2.1.0.2;1100 / 1100;0
0.1.0.0.2.2.0;0.1.0.0.2.2.0.0;1000 / 1000;0
0.1.0.0.2.2.0;0.1.0.0.2.2.0.1;1600 / 1600;0
0.1.0.0.2.2.0;0.1.0.0.2.2.0.2;1400 / 1400;0
0.1.0.0.2.3.0;0.1.0.0.2.3.0.0;1000 / 1000;0
0.1.0.0.2.3.0;0.1.0.0.2.3.0.1;1500 / 1500;0
0.1.0.0.2.3.0;0.1.0.0.2.3.0.2;1500 / 1500;0
0.1.0.0.0.0.0.0;0.1.0.0.0.0.0.0.0;200 / 200;0
0.1.0.0.0.0.0.0;0.1.0.0.0.0.0.0.1;200 / 200;0
