0.2.2.0.0.0;0.2.2.0.0.0.0;164700 / 164700;0
0.2.2.0.0.0.0.4;0.2.2.0.0.0.0.4.1;-2000 / 2000;1
0.2.2.0.0.0.0.4;0.2.2.0.0.0.0.4.2;-2000 / 2000;1
0.2.2.0.0.0.0.4;0.2.2.0.0.0.0.4.3;-2000 / 2000;1
0.2.2.0.0.0.0.4;0.2.2.0.0.0.0.4.4;-2000 / 2000;1
0.2.2.0.0.0.0.4;0.2.2.0.0.0.0.4.5;-2000 / 2000;1
0.2.2.0.0.0.0.4;0.2.2.0.0.0.0.4.6;-2000 / 2000;1
0.2.2.0.0.0.0.4;0.2.2.0.0.0.0.4.7;-2000 / 2000;1
0.2.2.0.0.0.0.5;0.2.2.0.0.0.0.5.0;-2400 / 2400;1
0.2.2.0.0.0.0.5;0.2.2.0.0.0.0.5.1;-2400 / 2400;1
0.2.2.0.0.0.0.5;0.2.2.0.0.0.0.5.2;-2400 / 2400;1
0.2.2.0.0.0.0.5;0.2.2.0.0.0.0.5.3;-2400 / 2400;1
0.2.2.0.0.0.0.5;0.2.2.0.0.0.0.5.4;-2400 / 2400;1
0.2.2.0.0.0.0.5;0.2.2.0.0.0.0.5.5;-2300 / 2300;1
0.2.2.0.0.0.0.5;0.2.2.0.0.0.0.5.6;-2300 / 2300;1
0.2.2.0.0.0.0.5;0.2.2.0.0.0.0.5.7;-2300 / 2300;1
0.2.2.0.0.0.0.6;0.2.2.0.0.0.0.6.0;-2200 / 2200;1
0.2.2.0.0.0.0.6;0.2.2.0.0.0.0.6.1;-2200 / 2200;1
0.2.2.0.0.0.0.6;0.2.2.0.0.0.0.6.2;-2200 / 2200;1
0.2.2.0.0.0.0.6;0.2.2.0.0.0.0.6.3;-2100 / 2100;1
0.2.2.0.0.0.0.6;0.2.2.0.0.0.0.6.4;-2100 / 2100;1
0.2.2.0.0.0.0.6;0.2.2.0.0.0.0.6.5;-2100 / 2100;1
0.2.2.0.0.0.0.6;0.2.2.0.0.0.0.6.6;-2100 / 2100;1
0.2.2.0.0.0.0.6;0.2.2.0.0.0.0.6.7;-2100 / 2100;1
0.2.2.0.0.0.0.7;0.2.2.0.0.0.0.7.0;-1800 / 1800;1
0.2.2.0.0.0.0.7;0.2.2.0.0.0.0.7.1;-1800 / 1800;1
0.2.2.0.0.0.0.7;0.2.2.0.0.0.0.7.2;-1700 / 1700;1
0.2.2.0.0.0.0.7;0.2.2.0.0.0.0.7.3;-1700 / 1700;1
0.2.2.0.0.0.0.7;0.2.2.0.0.0.0.7.4;-1700 / 1700;1
0.2.2.0.0.0.0.7;0.2.2.0.0.0.0.7.5;-1700 / 1700;1
0.2.2.0.0.0.0.7;0.2.2.0.0.0.0.7.6;-1700 / 1700;1
0.2.2.0.0.0.0.7;0.2.2.0.0.0.0.7.7;-1700 / 1700;1
0.2.2.0.0.0.0.8;0.2.2.0.0.0.0.8.0;-2100 / 2100;1
0.2.2.0.0.0.0.8;0.2.2.0.0.0.0.8.1;-2100 / 2100;1
0.2.2.0.0.0.0.8;0.2.2.0.0.0.0.8.2;-2100 / 2100;1
0.2.2.0.0.0.0.8;0.2.2.0.0.0.0.8.3;-2000 / 2000;1
0.2.2.0.0.0.0.8;0.2.2.0.0.0.0.8.4;-2000 / 2000;1
0.2.2.0.0.0.0.8;0.2.2.0.0.0.0.8.5;-2000 / 2000;1
0.2.2.0.0.0.0.8;0.2.2.0.0.0.0.8.6;-2000 / 2000;1
0.2.2.0.0.0.0.8;0.2.2.0.0.0.0.8.7;-2000 / 2000;1
0.2.2.0.0.0.0.9;0.2.2.0.0.0.0.9.0;-2200 / 2200;1
0.2.2.0.0.0.0.9;0.2.2.0.0.0.0.9.1;-2200 / 2200;1
0.2.2.0.0.0.0.9;0.2.2.0.0.0.0.9.2;-2200 / 2200;1
0.2.2.0.0.0.0.9;0.2.2.0.0.0.0.9.3;-2200 / 2200;1
0.2.2.0.0.0.0.9;0.2.2.0.0.0.0.9.4;-2200 / 2200;1
0.2.2.0.0.0.0.9;0.2.2.0.0.0.0.9.5;-2100 / 2100;1
0.2.2.0.0.0.0.9;0.2.2.0.0.0.0.9.6;-2100 / 2100;1
0.2.2.0.0.0.0.9;0.2.2.0.0.0.0.9.7;-2100 / 2100;1
0.2.2.0.0.0.0.0.0;0.2.2.0.0.0.0.0.0.0;-400 / 400;1
0.2.2.0.0.0.0.0.0;0.2.2.0.0.0.0.0.0.1;-400 / 400;1
0.2.2.0.0.0.0.0.0;0.2.2.0.0.0.0.0.0.2;-300 / 300;1
0.2.2.0.0.0.0.0.0;0.2.2.0.0.0.0.0.0.3;-300 / 300;1
0.2.2.0.0.0.0.0.0;0.2.2.0.0.0.0.0.0.4;-300 / 300;1
0.2.2.0.0.0.0.0.0;0.2.2.0.0.0.0.0.0.5;-300 / 300;1
0.2.2.0.0.0.0.0.1;0.2.2.0.0.0.0.0.1.0;-400 / 400;1
0.2.2.0.0.0.0.0.1;0.2.2.0.0.0.0.0.1.1;-300 / 300;1
0.2.2.0.0.0.0.0.1;0.2.2.0.0.0.0.0.1.2;-300 / 300;1
0.2.2.0.0.0.0.0.1;0.2.2.0.0.0.0.0.1.3;-300 / 300;1
0.2.2.0.0.0.0.0.1;0.2.2.0.0.0.0.0.1.4;-300 / 300;1
0.2.2.0.0.0.0.0.1;0.2.2.0.0.0.0.0.1.5;-300 / 300;1
0.2.2.0.0.0.0.0.2;0.2.2.0.0.0.0.0.2.0;-400 / 400;1
0.2.2.0.0.0.0.0.2;0.2.2.0.0.0.0.0.2.1;-300 / 300;1
0.2.2.0.0.0.0.0.2;0.2.2.0.0.0.0.0.2.2;-300 / 300;1
0.2.2.0.0.0.0.0.2;0.2.2.0.0.0.0.0.2.3;-300 / 300;1
0.2.2.0.0.0.0.0.2;0.2.2.0.0.0.0.0.2.4;-300 / 300;1
0.2.2.0.0.0.0.0.2;0.2.2.0.0.0.0.0.2.5;-300 / 300;1
0.2.2.0.0.0.0.0.3;0.2.2.0.0.0.0.0.3.0;-400 / 400;1
0.2.2.0.0.0.0.0.3;0.2.2.0.0.0.0.0.3.1;-300 / 300;1
0.2.2.0.0.0.0.0.3;0.2.2.0.0.0.0.0.3.2;-300 / 300;1
0.2.2.0.0.0.0.0.3;0.2.2.0.0.0.0.0.3.3;-300 / 300;1
0.2.2.0.0.0.0.0.3;0.2.2.0.0.0.0.0.3.4;-300 / 300;1
0.2.2.0.0.0.0.0.3;0.2.2.0.0.0.0.0.3.5;-300 / 300;1
0.2.2.0.0.0.0.0.4;0.2.2.0.0.0.0.0.4.0;-400 / 400;1
0.2.2.0.0.0.0.0.4;0.2.2.0.0.0.0.0.4.1;-300 / 300;1
0.2.2.0.0.0.0.0.4;0.2.2.0.0.0.0.0.4.2;-300 / 300;1
0.2.2.0.0.0.0.0.4;0.2.2.0.0.0.0.0.4.3;-300 / 300;1
0.2.2.0.0.0.0.0.4;0.2.2.0.0.0.0.0.4.4;-300 / 300;1
0.2.2.0.0.0.0.0.4;0.2.2.0.0.0.0.0.4.5;-300 / 300;1
0.2.2.0.0.0.0.0.5;0.2.2.0.0.0.0.0.5.0;-400 / 400;1
0.2.2.0.0.0.0.0.5;0.2.2.0.0.0.0.0.5.1;-300 / 300;1
0.2.2.0.0.0.0.0.5;0.2.2.0.0.0.0.0.5.2;-300 / 300;1
0.2.2.0.0.0.0.0.5;0.2.2.0.0.0.0.0.5.3;-300 / 300;1
0.2.2.0.0.0.0.0.5;0.2.2.0.0.0.0.0.5.4;-300 / 300;1
0.2.2.0.0.0.0.0.5;0.2.2.0.0.0.0.0.5.5;-300 / 300;1
0.2.2.0.0.0.0.0.6;0.2.2.0.0.0.0.0.6.0;-400 / 400;1
0.2.2.0.0.0.0.0.6;0.2.2.0.0.0.0.0.6.1;-300 / 300;1
0.2.2.0.0.0.0.0.6;0.2.2.0.0.0.0.0.6.2;-300 / 300;1
0.2.2.0.0.0.0.0.6;0.2.2.0.0.0.0.0.6.3;-300 / 300;1
0.2.2.0.0.0.0.0.6;0.2.2.0.0.0.0.0.6.4;-300 / 300;1
0.2.2.0.0.0.0.0.6;0.2.2.0.0.0.0.0.6.5;-300 / 300;1
0.2.2.0.0.0.0.0.7;0.2.2.0.0.0.0.0.7.0;-400 / 400;1
0.2.2.0.0.0.0.0.7;0.2.2.0.0.0.0.0.7.1;-300 / 300;1
0.2.2.0.0.0.0.0.7;0.2.2.0.0.0.0.0.7.2;-300 / 300;1
0.2.2.0.0.0.0.0.7;0.2.2.0.0.0.0.0.7.3;-300 / 300;1
0.2.2.0.0.0.0.0.7;0.2.2.0.0.0.0.0.7.4;-300 / 300;1
0.2.2.0.0.0.0.0.7;0.2.2.0.0.0.0.0.7.5;-300 / 300;1
0.2.2.0.0.0.0.1.0;0.2.2.0.0.0.0.1.0.0;-400 / 400;1
0.2.2.0.0.0.0.1.0;0.2.2.0.0.0.0.1.0.1;-400 / 400;1
0.2.2.0.0.0.0.1.0;0.2.2.0.0.0.0.1.0.2;-300 / 300;1
0.2.2.0.0.0.0.1.0;0.2.2.0.0.0.0.1.0.3;-300 / 300;1
0.2.2.0.0.0.0.1.0;0.2.2.0.0.0.0.1.0.4;-300 / 300;1
0.2.2.0.0.0.0.1.0;0.2.2.0.0.0.0.1.0.5;-300 / 300;1
0.2.2.0.0.0.0.1.1;0.2.2.0.0.0.0.1.1.0;-400 / 400;1
0.2.2.0.0.0.0.1.1;0.2.2.0.0.0.0.1.1.1;-400 / 400;1
0.2.2.0.0.0.0.1.1;0.2.2.0.0.0.0.1.1.2;-300 / 300;1
0.2.2.0.0.0.0.1.1;0.2.2.0.0.0.0.1.1.3;-300 / 300;1
0.2.2.0.0.0.0.1.1;0.2.2.0.0.0.0.1.1.4;-300 / 300;1
0.2.2.0.0.0.0.1.1;0.2.2.0.0.0.0.1.1.5;-300 / 300;1
0.2.2.0.0.0.0.1.2;0.2.2.0.0.0.0.1.2.0;-400 / 400;1
0.2.2.0.0.0.0.1.2;0.2.2.0.0.0.0.1.2.1;-300 / 300;1
0.2.2.0.0.0.0.1.2;0.2.2.0.0.0.0.1.2.2;-300 / 300;1
0.2.2.0.0.0.0.1.2;0.2.2.0.0.0.0.1.2.3;-300 / 300;1
0.2.2.0.0.0.0.1.2;0.2.2.0.0.0.0.1.2.4;-300 / 300;1
0.2.2.0.0.0.0.1.2;0.2.2.0.0.0.0.1.2.5;-300 / 300;1
0.2.2.0.0.0.0.1.3;0.2.2.0.0.0.0.1.3.0;-400 / 400;1
0.2.2.0.0.0.0.1.3;0.2.2.0.0.0.0.1.3.1;-300 / 300;1
0.2.2.0.0.0.0.1.3;0.2.2.0.0.0.0.1.3.2;-300 / 300;1
0.2.2.0.0.0.0.1.3;0.2.2.0.0.0.0.1.3.3;-300 / 300;1
0.2.2.0.0.0.0.1.3;0.2.2.0.0.0.0.1.3.4;-300 / 300;1
0.2.2.0.0.0.0.1.3;0.2.2.0.0.0.0.1.3.5;-300 / 300;1
0.2.2.0.0.0.0.1.4;0.2.2.0.0.0.0.1.4.0;-400 / 400;1
0.2.2.0.0.0.0.1.4;0.2.2.0.0.0.0.1.4.1;-300 / 300;1
0.2.2.0.0.0.0.1.4;0.2.2.0.0.0.0.1.4.2;-300 / 300;1
0.2.2.0.0.0.0.1.4;0.2.2.0.0.0.0.1.4.3;-300 / 300;1
0.2.2.0.0.0.0.1.4;0.2.2.0.0.0.0.1.4.4;-300 / 300;1
0.2.2.0.0.0.0.1.4;0.2.2.0.0.0.0.1.4.5;-300 / 300;1
0.2.2.0.0.0.0.1.5;0.2.2.0.0.0.0.1.5.0;-400 / 400;1
0.2.2.0.0.0.0.1.5;0.2.2.0.0.0.0.1.5.1;-300 / 300;1
0.2.2.0.0.0.0.1.5;0.2.2.0.0.0.0.1.5.2;-300 / 300;1
0.2.2.0.0.0.0.1.5;0.2.2.0.0.0.0.1.5.3;-300 / 300;1
0.2.2.0.0.0.0.1.5;0.2.2.0.0.0.0.1.5.4;-300 / 300;1
0.2.2.0.0.0.0.1.5;0.2.2.0.0.0.0.1.5.5;-300 / 300;1
0.2.2.0.0.0.0.1.6;0.2.2.0.0.0.0.1.6.0;-400 / 400;1
0.2.2.0.0.0.0.1.6;0.2.2.0.0.0.0.1.6.1;-300 / 300;1
0.2.2.0.0.0.0.1.6;0.2.2.0.0.0.0.1.6.2;-300 / 300;1
0.2.2.0.0.0.0.1.6;0.2.2.0.0.0.0.1.6.3;-300 / 300;1
0.2.2.0.0.0.0.1.6;0.2.2.0.0.0.0.1.6.4;-300 / 300;1
0.2.2.0.0.0.0.1.6;0.2.2.0.0.0.0.1.6.5;-300 / 300;1
0.2.2.0.0.0.0.1.7;0.2.2.0.0.0.0.1.7.0;-400 / 400;1
0.2.2.0.0.0.0.1.7;0.2.2.0.0.0.0.1.7.1;-300 / 300;1
0.2.2.0.0.0.0.1.7;0.2.2.0.0.0.0.1.7.2;-300 / 300;1
0.2.2.0.0.0.0.1.7;0.2.2.0.0.0.0.1.7.3;-300 / 300;1
0.2.2.0.0.0.0.1.7;0.2.2.0.0.0.0.1.7.4;-300 / 300;1
0.2.2.0.0.0.0.1.7;0.2.2.0.0.0.0.1.7.5;-300 / 300;1
0.2.2.0.0.0.0.2.0;0.2.2.0.0.0.0.2.0.0;-400 / 400;1
0.2.2.0.0.0.0.2.0;0.2.2.0.0.0.0.2.0.1;-400 / 400;1
0.2.2.0.0.0.0.2.0;0.2.2.0.0.0.0.2.0.2;-300 / 300;1
0.2.2.0.0.0.0.2.0;0.2.2.0.0.0.0.2.0.3;-300 / 300;1
0.2.2.0.0.0.0.2.0;0.2.2.0.0.0.0.2.0.4;-300 / 300;1
0.2.2.0.0.0.0.2.0;0.2.2.0.0.0.0.2.0.5;-300 / 300;1
0.2.2.0.0.0.0.2.1;0.2.2.0.0.0.0.2.1.0;-400 / 400;1
0.2.2.0.0.0.0.2.1;0.2.2.0.0.0.0.2.1.1;-300 / 300;1
0.2.2.0.0.0.0.2.1;0.2.2.0.0.0.0.2.1.2;-300 / 300;1
0.2.2.0.0.0.0.2.1;0.2.2.0.0.0.0.2.1.3;-300 / 300;1
0.2.2.0.0.0.0.2.1;0.2.2.0.0.0.0.2.1.4;-300 / 300;1
0.2.2.0.0.0.0.2.1;0.2.2.0.0.0.0.2.1.5;-300 / 300;1
0.2.2.0.0.0.0.2.2;0.2.2.0.0.0.0.2.2.0;-400 / 400;1
0.2.2.0.0.0.0.2.2;0.2.2.0.0.0.0.2.2.1;-300 / 300;1
0.2.2.0.0.0.0.2.2;0.2.2.0.0.0.0.2.2.2;-300 / 300;1
0.2.2.0.0.0.0.2.2;0.2.2.0.0.0.0.2.2.3;-300 / 300;1
0.2.2.0.0.0.0.2.2;0.2.2.0.0.0.0.2.2.4;-300 / 300;1
0.2.2.0.0.0.0.2.2;0.2.2.0.0.0.0.2.2.5;-300 / 300;1
0.2.2.0.0.0.0.2.3;0.2.2.0.0.0.0.2.3.0;-400 / 400;1
0.2.2.0.0.0.0.2.3;0.2.2.0.0.0.0.2.3.1;-300 / 300;1
0.2.2.0.0.0.0.2.3;0.2.2.0.0.0.0.2.3.2;-300 / 300;1
0.2.2.0.0.0.0.2.3;0.2.2.0.0.0.0.2.3.3;-300 / 300;1
0.2.2.0.0.0.0.2.3;0.2.2.0.0.0.0.2.3.4;-300 / 300;1
0.2.2.0.0.0.0.2.3;0.2.2.0.0.0.0.2.3.5;-300 / 300;1
0.2.2.0.0.0.0.2.4;0.2.2.0.0.0.0.2.4.0;-400 / 400;1
0.2.2.0.0.0.0.2.4;0.2.2.0.0.0.0.2.4.1;-300 / 300;1
0.2.2.0.0.0.0.2.4;0.2.2.0.0.0.0.2.4.2;-300 / 300;1
0.2.2.0.0.0.0.2.4;0.2.2.0.0.0.0.2.4.3;-300 / 300;1
0.2.2.0.0.0.0.2.4;0.2.2.0.0.0.0.2.4.4;-300 / 300;1
0.2.2.0.0.0.0.2.4;0.2.2.0.0.0.0.2.4.5;-300 / 300;1
0.2.2.0.0.0.0.2.5;0.2.2.0.0.0.0.2.5.0;-400 / 400;1
0.2.2.0.0.0.0.2.5;0.2.2.0.0.0.0.2.5.1;-300 / 300;1
0.2.2.0.0.0.0.2.5;0.2.2.0.0.0.0.2.5.2;-300 / 300;1
0.2.2.0.0.0.0.2.5;0.2.2.0.0.0.0.2.5.3;-300 / 300;1
0.2.2.0.0.0.0.2.5;0.2.2.0.0.0.0.2.5.4;-300 / 300;1
0.2.2.0.0.0.0.2.5;0.2.2.0.0.0.0.2.5.5;-300 / 300;1
0.2.2.0.0.0.0.2.6;0.2.2.0.0.0.0.2.6.0;-400 / 400;1
0.2.2.0.0.0.0.2.6;0.2.2.0.0.0.0.2.6.1;-300 / 300;1
0.2.2.0.0.0.0.2.6;0.2.2.0.0.0.0.2.6.2;-300 / 300;1
0.2.2.0.0.0.0.2.6;0.2.2.0.0.0.0.2.6.3;-300 / 300;1
0.2.2.0.0.0.0.2.6;0.2.2.0.0.0.0.2.6.4;-300 / 300;1
0.2.2.0.0.0.0.2.6;0.2.2.0.0.0.0.2.6.5;-300 / 300;1
0.2.2.0.0.0.0.2.7;0.2.2.0.0.0.0.2.7.0;-400 / 400;1
0.2.2.0.0.0.0.2.7;0.2.2.0.0.0.0.2.7.1;-300 / 300;1
0.2.2.0.0.0.0.2.7;0.2.2.0.0.0.0.2.7.2;-300 / 300;1
0.2.2.0.0.0.0.2.7;0.2.2.0.0.0.0.2.7.3;-300 / 300;1
0.2.2.0.0.0.0.2.7;0.2.2.0.0.0.0.2.7.4;-300 / 300;1
0.2.2.0.0.0.0.2.7;0.2.2.0.0.0.0.2.7.5;-300 / 300;1
0.2.2.0.0.0.0.3.0;0.2.2.0.0.0.0.3.0.0;-400 / 400;1
0.2.2.0.0.0.0.3.0;0.2.2.0.0.0.0.3.0.1;-400 / 400;1
0.2.2.0.0.0.0.3.0;0.2.2.0.0.0.0.3.0.2;-300 / 300;1
0.2.2.0.0.0.0.3.0;0.2.2.0.0.0.0.3.0.3;-300 / 300;1
0.2.2.0.0.0.0.3.0;0.2.2.0.0.0.0.3.0.4;-300 / 300;1
0.2.2.0.0.0.0.3.0;0.2.2.0.0.0.0.3.0.5;-300 / 300;1
0.2.2.0.0.0.0.3.1;0.2.2.0.0.0.0.3.1.0;-400 / 400;1
0.2.2.0.0.0.0.3.1;0.2.2.0.0.0.0.3.1.1;-400 / 400;1
0.2.2.0.0.0.0.3.1;0.2.2.0.0.0.0.3.1.2;-300 / 300;1
0.2.2.0.0.0.0.3.1;0.2.2.0.0.0.0.3.1.3;-300 / 300;1
0.2.2.0.0.0.0.3.1;0.2.2.0.0.0.0.3.1.4;-300 / 300;1
0.2.2.0.0.0.0.3.1;0.2.2.0.0.0.0.3.1.5;-300 / 300;1
0.2.2.0.0.0.0.3.2;0.2.2.0.0.0.0.3.2.0;-400 / 400;1
0.2.2.0.0.0.0.3.2;0.2.2.0.0.0.0.3.2.1;-400 / 400;1
0.2.2.0.0.0.0.3.2;0.2.2.0.0.0.0.3.2.2;-300 / 300;1
0.2.2.0.0.0.0.3.2;0.2.2.0.0.0.0.3.2.3;-300 / 300;1
0.2.2.0.0.0.0.3.2;0.2.2.0.0.0.0.3.2.4;-300 / 300;1
0.2.2.0.0.0.0.3.2;0.2.2.0.0.0.0.3.2.5;-300 / 300;1
0.2.2.0.0.0.0.3.3;0.2.2.0.0.0.0.3.3.0;-400 / 400;1
0.2.2.0.0.0.0.3.3;0.2.2.0.0.0.0.3.3.1;-400 / 400;1
0.2.2.0.0.0.0.3.3;0.2.2.0.0.0.0.3.3.2;-300 / 300;1
0.2.2.0.0.0.0.3.3;0.2.2.0.0.0.0.3.3.3;-300 / 300;1
0.2.2.0.0.0.0.3.3;0.2.2.0.0.0.0.3.3.4;-300 / 300;1
0.2.2.0.0.0.0.3.3;0.2.2.0.0.0.0.3.3.5;-300 / 300;1
0.2.2.0.0.0.0.3.4;0.2.2.0.0.0.0.3.4.0;-400 / 400;1
0.2.2.0.0.0.0.3.4;0.2.2.0.0.0.0.3.4.1;-400 / 400;1
0.2.2.0.0.0.0.3.4;0.2.2.0.0.0.0.3.4.2;-300 / 300;1
0.2.2.0.0.0.0.3.4;0.2.2.0.0.0.0.3.4.3;-300 / 300;1
0.2.2.0.0.0.0.3.4;0.2.2.0.0.0.0.3.4.4;-300 / 300;1
0.2.2.0.0.0.0.3.4;0.2.2.0.0.0.0.3.4.5;-300 / 300;1
0.2.2.0.0.0.0.3.5;0.2.2.0.0.0.0.3.5.0;-400 / 400;1
0.2.2.0.0.0.0.3.5;0.2.2.0.0.0.0.3.5.1;-400 / 400;1
0.2.2.0.0.0.0.3.5;0.2.2.0.0.0.0.3.5.2;-300 / 300;1
0.2.2.0.0.0.0.3.5;0.2.2.0.0.0.0.3.5.3;-300 / 300;1
0.2.2.0.0.0.0.3.5;0.2.2.0.0.0.0.3.5.4;-300 / 300;1
0.2.2.0.0.0.0.3.5;0.2.2.0.0.0.0.3.5.5;-300 / 300;1
0.2.2.0.0.0.0.3.6;0.2.2.0.0.0.0.3.6.0;-400 / 400;1
0.2.2.0.0.0.0.3.6;0.2.2.0.0.0.0.3.6.1;-400 / 400;1
0.2.2.0.0.0.0.3.6;0.2.2.0.0.0.0.3.6.2;-300 / 300;1
0.2.2.0.0.0.0.3.6;0.2.2.0.0.0.0.3.6.3;-300 / 300;1
0.2.2.0.0.0.0.3.6;0.2.2.0.0.0.0.3.6.4;-300 / 300;1
0.2.2.0.0.0.0.3.6;0.2.2.0.0.0.0.3.6.5;-300 / 300;1
0.2.2.0.0.0.0.3.7;0.2.2.0.0.0.0.3.7.0;-400 / 400;1
0.2.2.0.0.0.0.3.7;0.2.2.0.0.0.0.3.7.1;-400 / 400;1
0.2.2.0.0.0.0.3.7;0.2.2.0.0.0.0.3.7.2;-300 / 300;1
0.2.2.0.0.0.0.3.7;0.2.2.0.0.0.0.3.7.3;-300 / 300;1
0.2.2.0.0.0.0.3.7;0.2.2.0.0.0.0.3.7.4;-300 / 300;1
0.2.2.0.0.0.0.3.7;0.2.2.0.0.0.0.3.7.5;-300 / 300;1
0.2.2.0.0.0.0.4.0;0.2.2.0.0.0.0.4.0.0;-400 / 400;1
0.2.2.0.0.0.0.4.0;0.2.2.0.0.0.0.4.0.1;-300 / 300;1
0.2.2.0.0.0.0.4.0;0.2.2.0.0.0.0.4.0.2;-300 / 300;1
0.2.2.0.0.0.0.4.0;0.2.2.0.0.0.0.4.0.3;-300 / 300;1
0.2.2.0.0.0.0.4.0;0.2.2.0.0.0.0.4.0.4;-300 / 300;1
0.2.2.0.0.0.0.4.0;0.2.2.0.0.0.0.4.0.5;-300 / 300;1
0.2.2.0.0.0.0.4.1;0.2.2.0.0.0.0.4.1.0;-400 / 400;1
0.2.2.0.0.0.0.4.1;0.2.2.0.0.0.0.4.1.1;-300 / 300;1
0.2.2.0.0.0.0.4.1;0.2.2.0.0.0.0.4.1.2;-300 / 300;1
0.2.2.0.0.0.0.4.1;0.2.2.0.0.0.0.4.1.3;-300 / 300;1
0.2.2.0.0.0.0.4.1;0.2.2.0.0.0.0.4.1.4;-300 / 300;1
0.2.2.0.0.0.0.4.1;0.2.2.0.0.0.0.4.1.5;-300 / 300;1
0.2.2.0.0.0.0.4.2;0.2.2.0.0.0.0.4.2.0;-400 / 400;1
0.2.2.0.0.0.0.4.2;0.2.2.0.0.0.0.4.2.1;-300 / 300;1
0.2.2.0.0.0.0.4.2;0.2.2.0.0.0.0.4.2.2;-300 / 300;1
0.2.2.0.0.0.0.4.2;0.2.2.0.0.0.0.4.2.3;-300 / 300;1
0.2.2.0.0.0.0.4.2;0.2.2.0.0.0.0.4.2.4;-300 / 300;1
0.2.2.0.0.0.0.4.2;0.2.2.0.0.0.0.4.2.5;-300 / 300;1
0.2.2.0.0.0.0.4.3;0.2.2.0.0.0.0.4.3.0;-400 / 400;1
