0.0.0.0.0;0.0.0.0.0.0;49300 / 49300;0
0.0.0.0.0.0;0.0.0.0.0.0.0;-49200 / 49200;1
0.0.0.0.0.0.0;0.0.0.0.0.0.0.0;-8200 / 8200;1
0.0.0.0.0.0.0;0.0.0.0.0.0.0.1;-8200 / 8200;1
0.0.0.0.0.0.0;0.0.0.0.0.0.0.2;-8200 / 8200;1
0.0.0.0.0.0.0;0.0.0.0.0.0.0.3;-8200 / 8200;1
0.0.0.0.0.0.0;0.0.0.0.0.0.0.4;-8200 / 8200;1
0.0.0.0.0.0.0;0.0.0.0.0.0.0.5;-8200 / 8200;1
0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.0;-8100 / 8100;1
0.0.0.0.0.0.0.1;0.0.0.0.0.0.0.1.0;-8100 / 8100;1
0.0.0.0.0.0.0.2;0.0.0.0.0.0.0.2.0;-8100 / 8100;1
0.0.0.0.0.0.0.3;0.0.0.0.0.0.0.3.0;-8100 / 8100;1
0.0.0.0.0.0.0.4;0.0.0.0.0.0.0.4.0;-8100 / 8100;1
0.0.0.0.0.0.0.5;0.0.0.0.0.0.0.5.0;-8100 / 8100;1
0.0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.0.0;8000 / 8000;0
0.0.0.0.0.0.0.1.0;0.0.0.0.0.0.0.1.0.0;8000 / 8000;0
0.0.0.0.0.0.0.2.0;0.0.0.0.0.0.0.2.0.0;8000 / 8000;0
0.0.0.0.0.0.0.3.0;0.0.0.0.0.0.0.3.0.0;8000 / 8000;0
0.0.0.0.0.0.0.4.0;0.0.0.0.0.0.0.4.0.0;8000 / 8000;0
0.0.0.0.0.0.0.5.0;0.0.0.0.0.0.0.5.0.0;8000 / 8000;0
0.0.0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.0.0.0;600 / 600;0
0.0.0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.0.0.1;600 / 600;0
0.0.0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.0.0.2;600 / 600;0
0.0.0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.0.0.3;600 / 600;0
0.0.0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.0.0.4;600 / 600;0
0.0.0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.0.0.5;500 / 500;0
0.0.0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.0.0.6;500 / 500;0
0.0.0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.0.0.7;500 / 500;0
0.0.0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.0.0.8;500 / 500;0
