0.1.0.1;0.1.0.1.0;38900 / 38900;0
0.1.0.1.0;0.1.0.1.0.0;13000 / 13000;0
0.1.0.1.0;0.1.0.1.0.1;12900 / 12900;0
0.1.0.1.0;0.1.0.1.0.2;12900 / 12900;0
0.1.0.1.0.0;0.1.0.1.0.0.0;-1100 / 1100;1
0.1.0.1.0.0;0.1.0.1.0.0.1;-1400 / 1400;1
0.1.0.1.0.0;0.1.0.1.0.0.2;-1100 / 1100;1
0.1.0.1.0.0;0.1.0.1.0.0.3;-1400 / 1400;1
0.1.0.1.0.0;0.1.0.1.0.0.4;-900 / 900;1
0.1.0.1.0.0;0.1.0.1.0.0.5;-1600 / 1600;1
0.1.0.1.0.0;0.1.0.1.0.0.6;-800 / 800;1
0.1.0.1.0.0;0.1.0.1.0.0.7;-1200 / 1200;1
0.1.0.1.0.0;0.1.0.1.0.0.8;-900 / 900;1
0.1.0.1.0.0;0.1.0.1.0.0.9;-1600 / 1600;1
0.1.0.1.0.0;0.1.0.1.0.0.10;-900 / 900;1
0.1.0.1.0.1;0.1.0.1.0.1.0;-1200 / 1200;1
0.1.0.1.0.1;0.1.0.1.0.1.1;-1400 / 1400;1
0.1.0.1.0.1;0.1.0.1.0.1.2;-1200 / 1200;1
0.1.0.1.0.1;0.1.0.1.0.1.3;-1300 / 1300;1
0.1.0.1.0.1;0.1.0.1.0.1.4;-1200 / 1200;1
0.1.0.1.0.1;0.1.0.1.0.1.5;-1000 / 1000;1
0.1.0.1.0.1;0.1.0.1.0.1.6;-1200 / 1200;1
0.1.0.1.0.1;0.1.0.1.0.1.7;-1100 / 1100;1
0.1.0.1.0.1;0.1.0.1.0.1.8;-1300 / 1300;1
0.1.0.1.0.1;0.1.0.1.0.1.9;-900 / 900;1
0.1.0.1.0.1;0.1.0.1.0.1.10;-1000 / 1000;1
0.1.0.1.0.2;0.1.0.1.0.2.0;-900 / 900;1
0.1.0.1.0.2;0.1.0.1.0.2.1;-800 / 800;1
0.1.0.1.0.2;0.1.0.1.0.2.2;-900 / 900;1
0.1.0.1.0.2;0.1.0.1.0.2.3;-500 / 500;1
0.1.0.1.0.2;0.1.0.1.0.2.4;-1200 / 1200;1
0.1.0.1.0.2;0.1.0.1.0.2.5;-1300 / 1300;1
0.1.0.1.0.2;0.1.0.1.0.2.6;-700 / 700;1
0.1.0.1.0.2;0.1.0.1.0.2.7;-1500 / 1500;1
0.1.0.1.0.2;0.1.0.1.0.2.8;-1700 / 1700;1
0.1.0.1.0.2;0.1.0.1.0.2.9;-2000 / 2000;1
0.1.0.1.0.2;0.1.0.1.0.2.10;-1300 / 1300;1
0.1.0.1.0.0.0;0.1.0.1.0.0.0.0;-300 / 300;1
0.1.0.1.0.0.0;0.1.0.1.0.0.0.1;-300 / 300;1
0.1.0.1.0.0.0;0.1.0.1.0.0.0.2;-300 / 300;1
0.1.0.1.0.0.0;0.1.0.1.0.0.0.3;-200 / 200;1
0.1.0.1.0.0.1;0.1.0.1.0.0.1.0;-500 / 500;1
0.1.0.1.0.0.1;0.1.0.1.0.0.1.1;-500 / 500;1
0.1.0.1.0.0.1;0.1.0.1.0.0.1.2;-400 / 400;1
0.1.0.1.0.0.2;0.1.0.1.0.0.2.0;-1100 / 1100;1
0.1.0.1.0.0.3;0.1.0.1.0.0.3.0;-1400 / 1400;1
0.1.0.1.0.0.4;0.1.0.1.0.0.4.0;-300 / 300;1
0.1.0.1.0.0.4;0.1.0.1.0.0.4.1;-200 / 200;1
0.1.0.1.0.0.4;0.1.0.1.0.0.4.2;-200 / 200;1
0.1.0.1.0.0.4;0.1.0.1.0.0.4.3;-200 / 200;1
0.1.0.1.0.0.5;0.1.0.1.0.0.5.0;-600 / 600;1
0.1.0.1.0.0.5;0.1.0.1.0.0.5.1;-500 / 500;1
0.1.0.1.0.0.5;0.1.0.1.0.0.5.2;-500 / 500;1
0.1.0.1.0.0.6;0.1.0.1.0.0.6.0;-300 / 300;1
0.1.0.1.0.0.6;0.1.0.1.0.0.6.1;-300 / 300;1
0.1.0.1.0.0.6;0.1.0.1.0.0.6.2;-200 / 200;1
0.1.0.1.0.0.7;0.1.0.1.0.0.7.0;-400 / 400;1
0.1.0.1.0.0.7;0.1.0.1.0.0.7.1;-400 / 400;1
0.1.0.1.0.0.7;0.1.0.1.0.0.7.2;-400 / 400;1
0.1.0.1.0.0.8;0.1.0.1.0.0.8.0;-300 / 300;1
0.1.0.1.0.0.8;0.1.0.1.0.0.8.1;-300 / 300;1
0.1.0.1.0.0.8;0.1.0.1.0.0.8.2;-300 / 300;1
0.1.0.1.0.0.9;0.1.0.1.0.0.9.0;-1600 / 1600;1
0.1.0.1.0.0.10;0.1.0.1.0.0.10.0;-900 / 900;1
0.1.0.1.0.1.0;0.1.0.1.0.1.0.0;-300 / 300;1
0.1.0.1.0.1.0;0.1.0.1.0.1.0.1;-300 / 300;1
0.1.0.1.0.1.0;0.1.0.1.0.1.0.2;-300 / 300;1
0.1.0.1.0.1.0;0.1.0.1.0.1.0.3;-300 / 300;1
0.1.0.1.0.1.1;0.1.0.1.0.1.1.0;-500 / 500;1
0.1.0.1.0.1.1;0.1.0.1.0.1.1.1;-500 / 500;1
0.1.0.1.0.1.1;0.1.0.1.0.1.1.2;-400 / 400;1
0.1.0.1.0.1.2;0.1.0.1.0.1.2.0;-1200 / 1200;1
0.1.0.1.0.1.3;0.1.0.1.0.1.3.0;-1300 / 1300;1
0.1.0.1.0.1.4;0.1.0.1.0.1.4.0;-300 / 300;1
0.1.0.1.0.1.4;0.1.0.1.0.1.4.1;-300 / 300;1
0.1.0.1.0.1.4;0.1.0.1.0.1.4.2;-300 / 300;1
0.1.0.1.0.1.4;0.1.0.1.0.1.4.3;-300 / 300;1
0.1.0.1.0.1.5;0.1.0.1.0.1.5.0;-400 / 400;1
0.1.0.1.0.1.5;0.1.0.1.0.1.5.1;-300 / 300;1
0.1.0.1.0.1.5;0.1.0.1.0.1.5.2;-300 / 300;1
0.1.0.1.0.1.6;0.1.0.1.0.1.6.0;-400 / 400;1
0.1.0.1.0.1.6;0.1.0.1.0.1.6.1;-400 / 400;1
0.1.0.1.0.1.6;0.1.0.1.0.1.6.2;-400 / 400;1
0.1.0.1.0.1.7;0.1.0.1.0.1.7.0;-400 / 400;1
0.1.0.1.0.1.7;0.1.0.1.0.1.7.1;-400 / 400;1
0.1.0.1.0.1.7;0.1.0.1.0.1.7.2;-300 / 300;1
0.1.0.1.0.1.8;0.1.0.1.0.1.8.0;-500 / 500;1
0.1.0.1.0.1.8;0.1.0.1.0.1.8.1;-400 / 400;1
