0.1.2.2;0.1.2.2.0;322576 / 335100;0
0.1.2.2.0;0.1.2.2.0.0;-37335 / 38400;1
0.1.2.2.0;0.1.2.2.0.1;-35040 / 37500;1
0.1.2.2.0;0.1.2.2.0.2;-36589 / 39700;1
0.1.2.2.0;0.1.2.2.0.3;-32757 / 35400;1
0.1.2.2.0;0.1.2.2.0.4;-33541 / 34000;1
0.1.2.2.0;0.1.2.2.0.5;-32638 / 33500;1
0.1.2.2.0;0.1.2.2.0.6;-36376 / 37000;1
0.1.2.2.0;0.1.2.2.0.7;-39818 / 40300;1
0.1.2.2.0;0.1.2.2.0.8;-38382 / 39200;1
0.1.2.2.0.0;0.1.2.2.0.0.0;-5478 / 5500;1
0.1.2.2.0.0;0.1.2.2.0.0.1;-7394 / 7800;1
0.1.2.2.0.0;0.1.2.2.0.0.2;-5479 / 5500;1
0.1.2.2.0.0;0.1.2.2.0.0.3;-8027 / 8600;1
0.1.2.2.0.0;0.1.2.2.0.0.4;-5476 / 5500;1
0.1.2.2.0.0;0.1.2.2.0.0.5;-5481 / 5500;1
0.1.2.2.0.1;0.1.2.2.0.1.0;-4543 / 4600;1
0.1.2.2.0.1;0.1.2.2.0.1.1;-7311 / 8100;1
0.1.2.2.0.1;0.1.2.2.0.1.2;-5094 / 5300;1
0.1.2.2.0.1;0.1.2.2.0.1.3;-8682 / 9900;1
0.1.2.2.0.1;0.1.2.2.0.1.4;-4789 / 4900;1
0.1.2.2.0.1;0.1.2.2.0.1.5;-4621 / 4700;1
0.1.2.2.0.2;0.1.2.2.0.2.0;-4754 / 4900;1
0.1.2.2.0.2;0.1.2.2.0.2.1;-8431 / 9600;1
0.1.2.2.0.2;0.1.2.2.0.2.2;-5012 / 5200;1
0.1.2.2.0.2;0.1.2.2.0.2.3;-8468 / 9700;1
0.1.2.2.0.2;0.1.2.2.0.2.4;-5091 / 5300;1
0.1.2.2.0.2;0.1.2.2.0.2.5;-4833 / 5000;1
0.1.2.2.0.3;0.1.2.2.0.3.0;-4133 / 4200;1
0.1.2.2.0.3;0.1.2.2.0.3.1;-7013 / 7900;1
0.1.2.2.0.3;0.1.2.2.0.3.2;-4705 / 4900;1
0.1.2.2.0.3;0.1.2.2.0.3.3;-8297 / 9600;1
0.1.2.2.0.3;0.1.2.2.0.3.4;-4305 / 4400;1
0.1.2.2.0.3;0.1.2.2.0.3.5;-4304 / 4400;1
0.1.2.2.0.4;0.1.2.2.0.4.0;-5289 / 5300;1
0.1.2.2.0.4;0.1.2.2.0.4.1;-6198 / 6400;1
0.1.2.2.0.4;0.1.2.2.0.4.2;-5294 / 5300;1
0.1.2.2.0.4;0.1.2.2.0.4.3;-6281 / 6500;1
0.1.2.2.0.4;0.1.2.2.0.4.4;-5284 / 5300;1
0.1.2.2.0.4;0.1.2.2.0.4.5;-5195 / 5200;1
0.1.2.2.0.5;0.1.2.2.0.5.0;-4885 / 4900;1
0.1.2.2.0.5;0.1.2.2.0.5.1;-6505 / 6900;1
0.1.2.2.0.5;0.1.2.2.0.5.2;-4885 / 4900;1
0.1.2.2.0.5;0.1.2.2.0.5.3;-6512 / 6900;1
0.1.2.2.0.5;0.1.2.2.0.5.4;-4964 / 5000;1
0.1.2.2.0.5;0.1.2.2.0.5.5;-4887 / 4900;1
0.1.2.2.0.6;0.1.2.2.0.6.0;-5589 / 5600;1
0.1.2.2.0.6;0.1.2.2.0.6.1;-7086 / 7400;1
0.1.2.2.0.6;0.1.2.2.0.6.2;-5587 / 5600;1
0.1.2.2.0.6;0.1.2.2.0.6.3;-6844 / 7100;1
0.1.2.2.0.6;0.1.2.2.0.6.4;-5684 / 5700;1
0.1.2.2.0.6;0.1.2.2.0.6.5;-5586 / 5600;1
0.1.2.2.0.7;0.1.2.2.0.7.0;-6196 / 6200;1
0.1.2.2.0.7;0.1.2.2.0.7.1;-7225 / 7400;1
0.1.2.2.0.7;0.1.2.2.0.7.2;-6194 / 6200;1
0.1.2.2.0.7;0.1.2.2.0.7.3;-7717 / 8000;1
0.1.2.2.0.7;0.1.2.2.0.7.4;-6289 / 6300;1
0.1.2.2.0.7;0.1.2.2.0.7.5;-6197 / 6200;1
0.1.2.2.0.8;0.1.2.2.0.8.0;-5954 / 6000;1
0.1.2.2.0.8;0.1.2.2.0.8.1;-6620 / 6800;1
0.1.2.2.0.8;0.1.2.2.0.8.2;-5870 / 5900;1
0.1.2.2.0.8;0.1.2.2.0.8.3;-7114 / 7400;1
0.1.2.2.0.8;0.1.2.2.0.8.4;-6619 / 6800;1
0.1.2.2.0.8;0.1.2.2.0.8.5;-6205 / 6300;1
0.1.2.2.0.0.0;0.1.2.2.0.0.0.0;-5379 / 5400;1
0.1.2.2.0.0.1;0.1.2.2.0.0.1.0;-7304 / 7700;1
0.1.2.2.0.0.2;0.1.2.2.0.0.2.0;-5380 / 5400;1
0.1.2.2.0.0.3;0.1.2.2.0.0.3.0;-7942 / 8500;1
0.1.2.2.0.0.4;0.1.2.2.0.0.4.0;-5376 / 5400;1
0.1.2.2.0.0.5;0.1.2.2.0.0.5.0;-5381 / 5400;1
0.1.2.2.0.1.0;0.1.2.2.0.1.0.0;-2182 / 2200;1
0.1.2.2.0.1.0;0.1.2.2.0.1.0.1;-2264 / 2300;1
0.1.2.2.0.1.1;0.1.2.2.0.1.1.0;-3317 / 3600;1
0.1.2.2.0.1.1;0.1.2.2.0.1.1.1;-3921 / 4400;1
0.1.2.2.0.1.2;0.1.2.2.0.1.2.0;-2275 / 2300;1
0.1.2.2.0.1.2;0.1.2.2.0.1.2.1;-2728 / 2900;1
0.1.2.2.0.1.3;0.1.2.2.0.1.3.0;-3568 / 3900;1
0.1.2.2.0.1.3;0.1.2.2.0.1.3.1;-5039 / 5900;1
0.1.2.2.0.1.4;0.1.2.2.0.1.4.0;-2266 / 2300;1
0.1.2.2.0.1.4;0.1.2.2.0.1.4.1;-2428 / 2500;1
0.1.2.2.0.1.5;0.1.2.2.0.1.5.0;-2192 / 2200;1
0.1.2.2.0.1.5;0.1.2.2.0.1.5.1;-2334 / 2400;1
0.1.2.2.0.2.0;0.1.2.2.0.2.0.0;-4658 / 4800;1
0.1.2.2.0.2.1;0.1.2.2.0.2.1.0;-8358 / 9500;1
0.1.2.2.0.2.2;0.1.2.2.0.2.2.0;-4919 / 5100;1
0.1.2.2.0.2.3;0.1.2.2.0.2.3.0;-8396 / 9600;1
0.1.2.2.0.2.4;0.1.2.2.0.2.4.0;-5000 / 5200;1
0.1.2.2.0.2.5;0.1.2.2.0.2.5.0;-4744 / 4900;1
0.1.2.2.0.3.0;0.1.2.2.0.3.0.0;-1989 / 2000;1
0.1.2.2.0.3.0;0.1.2.2.0.3.0.1;-2045 / 2100;1
0.1.2.2.0.3.1;0.1.2.2.0.3.1.0;-3175 / 3500;1
0.1.2.2.0.3.1;0.1.2.2.0.3.1.1;-3762 / 4300;1
0.1.2.2.0.3.2;0.1.2.2.0.3.2.0;-2074 / 2100;1
0.1.2.2.0.3.2;0.1.2.2.0.3.2.1;-2537 / 2700;1
0.1.2.2.0.3.3;0.1.2.2.0.3.3.0;-3513 / 3900;1
