0.3.0;0.3.0.0;68782 / 71900;0
0.3.0.0;0.3.0.0.0;-8010 / 8100;1
0.3.0.0;0.3.0.0.1;-7496 / 7700;1
0.3.0.0;0.3.0.0.2;-7083 / 8200;1
0.3.0.0;0.3.0.0.3;-8864 / 9000;1
0.3.0.0;0.3.0.0.4;-7727 / 8000;1
0.3.0.0;0.3.0.0.5;-7280 / 7400;1
0.3.0.0;0.3.0.0.6;-7216 / 7300;1
0.3.0.0;0.3.0.0.7;-6254 / 7200;1
0.3.0.0;0.3.0.0.8;-8757 / 8900;1
0.3.0.0.0;0.3.0.0.0.0;-3962 / 4000;1
0.3.0.0.0;0.3.0.0.0.1;-4048 / 4100;1
0.3.0.0.1;0.3.0.0.1.0;-3711 / 3800;1
0.3.0.0.1;0.3.0.0.1.1;-3785 / 3900;1
0.3.0.0.2;0.3.0.0.2.0;-7083 / 8200;1
0.3.0.0.3;0.3.0.0.3.0;-4438 / 4500;1
0.3.0.0.3;0.3.0.0.3.1;-4426 / 4500;1
0.3.0.0.4;0.3.0.0.4.0;-3784 / 3900;1
0.3.0.0.4;0.3.0.0.4.1;-3943 / 4100;1
0.3.0.0.5;0.3.0.0.5.0;-3648 / 3700;1
0.3.0.0.5;0.3.0.0.5.1;-3632 / 3700;1
0.3.0.0.6;0.3.0.0.6.0;-3568 / 3600;1
0.3.0.0.6;0.3.0.0.6.1;-3648 / 3700;1
0.3.0.0.7;0.3.0.0.7.0;-6254 / 7200;1
0.3.0.0.8;0.3.0.0.8.0;-4261 / 4300;1
0.3.0.0.8;0.3.0.0.8.1;-4496 / 4600;1
0.3.0.0.0.0;0.3.0.0.0.0.0;499 / 500;0
0.3.0.0.0.0;0.3.0.0.0.0.1;398 / 400;0
0.3.0.0.0.0;0.3.0.0.0.0.2;496 / 500;0
0.3.0.0.0.0;0.3.0.0.0.0.3;100 / 100;0
0.3.0.0.0.0;0.3.0.0.0.0.4;395 / 400;0
0.3.0.0.0.0;0.3.0.0.0.0.5;600 / 600;0
0.3.0.0.0.0;0.3.0.0.0.0.6;383 / 400;0
0.3.0.0.0.0;0.3.0.0.0.0.7;600 / 600;0
0.3.0.0.0.0;0.3.0.0.0.0.8;396 / 400;0
0.3.0.0.0.1;0.3.0.0.0.1.0;398 / 400;0
0.3.0.0.0.1;0.3.0.0.0.1.1;496 / 500;0
0.3.0.0.0.1;0.3.0.0.0.1.2;692 / 700;0
0.3.0.0.0.1;0.3.0.0.0.1.3;896 / 900;0
0.3.0.0.0.1;0.3.0.0.0.1.4;492 / 500;0
0.3.0.0.0.1;0.3.0.0.0.1.5;398 / 400;0
0.3.0.0.0.1;0.3.0.0.0.1.6;186 / 200;0
