0.5.2.1.1;0.5.2.1.1.0;206198 / 207100;0
0.5.2.1.1.0;0.5.2.1.1.0.0;-18895 / 18900;1
0.5.2.1.1.0;0.5.2.1.1.0.1;-18399 / 18400;1
0.5.2.1.1.0;0.5.2.1.1.0.2;-16683 / 16700;1
0.5.2.1.1.0;0.5.2.1.1.0.3;-17200 / 17200;1
0.5.2.1.1.0;0.5.2.1.1.0.4;-17700 / 17700;1
0.5.2.1.1.0;0.5.2.1.1.0.5;-18100 / 18100;1
0.5.2.1.1.0;0.5.2.1.1.0.6;-15172 / 15500;1
0.5.2.1.1.0;0.5.2.1.1.0.7;-15366 / 15400;1
0.5.2.1.1.0;0.5.2.1.1.0.8;-16678 / 16700;1
0.5.2.1.1.0;0.5.2.1.1.0.9;-16149 / 16500;1
0.5.2.1.1.0;0.5.2.1.1.0.10;-16199 / 16200;1
0.5.2.1.1.0;0.5.2.1.1.0.11;-19557 / 19700;1
0.5.2.1.1.0.0;0.5.2.1.1.0.0.0;-18895 / 18900;1
0.5.2.1.1.0.1;0.5.2.1.1.0.1.0;-3700 / 3700;1
0.5.2.1.1.0.1;0.5.2.1.1.0.1.1;-3699 / 3700;1
0.5.2.1.1.0.1;0.5.2.1.1.0.1.2;-3700 / 3700;1
0.5.2.1.1.0.1;0.5.2.1.1.0.1.3;-3700 / 3700;1
0.5.2.1.1.0.1;0.5.2.1.1.0.1.4;-3600 / 3600;1
0.5.2.1.1.0.2;0.5.2.1.1.0.2.0;-16683 / 16700;1
0.5.2.1.1.0.3;0.5.2.1.1.0.3.0;-17200 / 17200;1
0.5.2.1.1.0.4;0.5.2.1.1.0.4.0;-8900 / 8900;1
0.5.2.1.1.0.4;0.5.2.1.1.0.4.1;-8800 / 8800;1
0.5.2.1.1.0.5;0.5.2.1.1.0.5.0;-3700 / 3700;1
0.5.2.1.1.0.5;0.5.2.1.1.0.5.1;-3600 / 3600;1
0.5.2.1.1.0.5;0.5.2.1.1.0.5.2;-3600 / 3600;1
0.5.2.1.1.0.5;0.5.2.1.1.0.5.3;-3600 / 3600;1
0.5.2.1.1.0.5;0.5.2.1.1.0.5.4;-3600 / 3600;1
0.5.2.1.1.0.6;0.5.2.1.1.0.6.0;-3189 / 3300;1
0.5.2.1.1.0.6;0.5.2.1.1.0.6.1;-2798 / 2800;1
0.5.2.1.1.0.6;0.5.2.1.1.0.6.2;-2795 / 2800;1
0.5.2.1.1.0.6;0.5.2.1.1.0.6.3;-2800 / 2800;1
0.5.2.1.1.0.6;0.5.2.1.1.0.6.4;-3590 / 3800;1
0.5.2.1.1.0.7;0.5.2.1.1.0.7.0;-3086 / 3100;1
0.5.2.1.1.0.7;0.5.2.1.1.0.7.1;-3096 / 3100;1
