0.0;0.0.0;1669 / 40200;0
0.0.0;0.0.0.0;-496 / 13200;1
0.0.0;0.0.0.1;-215 / 7000;1
0.0.0;0.0.0.2;-644 / 10300;1
0.0.0;0.0.0.3;-314 / 9600;1
0.0.0.0;0.0.0.0.0;-33 / 2500;1
0.0.0.0;0.0.0.0.1;-62 / 2300;1
0.0.0.0;0.0.0.0.2;-1 / 2600;1
0.0.0.0;0.0.0.0.3;-132 / 2100;1
0.0.0.0;0.0.0.0.4;-247 / 1200;1
0.0.0.0;0.0.0.0.5;-21 / 2500;1
0.0.0.1;0.0.0.1.0;0 / 1300;0
0.0.0.1;0.0.0.1.1;0 / 1300;0
0.0.0.1;0.0.0.1.2;0 / 1300;0
0.0.0.1;0.0.0.1.3;-105 / 900;1
0.0.0.1;0.0.0.1.4;-98 / 900;1
0.0.0.1;0.0.0.1.5;-12 / 1300;1
0.0.0.2;0.0.0.2.0;-69 / 1900;1
0.0.0.2;0.0.0.2.1;-152 / 1500;1
0.0.0.2;0.0.0.2.2;-1 / 2200;1
0.0.0.2;0.0.0.2.3;-163 / 1600;1
0.0.0.2;0.0.0.2.4;-221 / 1100;1
0.0.0.2;0.0.0.2.5;-38 / 2000;1
0.0.0.3;0.0.0.3.0;-16 / 1800;1
0.0.0.3;0.0.0.3.1;-27 / 1700;1
0.0.0.3;0.0.0.3.2;0 / 1800;0
0.0.0.3;0.0.0.3.3;-84 / 1500;1
0.0.0.3;0.0.0.3.4;-171 / 1100;1
0.0.0.3;0.0.0.3.5;-16 / 1700;1
0.0.0.0.0;0.0.0.0.0.0;-2 / 800;1
0.0.0.0.0;0.0.0.0.0.1;-31 / 800;1
0.0.0.0.0;0.0.0.0.0.2;0 / 800;0
0.0.0.0.1;0.0.0.0.1.0;-62 / 1100;1
0.0.0.0.1;0.0.0.0.1.1;0 / 1100;0
0.0.0.0.2;0.0.0.0.2.0;-1 / 1300;1
0.0.0.0.2;0.0.0.0.2.1;0 / 1200;0
0.0.0.0.3;0.0.0.0.3.0;-132 / 2000;1
0.0.0.0.4;0.0.0.0.4.0;-247 / 1100;1
0.0.0.0.5;0.0.0.0.5.0;-21 / 2400;1
0.0.0.1.0;0.0.0.1.0.0;0 / 400;0
0.0.0.1.0;0.0.0.1.0.1;0 / 400;0
0.0.0.1.0;0.0.0.1.0.2;0 / 400;0
0.0.0.1.1;0.0.0.1.1.0;0 / 600;0
0.0.0.1.1;0.0.0.1.1.1;0 / 600;0
0.0.0.1.2;0.0.0.1.2.0;0 / 600;0
0.0.0.1.2;0.0.0.1.2.1;0 / 600;0
0.0.0.1.3;0.0.0.1.3.0;-105 / 800;1
0.0.0.1.4;0.0.0.1.4.0;-98 / 800;1
0.0.0.1.5;0.0.0.1.5.0;-12 / 1200;1
0.0.0.2.0;0.0.0.2.0.0;-8 / 600;1
0.0.0.2.0;0.0.0.2.0.1;-60 / 600;1
0.0.0.2.0;0.0.0.2.0.2;-1 / 600;1
0.0.0.2.1;0.0.0.2.1.0;-152 / 600;1
0.0.0.2.1;0.0.0.2.1.1;0 / 800;0
0.0.0.2.2;0.0.0.2.2.0;-1 / 1000;1
0.0.0.2.2;0.0.0.2.2.1;0 / 1100;0
0.0.0.2.3;0.0.0.2.3.0;-163 / 1500;1
0.0.0.2.4;0.0.0.2.4.0;-221 / 1000;1
0.0.0.2.5;0.0.0.2.5.0;-38 / 1900;1
0.0.0.3.0;0.0.0.3.0.0;-4 / 600;1
0.0.0.3.0;0.0.0.3.0.1;-12 / 500;1
