0.1.0;0.1.0.0;68072 / 68100;0
0.1.0.0;0.1.0.0.0;-67972 / 68000;1
0.1.0.0.0;0.1.0.0.0.0;-67972 / 68000;1
0.1.0.0.0.0;0.1.0.0.0.0.0;67872 / 67900;0
0.1.0.0.0.0.0;0.1.0.0.0.0.0.0;11298 / 11300;0
0.1.0.0.0.0.0;0.1.0.0.0.0.0.1;11298 / 11300;0
0.1.0.0.0.0.0;0.1.0.0.0.0.0.2;11292 / 11300;0
0.1.0.0.0.0.0;0.1.0.0.0.0.0.3;11400 / 11400;0
0.1.0.0.0.0.0;0.1.0.0.0.0.0.4;11287 / 11300;0
0.1.0.0.0.0.0;0.1.0.0.0.0.0.5;11297 / 11300;0
0.1.0.0.0.0.0.0;0.1.0.0.0.0.0.0.0;2800 / 2800;0
0.1.0.0.0.0.0.0;0.1.0.0.0.0.0.0.1;2800 / 2800;0
0.1.0.0.0.0.0.0;0.1.0.0.0.0.0.0.2;2798 / 2800;0
0.1.0.0.0.0.0.0;0.1.0.0.0.0.0.0.3;2800 / 2800;0
0.1.0.0.0.0.0.1;0.1.0.0.0.0.0.1.0;2800 / 2800;0
0.1.0.0.0.0.0.1;0.1.0.0.0.0.0.1.1;2800 / 2800;0
0.1.0.0.0.0.0.1;0.1.0.0.0.0.0.1.2;2798 / 2800;0
0.1.0.0.0.0.0.1;0.1.0.0.0.0.0.1.3;2800 / 2800;0
0.1.0.0.0.0.0.2;0.1.0.0.0.0.0.2.0;5593 / 5600;0
0.1.0.0.0.0.0.2;0.1.0.0.0.0.0.2.1;5599 / 5600;0
0.1.0.0.0.0.0.3;0.1.0.0.0.0.0.3.0;5700 / 5700;0
0.1.0.0.0.0.0.3;0.1.0.0.0.0.0.3.1;5600 / 5600;0
0.1.0.0.0.0.0.4;0.1.0.0.0.0.0.4.0;11187 / 11200;0
0.1.0.0.0.0.0.5;0.1.0.0.0.0.0.5.0;11197 / 11200;0
0.1.0.0.0.0.0.0.0;0.1.0.0.0.0.0.0.0.0;1400 / 1400;0
0.1.0.0.0.0.0.0.0;0.1.0.0.0.0.0.0.0.1;1300 / 1300;0
0.1.0.0.0.0.0.0.1;0.1.0.0.0.0.0.0.1.0;1400 / 1400;0
0.1.0.0.0.0.0.0.1;0.1.0.0.0.0.0.0.1.1;1300 / 1300;0
0.1.0.0.0.0.0.0.2;0.1.0.0.0.0.0.0.2.0;2698 / 2700;0
0.1.0.0.0.0.0.0.3;0.1.0.0.0.0.0.0.3.0;2700 / 2700;0
0.1.0.0.0.0.0.1.0;0.1.0.0.0.0.0.1.0.0;1400 / 1400;0
0.1.0.0.0.0.0.1.0;0.1.0.0.0.0.0.1.0.1;1300 / 1300;0
0.1.0.0.0.0.0.1.1;0.1.0.0.0.0.0.1.1.0;2700 / 2700;0
0.1.0.0.0.0.0.1.2;0.1.0.0.0.0.0.1.2.0;2698 / 2700;0
0.1.0.0.0.0.0.1.3;0.1.0.0.0.0.0.1.3.0;2700 / 2700;0
0.1.0.0.0.0.0.2.0;0.1.0.0.0.0.0.2.0.0;5493 / 5500;0
0.1.0.0.0.0.0.2.1;0.1.0.0.0.0.0.2.1.0;5499 / 5500;0
0.1.0.0.0.0.0.3.0;0.1.0.0.0.0.0.3.0.0;5600 / 5600;0
0.1.0.0.0.0.0.3.1;0.1.0.0.0.0.0.3.1.0;5500 / 5500;0
0.1.0.0.0.0.0.4.0;0.1.0.0.0.0.0.4.0.0;-11087 / 11100;1
0.1.0.0.0.0.0.5.0;0.1.0.0.0.0.0.5.0.0;-11097 / 11100;1
0.1.0.0.0.0.0.0.0.0;0.1.0.0.0.0.0.0.0.0.0;1300 / 1300;0
0.1.0.0.0.0.0.0.0.1;0.1.0.0.0.0.0.0.0.1.0;1200 / 1200;0
0.1.0.0.0.0.0.0.1.0;0.1.0.0.0.0.0.0.1.0.0;1300 / 1300;0
0.1.0.0.0.0.0.0.1.1;0.1.0.0.0.0.0.0.1.1.0;1200 / 1200;0
0.1.0.0.0.0.0.0.2.0;0.1.0.0.0.0.0.0.2.0.0;-2598 / 2600;1
0.1.0.0.0.0.0.0.3.0;0.1.0.0.0.0.0.0.3.0.0;-2600 / 2600;1
0.1.0.0.0.0.0.1.0.0;0.1.0.0.0.0.0.1.0.0.0;1300 / 1300;0
0.1.0.0.0.0.0.1.0.1;0.1.0.0.0.0.0.1.0.1.0;1200 / 1200;0
0.1.0.0.0.0.0.1.1.0;0.1.0.0.0.0.0.1.1.0.0;2600 / 2600;0
0.1.0.0.0.0.0.1.2.0;0.1.0.0.0.0.0.1.2.0.0;-2598 / 2600;1
0.1.0.0.0.0.0.1.3.0;0.1.0.0.0.0.0.1.3.0.0;-2600 / 2600;1
0.1.0.0.0.0.0.2.0.0;0.1.0.0.0.0.0.2.0.0.0;-5393 / 5400;1
0.1.0.0.0.0.0.2.1.0;0.1.0.0.0.0.0.2.1.0.0;-5399 / 5400;1
0.1.0.0.0.0.0.3.0.0;0.1.0.0.0.0.0.3.0.0.0;-5500 / 5500;1
0.1.0.0.0.0.0.3.1.0;0.1.0.0.0.0.0.3.1.0.0;-5400 / 5400;1
0.1.0.0.0.0.0.4.0.0;0.1.0.0.0.0.0.4.0.0.0;-2199 / 2200;1
0.1.0.0.0.0.0.4.0.0;0.1.0.0.0.0.0.4.0.0.1;-2199 / 2200;1
0.1.0.0.0.0.0.4.0.0;0.1.0.0.0.0.0.4.0.0.2;-2199 / 2200;1
0.1.0.0.0.0.0.4.0.0;0.1.0.0.0.0.0.4.0.0.3;-2293 / 2300;1
0.1.0.0.0.0.0.4.0.0;0.1.0.0.0.0.0.4.0.0.4;-2197 / 2200;1
0.1.0.0.0.0.0.5.0.0;0.1.0.0.0.0.0.5.0.0.0;-2200 / 2200;1
0.1.0.0.0.0.0.5.0.0;0.1.0.0.0.0.0.5.0.0.1;-2200 / 2200;1
0.1.0.0.0.0.0.5.0.0;0.1.0.0.0.0.0.5.0.0.2;-2200 / 2200;1
0.1.0.0.0.0.0.5.0.0;0.1.0.0.0.0.0.5.0.0.3;-2298 / 2300;1
0.1.0.0.0.0.0.5.0.0;0.1.0.0.0.0.0.5.0.0.4;-2199 / 2200;1
0.1.0.0.0.0.0.0.0.0.0;0.1.0.0.0.0.0.0.0.0.0.0;-1200 / 1200;1
0.1.0.0.0.0.0.0.0.1.0;0.1.0.0.0.0.0.0.0.1.0.0;-1100 / 1100;1
0.1.0.0.0.0.0.0.1.0.0;0.1.0.0.0.0.0.0.1.0.0.0;-1200 / 1200;1
0.1.0.0.0.0.0.0.1.1.0;0.1.0.0.0.0.0.0.1.1.0.0;-1100 / 1100;1
0.1.0.0.0.0.0.0.2.0.0;0.1.0.0.0.0.0.0.2.0.0.0;-500 / 500;1
0.1.0.0.0.0.0.0.2.0.0;0.1.0.0.0.0.0.0.2.0.0.1;-500 / 500;1
0.1.0.0.0.0.0.0.2.0.0;0.1.0.0.0.0.0.0.2.0.0.2;-500 / 500;1
0.1.0.0.0.0.0.0.2.0.0;0.1.0.0.0.0.0.0.2.0.0.3;-599 / 600;1
0.1.0.0.0.0.0.0.2.0.0;0.1.0.0.0.0.0.0.2.0.0.4;-499 / 500;1
0.1.0.0.0.0.0.0.3.0.0;0.1.0.0.0.0.0.0.3.0.0.0;-600 / 600;1
0.1.0.0.0.0.0.0.3.0.0;0.1.0.0.0.0.0.0.3.0.0.1;-500 / 500;1
0.1.0.0.0.0.0.0.3.0.0;0.1.0.0.0.0.0.0.3.0.0.2;-500 / 500;1
0.1.0.0.0.0.0.0.3.0.0;0.1.0.0.0.0.0.0.3.0.0.3;-500 / 500;1
0.1.0.0.0.0.0.0.3.0.0;0.1.0.0.0.0.0.0.3.0.0.4;-500 / 500;1
0.1.0.0.0.0.0.1.0.0.0;0.1.0.0.0.0.0.1.0.0.0.0;-1200 / 1200;1
0.1.0.0.0.0.0.1.0.1.0;0.1.0.0.0.0.0.1.0.1.0.0;-1100 / 1100;1
0.1.0.0.0.0.0.1.1.0.0;0.1.0.0.0.0.0.1.1.0.0.0;-2500 / 2500;1
0.1.0.0.0.0.0.1.2.0.0;0.1.0.0.0.0.0.1.2.0.0.0;-500 / 500;1
0.1.0.0.0.0.0.1.2.0.0;0.1.0.0.0.0.0.1.2.0.0.1;-500 / 500;1
0.1.0.0.0.0.0.1.2.0.0;0.1.0.0.0.0.0.1.2.0.0.2;-500 / 500;1
0.1.0.0.0.0.0.1.2.0.0;0.1.0.0.0.0.0.1.2.0.0.3;-598 / 600;1
0.1.0.0.0.0.0.1.2.0.0;0.1.0.0.0.0.0.1.2.0.0.4;-500 / 500;1
0.1.0.0.0.0.0.1.3.0.0;0.1.0.0.0.0.0.1.3.0.0.0;-2600 / 2600;1
0.1.0.0.0.0.0.2.0.0.0;0.1.0.0.0.0.0.2.0.0.0.0;-1099 / 1100;1
0.1.0.0.0.0.0.2.0.0.0;0.1.0.0.0.0.0.2.0.0.0.1;-1099 / 1100;1
0.1.0.0.0.0.0.2.0.0.0;0.1.0.0.0.0.0.2.0.0.0.2;-1000 / 1000;1
0.1.0.0.0.0.0.2.0.0.0;0.1.0.0.0.0.0.2.0.0.0.3;-1097 / 1100;1
0.1.0.0.0.0.0.2.0.0.0;0.1.0.0.0.0.0.2.0.0.0.4;-1098 / 1100;1
0.1.0.0.0.0.0.2.1.0.0;0.1.0.0.0.0.0.2.1.0.0.0;-1100 / 1100;1
0.1.0.0.0.0.0.2.1.0.0;0.1.0.0.0.0.0.2.1.0.0.1;-1100 / 1100;1
0.1.0.0.0.0.0.2.1.0.0;0.1.0.0.0.0.0.2.1.0.0.2;-1100 / 1100;1
0.1.0.0.0.0.0.2.1.0.0;0.1.0.0.0.0.0.2.1.0.0.3;-1000 / 1000;1
0.1.0.0.0.0.0.2.1.0.0;0.1.0.0.0.0.0.2.1.0.0.4;-1099 / 1100;1
0.1.0.0.0.0.0.3.0.0.0;0.1.0.0.0.0.0.3.0.0.0.0;-1100 / 1100;1
0.1.0.0.0.0.0.3.0.0.0;0.1.0.0.0.0.0.3.0.0.0.1;-1100 / 1100;1
0.1.0.0.0.0.0.3.0.0.0;0.1.0.0.0.0.0.3.0.0.0.2;-1100 / 1100;1
0.1.0.0.0.0.0.3.0.0.0;0.1.0.0.0.0.0.3.0.0.0.3;-1100 / 1100;1
0.1.0.0.0.0.0.3.0.0.0;0.1.0.0.0.0.0.3.0.0.0.4;-1100 / 1100;1
0.1.0.0.0.0.0.3.1.0.0;0.1.0.0.0.0.0.3.1.0.0.0;-5400 / 5400;1
0.1.0.0.0.0.0.4.0.0.0;0.1.0.0.0.0.0.4.0.0.0.0;-2099 / 2100;1
0.1.0.0.0.0.0.4.0.0.1;0.1.0.0.0.0.0.4.0.0.1.0;-2100 / 2100;1
0.1.0.0.0.0.0.4.0.0.2;0.1.0.0.0.0.0.4.0.0.2.0;-2100 / 2100;1
0.1.0.0.0.0.0.4.0.0.3;0.1.0.0.0.0.0.4.0.0.3.0;-2195 / 2200;1
0.1.0.0.0.0.0.4.0.0.4;0.1.0.0.0.0.0.4.0.0.4.0;-2098 / 2100;1
0.1.0.0.0.0.0.5.0.0.0;0.1.0.0.0.0.0.5.0.0.0.0;-2100 / 2100;1
0.1.0.0.0.0.0.5.0.0.1;0.1.0.0.0.0.0.5.0.0.1.0;-2100 / 2100;1
0.1.0.0.0.0.0.5.0.0.2;0.1.0.0.0.0.0.5.0.0.2.0;-2100 / 2100;1
0.1.0.0.0.0.0.5.0.0.3;0.1.0.0.0.0.0.5.0.0.3.0;-2198 / 2200;1
0.1.0.0.0.0.0.5.0.0.4;0.1.0.0.0.0.0.5.0.0.4.0;-2100 / 2100;1
0.1.0.0.0.0.0.0.0.0.0.0;0.1.0.0.0.0.0.0.0.0.0.0.0;-300 / 300;1
0.1.0.0.0.0.0.0.0.0.0.0;0.1.0.0.0.0.0.0.0.0.0.0.1;-300 / 300;1
0.1.0.0.0.0.0.0.0.0.0.0;0.1.0.0.0.0.0.0.0.0.0.0.2;-200 / 200;1
0.1.0.0.0.0.0.0.0.0.0.0;0.1.0.0.0.0.0.0.0.0.0.0.3;-200 / 200;1
0.1.0.0.0.0.0.0.0.0.0.0;0.1.0.0.0.0.0.0.0.0.0.0.4;-200 / 200;1
0.1.0.0.0.0.0.0.0.1.0.0;0.1.0.0.0.0.0.0.0.1.0.0.0;-300 / 300;1
0.1.0.0.0.0.0.0.0.1.0.0;0.1.0.0.0.0.0.0.0.1.0.0.1;-200 / 200;1
0.1.0.0.0.0.0.0.0.1.0.0;0.1.0.0.0.0.0.0.0.1.0.0.2;-200 / 200;1
0.1.0.0.0.0.0.0.0.1.0.0;0.1.0.0.0.0.0.0.0.1.0.0.3;-200 / 200;1
0.1.0.0.0.0.0.0.0.1.0.0;0.1.0.0.0.0.0.0.0.1.0.0.4;-200 / 200;1
0.1.0.0.0.0.0.0.1.0.0.0;0.1.0.0.0.0.0.0.1.0.0.0.0;-300 / 300;1
0.1.0.0.0.0.0.0.1.0.0.0;0.1.0.0.0.0.0.0.1.0.0.0.1;-300 / 300;1
0.1.0.0.0.0.0.0.1.0.0.0;0.1.0.0.0.0.0.0.1.0.0.0.2;-200 / 200;1
0.1.0.0.0.0.0.0.1.0.0.0;0.1.0.0.0.0.0.0.1.0.0.0.3;-200 / 200;1
0.1.0.0.0.0.0.0.1.0.0.0;0.1.0.0.0.0.0.0.1.0.0.0.4;-200 / 200;1
0.1.0.0.0.0.0.0.1.1.0.0;0.1.0.0.0.0.0.0.1.1.0.0.0;-1100 / 1100;1
0.1.0.0.0.0.0.0.2.0.0.0;0.1.0.0.0.0.0.0.2.0.0.0.0;-400 / 400;1
0.1.0.0.0.0.0.0.2.0.0.1;0.1.0.0.0.0.0.0.2.0.0.1.0;-400 / 400;1
0.1.0.0.0.0.0.0.2.0.0.2;0.1.0.0.0.0.0.0.2.0.0.2.0;-400 / 400;1
0.1.0.0.0.0.0.0.2.0.0.3;0.1.0.0.0.0.0.0.2.0.0.3.0;-500 / 500;1
0.1.0.0.0.0.0.0.2.0.0.4;0.1.0.0.0.0.0.0.2.0.0.4.0;-399 / 400;1
0.1.0.0.0.0.0.0.3.0.0.0;0.1.0.0.0.0.0.0.3.0.0.0.0;-500 / 500;1
0.1.0.0.0.0.0.0.3.0.0.1;0.1.0.0.0.0.0.0.3.0.0.1.0;-400 / 400;1
0.1.0.0.0.0.0.0.3.0.0.2;0.1.0.0.0.0.0.0.3.0.0.2.0;-400 / 400;1
0.1.0.0.0.0.0.0.3.0.0.3;0.1.0.0.0.0.0.0.3.0.0.3.0;-400 / 400;1
0.1.0.0.0.0.0.0.3.0.0.4;0.1.0.0.0.0.0.0.3.0.0.4.0;-400 / 400;1
0.1.0.0.0.0.0.1.0.0.0.0;0.1.0.0.0.0.0.1.0.0.0.0.0;-300 / 300;1
0.1.0.0.0.0.0.1.0.0.0.0;0.1.0.0.0.0.0.1.0.0.0.0.1;-300 / 300;1
0.1.0.0.0.0.0.1.0.0.0.0;0.1.0.0.0.0.0.1.0.0.0.0.2;-200 / 200;1
0.1.0.0.0.0.0.1.0.0.0.0;0.1.0.0.0.0.0.1.0.0.0.0.3;-200 / 200;1
0.1.0.0.0.0.0.1.0.0.0.0;0.1.0.0.0.0.0.1.0.0.0.0.4;-200 / 200;1
0.1.0.0.0.0.0.1.0.1.0.0;0.1.0.0.0.0.0.1.0.1.0.0.0;-1100 / 1100;1
0.1.0.0.0.0.0.1.1.0.0.0;0.1.0.0.0.0.0.1.1.0.0.0.0;-2500 / 2500;1
0.1.0.0.0.0.0.1.2.0.0.0;0.1.0.0.0.0.0.1.2.0.0.0.0;-400 / 400;1
0.1.0.0.0.0.0.1.2.0.0.1;0.1.0.0.0.0.0.1.2.0.0.1.0;-400 / 400;1
0.1.0.0.0.0.0.1.2.0.0.2;0.1.0.0.0.0.0.1.2.0.0.2.0;-400 / 400;1
0.1.0.0.0.0.0.1.2.0.0.3;0.1.0.0.0.0.0.1.2.0.0.3.0;-499 / 500;1
0.1.0.0.0.0.0.1.2.0.0.4;0.1.0.0.0.0.0.1.2.0.0.4.0;-400 / 400;1
0.1.0.0.0.0.0.1.3.0.0.0;0.1.0.0.0.0.0.1.3.0.0.0.0;2500 / 2500;0
0.1.0.0.0.0.0.2.0.0.0.0;0.1.0.0.0.0.0.2.0.0.0.0.0;-1000 / 1000;1
0.1.0.0.0.0.0.2.0.0.0.1;0.1.0.0.0.0.0.2.0.0.0.1.0;-1000 / 1000;1
0.1.0.0.0.0.0.2.0.0.0.2;0.1.0.0.0.0.0.2.0.0.0.2.0;-900 / 900;1
0.1.0.0.0.0.0.2.0.0.0.3;0.1.0.0.0.0.0.2.0.0.0.3.0;-999 / 1000;1
0.1.0.0.0.0.0.2.0.0.0.4;0.1.0.0.0.0.0.2.0.0.0.4.0;-999 / 1000;1
0.1.0.0.0.0.0.2.1.0.0.0;0.1.0.0.0.0.0.2.1.0.0.0.0;-1000 / 1000;1
0.1.0.0.0.0.0.2.1.0.0.1;0.1.0.0.0.0.0.2.1.0.0.1.0;-1000 / 1000;1
0.1.0.0.0.0.0.2.1.0.0.2;0.1.0.0.0.0.0.2.1.0.0.2.0;-1000 / 1000;1
0.1.0.0.0.0.0.2.1.0.0.3;0.1.0.0.0.0.0.2.1.0.0.3.0;-900 / 900;1
0.1.0.0.0.0.0.2.1.0.0.4;0.1.0.0.0.0.0.2.1.0.0.4.0;-999 / 1000;1
0.1.0.0.0.0.0.3.0.0.0.0;0.1.0.0.0.0.0.3.0.0.0.0.0;-1000 / 1000;1
0.1.0.0.0.0.0.3.0.0.0.1;0.1.0.0.0.0.0.3.0.0.0.1.0;-1000 / 1000;1
0.1.0.0.0.0.0.3.0.0.0.2;0.1.0.0.0.0.0.3.0.0.0.2.0;-1000 / 1000;1
0.1.0.0.0.0.0.3.0.0.0.3;0.1.0.0.0.0.0.3.0.0.0.3.0;-1000 / 1000;1
0.1.0.0.0.0.0.3.0.0.0.4;0.1.0.0.0.0.0.3.0.0.0.4.0;-1000 / 1000;1
0.1.0.0.0.0.0.3.1.0.0.0;0.1.0.0.0.0.0.3.1.0.0.0.0;5300 / 5300;0
0.1.0.0.0.0.0.4.0.0.0.0;0.1.0.0.0.0.0.4.0.0.0.0.0;2000 / 2000;0
0.1.0.0.0.0.0.4.0.0.1.0;0.1.0.0.0.0.0.4.0.0.1.0.0;2000 / 2000;0
0.1.0.0.0.0.0.4.0.0.2.0;0.1.0.0.0.0.0.4.0.0.2.0.0;2000 / 2000;0
0.1.0.0.0.0.0.4.0.0.3.0;0.1.0.0.0.0.0.4.0.0.3.0.0;2100 / 2100;0
0.1.0.0.0.0.0.4.0.0.4.0;0.1.0.0.0.0.0.4.0.0.4.0.0;2000 / 2000;0
0.1.0.0.0.0.0.5.0.0.0.0;0.1.0.0.0.0.0.5.0.0.0.0.0;2000 / 2000;0
0.1.0.0.0.0.0.5.0.0.1.0;0.1.0.0.0.0.0.5.0.0.1.0.0;2000 / 2000;0
0.1.0.0.0.0.0.5.0.0.2.0;0.1.0.0.0.0.0.5.0.0.2.0.0;2000 / 2000;0
0.1.0.0.0.0.0.5.0.0.3.0;0.1.0.0.0.0.0.5.0.0.3.0.0;2100 / 2100;0
0.1.0.0.0.0.0.5.0.0.4.0;0.1.0.0.0.0.0.5.0.0.4.0.0;2000 / 2000;0
0.1.0.0.0.0.0.0.0.0.0.0.0;0.1.0.0.0.0.0.0.0.0.0.0.0.0;-200 / 200;1
0.1.0.0.0.0.0.0.0.0.0.0.1;0.1.0.0.0.0.0.0.0.0.0.0.1.0;-200 / 200;1
0.1.0.0.0.0.0.0.0.0.0.0.2;0.1.0.0.0.0.0.0.0.0.0.0.2.0;-100 / 100;1
0.1.0.0.0.0.0.0.0.0.0.0.3;0.1.0.0.0.0.0.0.0.0.0.0.3.0;-100 / 100;1
0.1.0.0.0.0.0.0.0.0.0.0.4;0.1.0.0.0.0.0.0.0.0.0.0.4.0;-100 / 100;1
