0.1.3;0.1.3.0;38300 / 38300;0
0.1.3.0;0.1.3.0.0;-3300 / 3300;1
0.1.3.0;0.1.3.0.1;-4700 / 4700;1
0.1.3.0;0.1.3.0.2;-3900 / 3900;1
0.1.3.0;0.1.3.0.3;-3100 / 3100;1
0.1.3.0;0.1.3.0.4;-4300 / 4300;1
0.1.3.0;0.1.3.0.5;-2700 / 2700;1
0.1.3.0;0.1.3.0.6;-3100 / 3100;1
0.1.3.0;0.1.3.0.7;-3400 / 3400;1
0.1.3.0;0.1.3.0.8;-3300 / 3300;1
0.1.3.0;0.1.3.0.9;-3400 / 3400;1
0.1.3.0;0.1.3.0.10;-3000 / 3000;1
0.1.3.0.0;0.1.3.0.0.0;-3300 / 3300;1
0.1.3.0.1;0.1.3.0.1.0;-4700 / 4700;1
0.1.3.0.2;0.1.3.0.2.0;-1000 / 1000;1
0.1.3.0.2;0.1.3.0.2.1;-1000 / 1000;1
0.1.3.0.2;0.1.3.0.2.2;-1000 / 1000;1
0.1.3.0.2;0.1.3.0.2.3;-900 / 900;1
0.1.3.0.3;0.1.3.0.3.0;-3100 / 3100;1
0.1.3.0.4;0.1.3.0.4.0;-4300 / 4300;1
0.1.3.0.5;0.1.3.0.5.0;-700 / 700;1
0.1.3.0.5;0.1.3.0.5.1;-700 / 700;1
0.1.3.0.5;0.1.3.0.5.2;-700 / 700;1
0.1.3.0.5;0.1.3.0.5.3;-600 / 600;1
0.1.3.0.6;0.1.3.0.6.0;-3100 / 3100;1
0.1.3.0.7;0.1.3.0.7.0;-1200 / 1200;1
0.1.3.0.7;0.1.3.0.7.1;-1100 / 1100;1
0.1.3.0.7;0.1.3.0.7.2;-1100 / 1100;1
0.1.3.0.8;0.1.3.0.8.0;-1100 / 1100;1
0.1.3.0.8;0.1.3.0.8.1;-1100 / 1100;1
0.1.3.0.8;0.1.3.0.8.2;-1100 / 1100;1
0.1.3.0.9;0.1.3.0.9.0;-1200 / 1200;1
0.1.3.0.9;0.1.3.0.9.1;-1100 / 1100;1
0.1.3.0.9;0.1.3.0.9.2;-1100 / 1100;1
0.1.3.0.10;0.1.3.0.10.0;-1000 / 1000;1
0.1.3.0.10;0.1.3.0.10.1;-1000 / 1000;1
0.1.3.0.10;0.1.3.0.10.2;-1000 / 1000;1
0.1.3.0.0.0;0.1.3.0.0.0.0;200 / 200;0
0.1.3.0.0.0;0.1.3.0.0.0.1;300 / 300;0
0.1.3.0.0.0;0.1.3.0.0.0.2;700 / 700;0
0.1.3.0.0.0;0.1.3.0.0.0.3;500 / 500;0
0.1.3.0.0.0;0.1.3.0.0.0.4;300 / 300;0
0.1.3.0.0.0;0.1.3.0.0.0.5;200 / 200;0
0.1.3.0.0.0;0.1.3.0.0.0.6;500 / 500;0
0.1.3.0.0.0;0.1.3.0.0.0.8;300 / 300;0
0.1.3.0.0.0;0.1.3.0.0.0.9;200 / 200;0
0.1.3.0.1.0;0.1.3.0.1.0.0;700 / 700;0
0.1.3.0.1.0;0.1.3.0.1.0.1;400 / 400;0
0.1.3.0.1.0;0.1.3.0.1.0.2;200 / 200;0
0.1.3.0.1.0;0.1.3.0.1.0.3;200 / 200;0
0.1.3.0.1.0;0.1.3.0.1.0.4;600 / 600;0
0.1.3.0.1.0;0.1.3.0.1.0.5;400 / 400;0
0.1.3.0.1.0;0.1.3.0.1.0.6;600 / 600;0
0.1.3.0.1.0;0.1.3.0.1.0.7;400 / 400;0
0.1.3.0.1.0;0.1.3.0.1.0.8;500 / 500;0
0.1.3.0.1.0;0.1.3.0.1.0.9;400 / 400;0
0.1.3.0.1.0;0.1.3.0.1.0.10;200 / 200;0
0.1.3.0.2.0;0.1.3.0.2.0.1;100 / 100;0
0.1.3.0.2.0;0.1.3.0.2.0.4;100 / 100;0
0.1.3.0.2.0;0.1.3.0.2.0.5;100 / 100;0
0.1.3.0.2.0;0.1.3.0.2.0.6;100 / 100;0
0.1.3.0.2.0;0.1.3.0.2.0.7;100 / 100;0
0.1.3.0.2.0;0.1.3.0.2.0.8;200 / 200;0
0.1.3.0.2.0;0.1.3.0.2.0.9;100 / 100;0
0.1.3.0.2.0;0.1.3.0.2.0.10;100 / 100;0
0.1.3.0.2.1;0.1.3.0.2.1.0;100 / 100;0
0.1.3.0.2.1;0.1.3.0.2.1.2;400 / 400;0
