0.1.1.0;0.1.1.0.0;72362 / 72400;0
0.1.1.0.0;0.1.1.0.0.0;-7298 / 7300;1
0.1.1.0.0;0.1.1.0.0.1;-6300 / 6300;1
0.1.1.0.0;0.1.1.0.0.2;-6100 / 6100;1
0.1.1.0.0;0.1.1.0.0.3;-8099 / 8100;1
0.1.1.0.0;0.1.1.0.0.4;-7200 / 7200;1
0.1.1.0.0;0.1.1.0.0.5;-8399 / 8400;1
0.1.1.0.0;0.1.1.0.0.6;-6972 / 7000;1
0.1.1.0.0;0.1.1.0.0.7;-5900 / 5900;1
0.1.1.0.0;0.1.1.0.0.8;-7994 / 8000;1
0.1.1.0.0;0.1.1.0.0.9;-8000 / 8000;1
0.1.1.0.0.0;0.1.1.0.0.0.0;-2400 / 2400;1
0.1.1.0.0.0;0.1.1.0.0.0.1;-2498 / 2500;1
0.1.1.0.0.0;0.1.1.0.0.0.2;-2400 / 2400;1
0.1.1.0.0.1;0.1.1.0.0.1.0;-2100 / 2100;1
0.1.1.0.0.1;0.1.1.0.0.1.1;-2100 / 2100;1
0.1.1.0.0.1;0.1.1.0.0.1.2;-2100 / 2100;1
0.1.1.0.0.2;0.1.1.0.0.2.0;-2100 / 2100;1
0.1.1.0.0.2;0.1.1.0.0.2.1;-2000 / 2000;1
0.1.1.0.0.2;0.1.1.0.0.2.2;-2000 / 2000;1
0.1.1.0.0.3;0.1.1.0.0.3.0;-2700 / 2700;1
0.1.1.0.0.3;0.1.1.0.0.3.1;-2700 / 2700;1
0.1.1.0.0.3;0.1.1.0.0.3.2;-2699 / 2700;1
0.1.1.0.0.4;0.1.1.0.0.4.0;-2400 / 2400;1
0.1.1.0.0.4;0.1.1.0.0.4.1;-2400 / 2400;1
0.1.1.0.0.4;0.1.1.0.0.4.2;-2400 / 2400;1
0.1.1.0.0.5;0.1.1.0.0.5.0;-2799 / 2800;1
0.1.1.0.0.5;0.1.1.0.0.5.1;-2800 / 2800;1
0.1.1.0.0.5;0.1.1.0.0.5.2;-2800 / 2800;1
0.1.1.0.0.6;0.1.1.0.0.6.0;-3483 / 3500;1
0.1.1.0.0.6;0.1.1.0.0.6.1;-3489 / 3500;1
0.1.1.0.0.7;0.1.1.0.0.7.0;-3000 / 3000;1
0.1.1.0.0.7;0.1.1.0.0.7.1;-2900 / 2900;1
0.1.1.0.0.8;0.1.1.0.0.8.0;-2600 / 2600;1
0.1.1.0.0.8;0.1.1.0.0.8.1;-2699 / 2700;1
0.1.1.0.0.8;0.1.1.0.0.8.2;-2695 / 2700;1
0.1.1.0.0.9;0.1.1.0.0.9.0;-4000 / 4000;1
0.1.1.0.0.9;0.1.1.0.0.9.1;-4000 / 4000;1
0.1.1.0.0.0.0;0.1.1.0.0.0.0.0;200 / 200;0
0.1.1.0.0.0.0;0.1.1.0.0.0.0.1;200 / 200;0
0.1.1.0.0.0.0;0.1.1.0.0.0.0.2;100 / 100;0
0.1.1.0.0.0.0;0.1.1.0.0.0.0.3;400 / 400;0
0.1.1.0.0.0.0;0.1.1.0.0.0.0.4;200 / 200;0
0.1.1.0.0.0.0;0.1.1.0.0.0.0.5;400 / 400;0
0.1.1.0.0.0.0;0.1.1.0.0.0.0.8;300 / 300;0
0.1.1.0.0.0.0;0.1.1.0.0.0.0.9;500 / 500;0
0.1.1.0.0.0.1;0.1.1.0.0.0.1.0;100 / 100;0
0.1.1.0.0.0.1;0.1.1.0.0.0.1.1;300 / 300;0
0.1.1.0.0.0.1;0.1.1.0.0.0.1.2;100 / 100;0
0.1.1.0.0.0.1;0.1.1.0.0.0.1.3;200 / 200;0
0.1.1.0.0.0.1;0.1.1.0.0.0.1.4;200 / 200;0
0.1.1.0.0.0.1;0.1.1.0.0.0.1.5;500 / 500;0
0.1.1.0.0.0.1;0.1.1.0.0.0.1.6;300 / 300;0
0.1.1.0.0.0.1;0.1.1.0.0.0.1.7;99 / 100;0
0.1.1.0.0.0.1;0.1.1.0.0.0.1.8;400 / 400;0
0.1.1.0.0.0.1;0.1.1.0.0.0.1.9;200 / 200;0
0.1.1.0.0.0.2;0.1.1.0.0.0.2.0;200 / 200;0
0.1.1.0.0.0.2;0.1.1.0.0.0.2.1;200 / 200;0
0.1.1.0.0.0.2;0.1.1.0.0.0.2.2;200 / 200;0
0.1.1.0.0.0.2;0.1.1.0.0.0.2.3;200 / 200;0
0.1.1.0.0.0.2;0.1.1.0.0.0.2.4;500 / 500;0
0.1.1.0.0.0.2;0.1.1.0.0.0.2.5;400 / 400;0
0.1.1.0.0.0.2;0.1.1.0.0.0.2.6;100 / 100;0
0.1.1.0.0.0.2;0.1.1.0.0.0.2.7;200 / 200;0
0.1.1.0.0.0.2;0.1.1.0.0.0.2.8;300 / 300;0
0.1.1.0.0.1.0;0.1.1.0.0.1.0.0;200 / 200;0
0.1.1.0.0.1.0;0.1.1.0.0.1.0.2;100 / 100;0
0.1.1.0.0.1.0;0.1.1.0.0.1.0.3;200 / 200;0
0.1.1.0.0.1.0;0.1.1.0.0.1.0.4;200 / 200;0
0.1.1.0.0.1.0;0.1.1.0.0.1.0.5;500 / 500;0
0.1.1.0.0.1.0;0.1.1.0.0.1.0.6;300 / 300;0
0.1.1.0.0.1.0;0.1.1.0.0.1.0.7;200 / 200;0
0.1.1.0.0.1.0;0.1.1.0.0.1.0.8;100 / 100;0
0.1.1.0.0.1.0;0.1.1.0.0.1.0.9;200 / 200;0
0.1.1.0.0.1.1;0.1.1.0.0.1.1.0;300 / 300;0
0.1.1.0.0.1.1;0.1.1.0.0.1.1.2;100 / 100;0
0.1.1.0.0.1.1;0.1.1.0.0.1.1.3;400 / 400;0
0.1.1.0.0.1.1;0.1.1.0.0.1.1.4;400 / 400;0
0.1.1.0.0.1.1;0.1.1.0.0.1.1.6;200 / 200;0
0.1.1.0.0.1.1;0.1.1.0.0.1.1.7;300 / 300;0
0.1.1.0.0.1.1;0.1.1.0.0.1.1.9;300 / 300;0
0.1.1.0.0.1.2;0.1.1.0.0.1.2.0;200 / 200;0
0.1.1.0.0.1.2;0.1.1.0.0.1.2.1;100 / 100;0
0.1.1.0.0.1.2;0.1.1.0.0.1.2.2;100 / 100;0
0.1.1.0.0.1.2;0.1.1.0.0.1.2.3;200 / 200;0
0.1.1.0.0.1.2;0.1.1.0.0.1.2.4;300 / 300;0
0.1.1.0.0.1.2;0.1.1.0.0.1.2.5;300 / 300;0
0.1.1.0.0.1.2;0.1.1.0.0.1.2.6;100 / 100;0
0.1.1.0.0.1.2;0.1.1.0.0.1.2.7;100 / 100;0
0.1.1.0.0.1.2;0.1.1.0.0.1.2.8;300 / 300;0
0.1.1.0.0.1.2;0.1.1.0.0.1.2.9;300 / 300;0
0.1.1.0.0.2.0;0.1.1.0.0.2.0.0;100 / 100;0
0.1.1.0.0.2.0;0.1.1.0.0.2.0.1;300 / 300;0
0.1.1.0.0.2.0;0.1.1.0.0.2.0.2;100 / 100;0
0.1.1.0.0.2.0;0.1.1.0.0.2.0.3;600 / 600;0
0.1.1.0.0.2.0;0.1.1.0.0.2.0.4;300 / 300;0
0.1.1.0.0.2.0;0.1.1.0.0.2.0.5;200 / 200;0
0.1.1.0.0.2.0;0.1.1.0.0.2.0.6;100 / 100;0
0.1.1.0.0.2.0;0.1.1.0.0.2.0.8;200 / 200;0
0.1.1.0.0.2.0;0.1.1.0.0.2.0.9;100 / 100;0
0.1.1.0.0.2.1;0.1.1.0.0.2.1.0;300 / 300;0
0.1.1.0.0.2.1;0.1.1.0.0.2.1.1;100 / 100;0
0.1.1.0.0.2.1;0.1.1.0.0.2.1.2;300 / 300;0
0.1.1.0.0.2.1;0.1.1.0.0.2.1.3;200 / 200;0
0.1.1.0.0.2.1;0.1.1.0.0.2.1.4;300 / 300;0
0.1.1.0.0.2.1;0.1.1.0.0.2.1.5;200 / 200;0
0.1.1.0.0.2.1;0.1.1.0.0.2.1.6;200 / 200;0
0.1.1.0.0.2.1;0.1.1.0.0.2.1.8;100 / 100;0
0.1.1.0.0.2.1;0.1.1.0.0.2.1.9;200 / 200;0
0.1.1.0.0.2.2;0.1.1.0.0.2.2.0;100 / 100;0
0.1.1.0.0.2.2;0.1.1.0.0.2.2.1;200 / 200;0
0.1.1.0.0.2.2;0.1.1.0.0.2.2.2;100 / 100;0
0.1.1.0.0.2.2;0.1.1.0.0.2.2.3;100 / 100;0
0.1.1.0.0.2.2;0.1.1.0.0.2.2.4;200 / 200;0
0.1.1.0.0.2.2;0.1.1.0.0.2.2.5;500 / 500;0
0.1.1.0.0.2.2;0.1.1.0.0.2.2.6;200 / 200;0
0.1.1.0.0.2.2;0.1.1.0.0.2.2.7;200 / 200;0
0.1.1.0.0.2.2;0.1.1.0.0.2.2.8;200 / 200;0
0.1.1.0.0.2.2;0.1.1.0.0.2.2.9;100 / 100;0
0.1.1.0.0.3.0;0.1.1.0.0.3.0.0;300 / 300;0
0.1.1.0.0.3.0;0.1.1.0.0.3.0.1;300 / 300;0
0.1.1.0.0.3.0;0.1.1.0.0.3.0.2;400 / 400;0
0.1.1.0.0.3.0;0.1.1.0.0.3.0.3;400 / 400;0
0.1.1.0.0.3.0;0.1.1.0.0.3.0.4;100 / 100;0
0.1.1.0.0.3.0;0.1.1.0.0.3.0.5;200 / 200;0
0.1.1.0.0.3.0;0.1.1.0.0.3.0.6;100 / 100;0
0.1.1.0.0.3.0;0.1.1.0.0.3.0.8;500 / 500;0
0.1.1.0.0.3.0;0.1.1.0.0.3.0.9;300 / 300;0
0.1.1.0.0.3.1;0.1.1.0.0.3.1.0;100 / 100;0
0.1.1.0.0.3.1;0.1.1.0.0.3.1.1;100 / 100;0
0.1.1.0.0.3.1;0.1.1.0.0.3.1.2;400 / 400;0
0.1.1.0.0.3.1;0.1.1.0.0.3.1.3;200 / 200;0
0.1.1.0.0.3.1;0.1.1.0.0.3.1.5;300 / 300;0
0.1.1.0.0.3.1;0.1.1.0.0.3.1.6;400 / 400;0
0.1.1.0.0.3.1;0.1.1.0.0.3.1.7;100 / 100;0
0.1.1.0.0.3.1;0.1.1.0.0.3.1.8;400 / 400;0
0.1.1.0.0.3.1;0.1.1.0.0.3.1.9;600 / 600;0
0.1.1.0.0.3.2;0.1.1.0.0.3.2.0;300 / 300;0
0.1.1.0.0.3.2;0.1.1.0.0.3.2.1;300 / 300;0
0.1.1.0.0.3.2;0.1.1.0.0.3.2.2;300 / 300;0
0.1.1.0.0.3.2;0.1.1.0.0.3.2.3;400 / 400;0
0.1.1.0.0.3.2;0.1.1.0.0.3.2.4;300 / 300;0
0.1.1.0.0.3.2;0.1.1.0.0.3.2.5;300 / 300;0
