0.1.0.1;0.1.0.1.0;38900 / 38900;0
0.1.0.1.0;0.1.0.1.0.0;38800 / 38800;0
0.1.0.1.0.0;0.1.0.1.0.0.0;-18700 / 18700;1
0.1.0.1.0.0;0.1.0.1.0.0.1;-20000 / 20000;1
0.1.0.1.0.0.0;0.1.0.1.0.0.0.0;-18700 / 18700;1
0.1.0.1.0.0.1;0.1.0.1.0.0.1.0;-20000 / 20000;1
0.1.0.1.0.0.0.0;0.1.0.1.0.0.0.0.0;9300 / 9300;0
0.1.0.1.0.0.0.0;0.1.0.1.0.0.0.0.1;9300 / 9300;0
0.1.0.1.0.0.1.0;0.1.0.1.0.0.1.0.0;9400 / 9400;0
0.1.0.1.0.0.1.0;0.1.0.1.0.0.1.0.1;10500 / 10500;0
0.1.0.1.0.0.0.0.0;0.1.0.1.0.0.0.0.0.0;1000 / 1000;0
0.1.0.1.0.0.0.0.0;0.1.0.1.0.0.0.0.0.1;1000 / 1000;0
0.1.0.1.0.0.0.0.0;0.1.0.1.0.0.0.0.0.2;1000 / 1000;0
0.1.0.1.0.0.0.0.0;0.1.0.1.0.0.0.0.0.3;900 / 900;0
0.1.0.1.0.0.0.0.0;0.1.0.1.0.0.0.0.0.4;900 / 900;0
0.1.0.1.0.0.0.0.0;0.1.0.1.0.0.0.0.0.5;900 / 900;0
0.1.0.1.0.0.0.0.0;0.1.0.1.0.0.0.0.0.6;900 / 900;0
0.1.0.1.0.0.0.0.0;0.1.0.1.0.0.0.0.0.7;900 / 900;0
0.1.0.1.0.0.0.0.0;0.1.0.1.0.0.0.0.0.8;900 / 900;0
0.1.0.1.0.0.0.0.0;0.1.0.1.0.0.0.0.0.9;900 / 900;0
0.1.0.1.0.0.0.0.1;0.1.0.1.0.0.0.0.1.0;1000 / 1000;0
0.1.0.1.0.0.0.0.1;0.1.0.1.0.0.0.0.1.1;1000 / 1000;0
0.1.0.1.0.0.0.0.1;0.1.0.1.0.0.0.0.1.2;1000 / 1000;0
0.1.0.1.0.0.0.0.1;0.1.0.1.0.0.0.0.1.3;900 / 900;0
0.1.0.1.0.0.0.0.1;0.1.0.1.0.0.0.0.1.4;900 / 900;0
0.1.0.1.0.0.0.0.1;0.1.0.1.0.0.0.0.1.5;900 / 900;0
0.1.0.1.0.0.0.0.1;0.1.0.1.0.0.0.0.1.6;900 / 900;0
0.1.0.1.0.0.0.0.1;0.1.0.1.0.0.0.0.1.7;900 / 900;0
0.1.0.1.0.0.0.0.1;0.1.0.1.0.0.0.0.1.8;900 / 900;0
