0.1.1.0.0;0.1.1.0.0.0;80317 / 80700;0
0.1.1.0.0.0;0.1.1.0.0.0.0;-6869 / 6900;1
0.1.1.0.0.0;0.1.1.0.0.0.1;-6691 / 6700;1
0.1.1.0.0.0;0.1.1.0.0.0.2;-7290 / 7300;1
0.1.1.0.0.0;0.1.1.0.0.0.3;-7286 / 7300;1
0.1.1.0.0.0;0.1.1.0.0.0.4;-5929 / 6000;1
0.1.1.0.0.0;0.1.1.0.0.0.5;-6758 / 6800;1
0.1.1.0.0.0;0.1.1.0.0.0.6;-6293 / 6300;1
0.1.1.0.0.0;0.1.1.0.0.0.7;-7154 / 7200;1
0.1.1.0.0.0;0.1.1.0.0.0.8;-7605 / 7700;1
0.1.1.0.0.0;0.1.1.0.0.0.9;-6489 / 6500;1
0.1.1.0.0.0;0.1.1.0.0.0.10;-5867 / 5900;1
0.1.1.0.0.0;0.1.1.0.0.0.11;-5988 / 6000;1
0.1.1.0.0.0.0;0.1.1.0.0.0.0.0;-2295 / 2300;1
0.1.1.0.0.0.0;0.1.1.0.0.0.0.1;-2276 / 2300;1
0.1.1.0.0.0.0;0.1.1.0.0.0.0.2;-2298 / 2300;1
0.1.1.0.0.0.1;0.1.1.0.0.0.1.0;-1696 / 1700;1
0.1.1.0.0.0.1;0.1.1.0.0.0.1.1;-1695 / 1700;1
0.1.1.0.0.0.1;0.1.1.0.0.0.1.2;-1700 / 1700;1
0.1.1.0.0.0.1;0.1.1.0.0.0.1.3;-1600 / 1600;1
0.1.1.0.0.0.2;0.1.1.0.0.0.2.0;-2490 / 2500;1
0.1.1.0.0.0.2;0.1.1.0.0.0.2.1;-2400 / 2400;1
0.1.1.0.0.0.2;0.1.1.0.0.0.2.2;-2400 / 2400;1
0.1.1.0.0.0.3;0.1.1.0.0.0.3.0;-3687 / 3700;1
0.1.1.0.0.0.3;0.1.1.0.0.0.3.1;-3599 / 3600;1
0.1.1.0.0.0.4;0.1.1.0.0.0.4.0;-5929 / 6000;1
0.1.1.0.0.0.5;0.1.1.0.0.0.5.0;-1675 / 1700;1
0.1.1.0.0.0.5;0.1.1.0.0.0.5.1;-1693 / 1700;1
0.1.1.0.0.0.5;0.1.1.0.0.0.5.2;-1692 / 1700;1
0.1.1.0.0.0.5;0.1.1.0.0.0.5.3;-1698 / 1700;1
0.1.1.0.0.0.6;0.1.1.0.0.0.6.0;-3193 / 3200;1
0.1.1.0.0.0.6;0.1.1.0.0.0.6.1;-3100 / 3100;1
0.1.1.0.0.0.7;0.1.1.0.0.0.7.0;-3583 / 3600;1
0.1.1.0.0.0.7;0.1.1.0.0.0.7.1;-3571 / 3600;1
0.1.1.0.0.0.8;0.1.1.0.0.0.8.0;-7605 / 7700;1
0.1.1.0.0.0.9;0.1.1.0.0.0.9.0;-3289 / 3300;1
0.1.1.0.0.0.9;0.1.1.0.0.0.9.1;-3200 / 3200;1
0.1.1.0.0.0.10;0.1.1.0.0.0.10.0;-1483 / 1500;1
0.1.1.0.0.0.10;0.1.1.0.0.0.10.1;-1494 / 1500;1
0.1.1.0.0.0.10;0.1.1.0.0.0.10.2;-1491 / 1500;1
0.1.1.0.0.0.10;0.1.1.0.0.0.10.3;-1399 / 1400;1
0.1.1.0.0.0.11;0.1.1.0.0.0.11.0;-1988 / 2000;1
0.1.1.0.0.0.11;0.1.1.0.0.0.11.1;-2000 / 2000;1
0.1.1.0.0.0.11;0.1.1.0.0.0.11.2;-2000 / 2000;1
0.1.1.0.0.0.0.0;0.1.1.0.0.0.0.0.1;100 / 100;0
0.1.1.0.0.0.0.0;0.1.1.0.0.0.0.0.2;298 / 300;0
0.1.1.0.0.0.0.0;0.1.1.0.0.0.0.0.3;299 / 300;0
0.1.1.0.0.0.0.0;0.1.1.0.0.0.0.0.4;300 / 300;0
0.1.1.0.0.0.0.0;0.1.1.0.0.0.0.0.5;100 / 100;0
0.1.1.0.0.0.0.0;0.1.1.0.0.0.0.0.6;200 / 200;0
0.1.1.0.0.0.0.0;0.1.1.0.0.0.0.0.7;200 / 200;0
0.1.1.0.0.0.0.0;0.1.1.0.0.0.0.0.8;99 / 100;0
0.1.1.0.0.0.0.0;0.1.1.0.0.0.0.0.9;200 / 200;0
0.1.1.0.0.0.0.0;0.1.1.0.0.0.0.0.10;99 / 100;0
0.1.1.0.0.0.0.0;0.1.1.0.0.0.0.0.11;300 / 300;0
0.1.1.0.0.0.0.1;0.1.1.0.0.0.0.1.0;95 / 100;0
0.1.1.0.0.0.0.1;0.1.1.0.0.0.0.1.1;100 / 100;0
0.1.1.0.0.0.0.1;0.1.1.0.0.0.0.1.2;98 / 100;0
0.1.1.0.0.0.0.1;0.1.1.0.0.0.0.1.3;299 / 300;0
0.1.1.0.0.0.0.1;0.1.1.0.0.0.0.1.4;395 / 400;0
0.1.1.0.0.0.0.1;0.1.1.0.0.0.0.1.5;200 / 200;0
0.1.1.0.0.0.0.1;0.1.1.0.0.0.0.1.6;200 / 200;0
0.1.1.0.0.0.0.1;0.1.1.0.0.0.0.1.7;100 / 100;0
0.1.1.0.0.0.0.1;0.1.1.0.0.0.0.1.9;300 / 300;0
0.1.1.0.0.0.0.1;0.1.1.0.0.0.0.1.10;97 / 100;0
0.1.1.0.0.0.0.1;0.1.1.0.0.0.0.1.11;295 / 300;0
0.1.1.0.0.0.0.2;0.1.1.0.0.0.0.2.0;200 / 200;0
0.1.1.0.0.0.0.2;0.1.1.0.0.0.0.2.1;100 / 100;0
0.1.1.0.0.0.0.2;0.1.1.0.0.0.0.2.2;99 / 100;0
0.1.1.0.0.0.0.2;0.1.1.0.0.0.0.2.3;100 / 100;0
0.1.1.0.0.0.0.2;0.1.1.0.0.0.0.2.4;400 / 400;0
0.1.1.0.0.0.0.2;0.1.1.0.0.0.0.2.5;300 / 300;0
0.1.1.0.0.0.0.2;0.1.1.0.0.0.0.2.7;100 / 100;0
0.1.1.0.0.0.0.2;0.1.1.0.0.0.0.2.8;400 / 400;0
0.1.1.0.0.0.0.2;0.1.1.0.0.0.0.2.10;200 / 200;0
0.1.1.0.0.0.0.2;0.1.1.0.0.0.0.2.11;299 / 300;0
0.1.1.0.0.0.1.0;0.1.1.0.0.0.1.0.0;300 / 300;0
0.1.1.0.0.0.1.0;0.1.1.0.0.0.1.0.4;97 / 100;0
0.1.1.0.0.0.1.0;0.1.1.0.0.0.1.0.5;200 / 200;0
0.1.1.0.0.0.1.0;0.1.1.0.0.0.1.0.6;100 / 100;0
0.1.1.0.0.0.1.0;0.1.1.0.0.0.1.0.7;100 / 100;0
0.1.1.0.0.0.1.0;0.1.1.0.0.0.1.0.8;200 / 200;0
0.1.1.0.0.0.1.0;0.1.1.0.0.0.1.0.9;100 / 100;0
0.1.1.0.0.0.1.0;0.1.1.0.0.0.1.0.10;300 / 300;0
0.1.1.0.0.0.1.0;0.1.1.0.0.0.1.0.11;199 / 200;0
0.1.1.0.0.0.1.1;0.1.1.0.0.0.1.1.1;100 / 100;0
0.1.1.0.0.0.1.1;0.1.1.0.0.0.1.1.2;300 / 300;0
0.1.1.0.0.0.1.1;0.1.1.0.0.0.1.1.6;199 / 200;0
0.1.1.0.0.0.1.1;0.1.1.0.0.0.1.1.7;100 / 100;0
0.1.1.0.0.0.1.1;0.1.1.0.0.0.1.1.8;300 / 300;0
0.1.1.0.0.0.1.1;0.1.1.0.0.0.1.1.9;100 / 100;0
0.1.1.0.0.0.1.1;0.1.1.0.0.0.1.1.10;200 / 200;0
0.1.1.0.0.0.1.1;0.1.1.0.0.0.1.1.11;299 / 300;0
0.1.1.0.0.0.1.2;0.1.1.0.0.0.1.2.2;300 / 300;0
0.1.1.0.0.0.1.2;0.1.1.0.0.0.1.2.3;100 / 100;0
0.1.1.0.0.0.1.2;0.1.1.0.0.0.1.2.4;100 / 100;0
0.1.1.0.0.0.1.2;0.1.1.0.0.0.1.2.5;200 / 200;0
0.1.1.0.0.0.1.2;0.1.1.0.0.0.1.2.6;300 / 300;0
0.1.1.0.0.0.1.2;0.1.1.0.0.0.1.2.8;100 / 100;0
0.1.1.0.0.0.1.2;0.1.1.0.0.0.1.2.10;400 / 400;0
0.1.1.0.0.0.1.2;0.1.1.0.0.0.1.2.11;100 / 100;0
0.1.1.0.0.0.1.3;0.1.1.0.0.0.1.3.0;100 / 100;0
0.1.1.0.0.0.1.3;0.1.1.0.0.0.1.3.1;100 / 100;0
0.1.1.0.0.0.1.3;0.1.1.0.0.0.1.3.2;100 / 100;0
0.1.1.0.0.0.1.3;0.1.1.0.0.0.1.3.3;200 / 200;0
0.1.1.0.0.0.1.3;0.1.1.0.0.0.1.3.4;100 / 100;0
0.1.1.0.0.0.1.3;0.1.1.0.0.0.1.3.5;200 / 200;0
0.1.1.0.0.0.1.3;0.1.1.0.0.0.1.3.7;100 / 100;0
0.1.1.0.0.0.1.3;0.1.1.0.0.0.1.3.9;300 / 300;0
0.1.1.0.0.0.1.3;0.1.1.0.0.0.1.3.10;200 / 200;0
0.1.1.0.0.0.1.3;0.1.1.0.0.0.1.3.11;100 / 100;0
0.1.1.0.0.0.2.0;0.1.1.0.0.0.2.0.0;299 / 300;0
0.1.1.0.0.0.2.0;0.1.1.0.0.0.2.0.1;200 / 200;0
