0.5.1;0.5.1.0;41798 / 41800;0
0.5.1.0;0.5.1.0.0;13900 / 13900;0
0.5.1.0;0.5.1.0.1;13898 / 13900;0
0.5.1.0;0.5.1.0.2;13900 / 13900;0
0.5.1.0.0;0.5.1.0.0.0;-800 / 800;1
0.5.1.0.0;0.5.1.0.0.1;-1700 / 1700;1
0.5.1.0.0;0.5.1.0.0.2;-1300 / 1300;1
0.5.1.0.0;0.5.1.0.0.3;-1400 / 1400;1
0.5.1.0.0;0.5.1.0.0.4;-1300 / 1300;1
0.5.1.0.0;0.5.1.0.0.5;-1500 / 1500;1
0.5.1.0.0;0.5.1.0.0.6;-1100 / 1100;1
0.5.1.0.0;0.5.1.0.0.7;-1300 / 1300;1
0.5.1.0.0;0.5.1.0.0.8;-1100 / 1100;1
0.5.1.0.0;0.5.1.0.0.9;-1400 / 1400;1
0.5.1.0.0;0.5.1.0.0.10;-900 / 900;1
0.5.1.0.1;0.5.1.0.1.0;-1400 / 1400;1
0.5.1.0.1;0.5.1.0.1.1;-1400 / 1400;1
0.5.1.0.1;0.5.1.0.1.2;-800 / 800;1
0.5.1.0.1;0.5.1.0.1.3;-900 / 900;1
0.5.1.0.1;0.5.1.0.1.4;-1300 / 1300;1
0.5.1.0.1;0.5.1.0.1.5;-1700 / 1700;1
0.5.1.0.1;0.5.1.0.1.6;-1200 / 1200;1
0.5.1.0.1;0.5.1.0.1.7;-1100 / 1100;1
0.5.1.0.1;0.5.1.0.1.8;-1400 / 1400;1
0.5.1.0.1;0.5.1.0.1.9;-1298 / 1300;1
0.5.1.0.1;0.5.1.0.1.10;-1300 / 1300;1
0.5.1.0.2;0.5.1.0.2.0;-1000 / 1000;1
0.5.1.0.2;0.5.1.0.2.1;-800 / 800;1
0.5.1.0.2;0.5.1.0.2.2;-1300 / 1300;1
0.5.1.0.2;0.5.1.0.2.3;-1400 / 1400;1
0.5.1.0.2;0.5.1.0.2.4;-1200 / 1200;1
0.5.1.0.2;0.5.1.0.2.5;-1700 / 1700;1
0.5.1.0.2;0.5.1.0.2.6;-1500 / 1500;1
0.5.1.0.2;0.5.1.0.2.7;-800 / 800;1
0.5.1.0.2;0.5.1.0.2.8;-1600 / 1600;1
0.5.1.0.2;0.5.1.0.2.9;-1600 / 1600;1
0.5.1.0.2;0.5.1.0.2.10;-900 / 900;1
0.5.1.0.0.0;0.5.1.0.0.0.0;-200 / 200;1
0.5.1.0.0.0;0.5.1.0.0.0.1;-200 / 200;1
0.5.1.0.0.0;0.5.1.0.0.0.2;-200 / 200;1
0.5.1.0.0.0;0.5.1.0.0.0.3;-200 / 200;1
0.5.1.0.0.1;0.5.1.0.0.1.0;-500 / 500;1
0.5.1.0.0.1;0.5.1.0.0.1.1;-400 / 400;1
0.5.1.0.0.1;0.5.1.0.0.1.2;-400 / 400;1
0.5.1.0.0.1;0.5.1.0.0.1.3;-400 / 400;1
0.5.1.0.0.2;0.5.1.0.0.2.0;-700 / 700;1
0.5.1.0.0.2;0.5.1.0.0.2.1;-600 / 600;1
0.5.1.0.0.3;0.5.1.0.0.3.0;-400 / 400;1
0.5.1.0.0.3;0.5.1.0.0.3.1;-400 / 400;1
0.5.1.0.0.3;0.5.1.0.0.3.2;-300 / 300;1
0.5.1.0.0.3;0.5.1.0.0.3.3;-300 / 300;1
0.5.1.0.0.4;0.5.1.0.0.4.0;-400 / 400;1
0.5.1.0.0.4;0.5.1.0.0.4.1;-300 / 300;1
0.5.1.0.0.4;0.5.1.0.0.4.2;-300 / 300;1
0.5.1.0.0.4;0.5.1.0.0.4.3;-300 / 300;1
0.5.1.0.0.5;0.5.1.0.0.5.0;-400 / 400;1
0.5.1.0.0.5;0.5.1.0.0.5.1;-400 / 400;1
0.5.1.0.0.5;0.5.1.0.0.5.2;-400 / 400;1
0.5.1.0.0.5;0.5.1.0.0.5.3;-300 / 300;1
0.5.1.0.0.6;0.5.1.0.0.6.0;-300 / 300;1
0.5.1.0.0.6;0.5.1.0.0.6.1;-300 / 300;1
0.5.1.0.0.6;0.5.1.0.0.6.2;-300 / 300;1
0.5.1.0.0.6;0.5.1.0.0.6.3;-200 / 200;1
0.5.1.0.0.7;0.5.1.0.0.7.0;-500 / 500;1
0.5.1.0.0.7;0.5.1.0.0.7.1;-400 / 400;1
0.5.1.0.0.7;0.5.1.0.0.7.2;-400 / 400;1
0.5.1.0.0.8;0.5.1.0.0.8.0;-600 / 600;1
0.5.1.0.0.8;0.5.1.0.0.8.1;-500 / 500;1
0.5.1.0.0.9;0.5.1.0.0.9.0;-500 / 500;1
0.5.1.0.0.9;0.5.1.0.0.9.1;-500 / 500;1
0.5.1.0.0.9;0.5.1.0.0.9.2;-400 / 400;1
0.5.1.0.0.10;0.5.1.0.0.10.0;-500 / 500;1
0.5.1.0.0.10;0.5.1.0.0.10.1;-400 / 400;1
0.5.1.0.1.0;0.5.1.0.1.0.0;-400 / 400;1
0.5.1.0.1.0;0.5.1.0.1.0.1;-400 / 400;1
0.5.1.0.1.0;0.5.1.0.1.0.2;-300 / 300;1
0.5.1.0.1.0;0.5.1.0.1.0.3;-300 / 300;1
0.5.1.0.1.1;0.5.1.0.1.1.0;-400 / 400;1
0.5.1.0.1.1;0.5.1.0.1.1.1;-400 / 400;1
0.5.1.0.1.1;0.5.1.0.1.1.2;-300 / 300;1
0.5.1.0.1.1;0.5.1.0.1.1.3;-300 / 300;1
0.5.1.0.1.2;0.5.1.0.1.2.0;-400 / 400;1
0.5.1.0.1.2;0.5.1.0.1.2.1;-400 / 400;1
0.5.1.0.1.3;0.5.1.0.1.3.0;-300 / 300;1
0.5.1.0.1.3;0.5.1.0.1.3.1;-200 / 200;1
0.5.1.0.1.3;0.5.1.0.1.3.2;-200 / 200;1
0.5.1.0.1.3;0.5.1.0.1.3.3;-200 / 200;1
0.5.1.0.1.4;0.5.1.0.1.4.0;-400 / 400;1
0.5.1.0.1.4;0.5.1.0.1.4.1;-300 / 300;1
0.5.1.0.1.4;0.5.1.0.1.4.2;-300 / 300;1
0.5.1.0.1.4;0.5.1.0.1.4.3;-300 / 300;1
0.5.1.0.1.5;0.5.1.0.1.5.0;-500 / 500;1
0.5.1.0.1.5;0.5.1.0.1.5.1;-400 / 400;1
0.5.1.0.1.5;0.5.1.0.1.5.2;-400 / 400;1
0.5.1.0.1.5;0.5.1.0.1.5.3;-400 / 400;1
0.5.1.0.1.6;0.5.1.0.1.6.0;-300 / 300;1
0.5.1.0.1.6;0.5.1.0.1.6.1;-300 / 300;1
0.5.1.0.1.6;0.5.1.0.1.6.2;-300 / 300;1
0.5.1.0.1.6;0.5.1.0.1.6.3;-300 / 300;1
0.5.1.0.1.7;0.5.1.0.1.7.0;-400 / 400;1
0.5.1.0.1.7;0.5.1.0.1.7.1;-400 / 400;1
0.5.1.0.1.7;0.5.1.0.1.7.2;-300 / 300;1
0.5.1.0.1.8;0.5.1.0.1.8.0;-700 / 700;1
0.5.1.0.1.8;0.5.1.0.1.8.1;-700 / 700;1
0.5.1.0.1.9;0.5.1.0.1.9.0;-400 / 400;1
0.5.1.0.1.9;0.5.1.0.1.9.1;-498 / 500;1
0.5.1.0.1.9;0.5.1.0.1.9.2;-400 / 400;1
0.5.1.0.1.10;0.5.1.0.1.10.0;-700 / 700;1
0.5.1.0.1.10;0.5.1.0.1.10.1;-600 / 600;1
0.5.1.0.2.0;0.5.1.0.2.0.0;-300 / 300;1
0.5.1.0.2.0;0.5.1.0.2.0.1;-300 / 300;1
0.5.1.0.2.0;0.5.1.0.2.0.2;-200 / 200;1
0.5.1.0.2.0;0.5.1.0.2.0.3;-200 / 200;1
0.5.1.0.2.1;0.5.1.0.2.1.0;-200 / 200;1
0.5.1.0.2.1;0.5.1.0.2.1.1;-200 / 200;1
