0.1;0.1.0;52760 / 53800;0
0.1.0.3.0;0.1.0.3.0.10;100 / 100;0
0.1.0.3.0;0.1.0.3.0.11;100 / 100;0
0.1.0.3.0;0.1.0.3.0.12;200 / 200;0
0.1.0.3.1;0.1.0.3.1.2;288 / 300;0
0.1.0.3.1;0.1.0.3.1.6;99 / 100;0
0.1.0.3.1;0.1.0.3.1.8;94 / 100;0
0.1.0.3.1;0.1.0.3.1.10;100 / 100;0
0.1.0.3.1;0.1.0.3.1.12;98 / 100;0
0.1.0.3.2;0.1.0.3.2.0;100 / 100;0
0.1.0.3.2;0.1.0.3.2.1;100 / 100;0
0.1.0.3.2;0.1.0.3.2.2;100 / 100;0
0.1.0.3.2;0.1.0.3.2.7;100 / 100;0
0.1.0.3.2;0.1.0.3.2.8;100 / 100;0
0.1.0.3.2;0.1.0.3.2.9;100 / 100;0
0.1.0.3.2;0.1.0.3.2.10;100 / 100;0
0.1.0.3.3;0.1.0.3.3.0;100 / 100;0
0.1.0.3.3;0.1.0.3.3.1;100 / 100;0
0.1.0.3.3;0.1.0.3.3.2;100 / 100;0
0.1.0.3.3;0.1.0.3.3.7;100 / 100;0
0.1.0.3.3;0.1.0.3.3.9;100 / 100;0
0.1.0.3.3;0.1.0.3.3.10;100 / 100;0
0.1.0.3.3;0.1.0.3.3.11;100 / 100;0
0.1.0.3.4;0.1.0.3.4.0;100 / 100;0
0.1.0.3.4;0.1.0.3.4.3;100 / 100;0
0.1.0.3.4;0.1.0.3.4.5;300 / 300;0
0.1.0.3.4;0.1.0.3.4.7;100 / 100;0
0.1.0.3.4;0.1.0.3.4.12;100 / 100;0
0.1.0.4.0;0.1.0.4.0.0;93 / 100;0
0.1.0.4.0;0.1.0.4.0.1;190 / 200;0
0.1.0.4.0;0.1.0.4.0.2;193 / 200;0
0.1.0.4.0;0.1.0.4.0.3;197 / 200;0
0.1.0.4.0;0.1.0.4.0.6;98 / 100;0
0.1.0.4.0;0.1.0.4.0.7;99 / 100;0
0.1.0.4.0;0.1.0.4.0.11;196 / 200;0
0.1.0.4.0;0.1.0.4.0.12;292 / 300;0
0.1.0.4.1;0.1.0.4.1.0;188 / 200;0
0.1.0.4.1;0.1.0.4.1.1;483 / 500;0
0.1.0.4.1;0.1.0.4.1.3;95 / 100;0
0.1.0.4.1;0.1.0.4.1.4;195 / 200;0
0.1.0.4.1;0.1.0.4.1.5;98 / 100;0
0.1.0.4.1;0.1.0.4.1.6;95 / 100;0
0.1.0.4.1;0.1.0.4.1.10;100 / 100;0
0.1.0.4.1;0.1.0.4.1.11;96 / 100;0
0.1.0.4.2;0.1.0.4.2.0;98 / 100;0
0.1.0.4.2;0.1.0.4.2.2;194 / 200;0
0.1.0.4.2;0.1.0.4.2.3;100 / 100;0
0.1.0.4.2;0.1.0.4.2.6;300 / 300;0
0.1.0.4.2;0.1.0.4.2.7;99 / 100;0
0.1.0.4.2;0.1.0.4.2.8;199 / 200;0
0.1.0.4.2;0.1.0.4.2.9;198 / 200;0
0.1.0.4.2;0.1.0.4.2.10;100 / 100;0
0.1.0.5.0;0.1.0.5.0.0;98 / 100;0
0.1.0.5.0;0.1.0.5.0.2;100 / 100;0
0.1.0.5.0;0.1.0.5.0.4;100 / 100;0
0.1.0.5.0;0.1.0.5.0.6;99 / 100;0
0.1.0.5.0;0.1.0.5.0.11;199 / 200;0
0.1.0.5.0;0.1.0.5.0.12;100 / 100;0
0.1.0.5.1;0.1.0.5.1.0;87 / 100;0
0.1.0.5.1;0.1.0.5.1.1;89 / 100;0
0.1.0.5.1;0.1.0.5.1.2;93 / 100;0
0.1.0.5.1;0.1.0.5.1.4;96 / 100;0
0.1.0.5.1;0.1.0.5.1.7;194 / 200;0
0.1.0.5.1;0.1.0.5.1.8;93 / 100;0
0.1.0.5.1;0.1.0.5.1.11;97 / 100;0
0.1.0.5.2;0.1.0.5.2.2;100 / 100;0
0.1.0.5.2;0.1.0.5.2.3;100 / 100;0
0.1.0.5.2;0.1.0.5.2.4;99 / 100;0
0.1.0.5.2;0.1.0.5.2.6;99 / 100;0
0.1.0.5.2;0.1.0.5.2.8;100 / 100;0
0.1.0.5.2;0.1.0.5.2.12;198 / 200;0
0.1.0.5.3;0.1.0.5.3.1;100 / 100;0
0.1.0.5.3;0.1.0.5.3.4;100 / 100;0
0.1.0.5.3;0.1.0.5.3.6;99 / 100;0
0.1.0.5.3;0.1.0.5.3.7;200 / 200;0
0.1.0.5.3;0.1.0.5.3.8;100 / 100;0
0.1.0.5.3;0.1.0.5.3.9;100 / 100;0
0.1.0.5.4;0.1.0.5.4.0;195 / 200;0
0.1.0.5.4;0.1.0.5.4.1;98 / 100;0
0.1.0.5.4;0.1.0.5.4.3;98 / 100;0
0.1.0.5.4;0.1.0.5.4.9;96 / 100;0
0.1.0.5.4;0.1.0.5.4.10;99 / 100;0
0.1.0.5.4;0.1.0.5.4.11;100 / 100;0
0.1.0.6.0;0.1.0.6.0.0;100 / 100;0
0.1.0.6.0;0.1.0.6.0.5;199 / 200;0
0.1.0.6.0;0.1.0.6.0.6;100 / 100;0
0.1.0.6.0;0.1.0.6.0.9;99 / 100;0
0.1.0.6.0;0.1.0.6.0.10;100 / 100;0
0.1.0.6.0;0.1.0.6.0.11;100 / 100;0
0.1.0.6.1;0.1.0.6.1.0;84 / 100;0
0.1.0.6.1;0.1.0.6.1.1;350 / 400;0
0.1.0.6.1;0.1.0.6.1.2;84 / 100;0
0.1.0.6.1;0.1.0.6.1.4;96 / 100;0
0.1.0.6.1;0.1.0.6.1.5;90 / 100;0
0.1.0.6.1;0.1.0.6.1.11;189 / 200;0
0.1.0.6.2;0.1.0.6.2.0;98 / 100;0
0.1.0.6.2;0.1.0.6.2.1;100 / 100;0
0.1.0.6.2;0.1.0.6.2.2;99 / 100;0
0.1.0.6.2;0.1.0.6.2.7;100 / 100;0
0.1.0.6.2;0.1.0.6.2.10;100 / 100;0
0.1.0.6.2;0.1.0.6.2.11;200 / 200;0
0.1.0.6.3;0.1.0.6.3.0;100 / 100;0
0.1.0.6.3;0.1.0.6.3.1;100 / 100;0
0.1.0.6.3;0.1.0.6.3.7;200 / 200;0
0.1.0.6.3;0.1.0.6.3.9;200 / 200;0
0.1.0.6.3;0.1.0.6.3.10;100 / 100;0
0.1.0.6.4;0.1.0.6.4.0;100 / 100;0
0.1.0.6.4;0.1.0.6.4.4;100 / 100;0
0.1.0.6.4;0.1.0.6.4.9;100 / 100;0
0.1.0.6.4;0.1.0.6.4.10;200 / 200;0
0.1.0.6.4;0.1.0.6.4.11;200 / 200;0
0.1.0.7.0;0.1.0.7.0.0;100 / 100;0
0.1.0.7.0;0.1.0.7.0.1;200 / 200;0
0.1.0.7.0;0.1.0.7.0.2;100 / 100;0
0.1.0.7.0;0.1.0.7.0.3;100 / 100;0
0.1.0.7.0;0.1.0.7.0.7;100 / 100;0
0.1.0.7.0;0.1.0.7.0.9;200 / 200;0
0.1.0.7.0;0.1.0.7.0.12;100 / 100;0
0.1.0.7.1;0.1.0.7.1.1;96 / 100;0
0.1.0.7.1;0.1.0.7.1.2;96 / 100;0
0.1.0.7.1;0.1.0.7.1.3;97 / 100;0
0.1.0.7.1;0.1.0.7.1.6;99 / 100;0
0.1.0.7.1;0.1.0.7.1.7;98 / 100;0
0.1.0.7.1;0.1.0.7.1.9;295 / 300;0
0.1.0.7.1;0.1.0.7.1.10;100 / 100;0
0.1.0.7.1;0.1.0.7.1.11;98 / 100;0
0.1.0.7.2;0.1.0.7.2.1;200 / 200;0
0.1.0.7.2;0.1.0.7.2.2;100 / 100;0
0.1.0.7.2;0.1.0.7.2.5;100 / 100;0
0.1.0.7.2;0.1.0.7.2.8;100 / 100;0
0.1.0.7.2;0.1.0.7.2.9;100 / 100;0
0.1.0.7.2;0.1.0.7.2.10;200 / 200;0
0.1.0.7.2;0.1.0.7.2.11;100 / 100;0
0.1.0.7.3;0.1.0.7.3.1;200 / 200;0
0.1.0.7.3;0.1.0.7.3.4;100 / 100;0
0.1.0.7.3;0.1.0.7.3.5;100 / 100;0
0.1.0.7.3;0.1.0.7.3.8;200 / 200;0
0.1.0.7.3;0.1.0.7.3.9;300 / 300;0
0.1.0.8.0;0.1.0.8.0.0;100 / 100;0
0.1.0.8.0;0.1.0.8.0.2;200 / 200;0
0.1.0.8.0;0.1.0.8.0.5;100 / 100;0
0.1.0.8.0;0.1.0.8.0.10;300 / 300;0
0.1.0.8.0;0.1.0.8.0.11;200 / 200;0
0.1.0.8.1;0.1.0.8.1.0;93 / 100;0
0.1.0.8.1;0.1.0.8.1.1;291 / 300;0
0.1.0.8.1;0.1.0.8.1.3;94 / 100;0
0.1.0.8.1;0.1.0.8.1.8;95 / 100;0
0.1.0.8.1;0.1.0.8.1.9;192 / 200;0
0.1.0.8.1;0.1.0.8.1.10;97 / 100;0
0.1.0.8.1;0.1.0.8.1.12;95 / 100;0
0.1.0.8.2;0.1.0.8.2.0;100 / 100;0
0.1.0.8.2;0.1.0.8.2.4;100 / 100;0
0.1.0.8.2;0.1.0.8.2.5;100 / 100;0
0.1.0.8.2;0.1.0.8.2.7;100 / 100;0
0.1.0.8.2;0.1.0.8.2.9;100 / 100;0
0.1.0.8.2;0.1.0.8.2.10;100 / 100;0
0.1.0.8.2;0.1.0.8.2.11;100 / 100;0
0.1.0.8.2;0.1.0.8.2.12;100 / 100;0
0.1.0.8.3;0.1.0.8.3.1;100 / 100;0
0.1.0.8.3;0.1.0.8.3.3;100 / 100;0
0.1.0.8.3;0.1.0.8.3.4;100 / 100;0
0.1.0.8.3;0.1.0.8.3.6;100 / 100;0
0.1.0.8.3;0.1.0.8.3.10;300 / 300;0
0.1.0.8.3;0.1.0.8.3.11;100 / 100;0
0.1.0.8.4;0.1.0.8.4.0;100 / 100;0
0.1.0.8.4;0.1.0.8.4.2;300 / 300;0
0.1.0.8.4;0.1.0.8.4.7;99 / 100;0
0.1.0.8.4;0.1.0.8.4.10;200 / 200;0
0.1.0.8.4;0.1.0.8.4.12;100 / 100;0
0.1.0.9.0;0.1.0.9.0.0;199 / 200;0
0.1.0.9.0;0.1.0.9.0.1;98 / 100;0
0.1.0.9.0;0.1.0.9.0.5;100 / 100;0
0.1.0.9.0;0.1.0.9.0.9;98 / 100;0
0.1.0.9.0;0.1.0.9.0.10;100 / 100;0
0.1.0.9.1;0.1.0.9.1.0;94 / 100;0
0.1.0.9.1;0.1.0.9.1.5;97 / 100;0
0.1.0.9.1;0.1.0.9.1.6;196 / 200;0
0.1.0.9.1;0.1.0.9.1.8;91 / 100;0
0.1.0.9.1;0.1.0.9.1.11;94 / 100;0
0.1.0.9.2;0.1.0.9.2.4;100 / 100;0
0.1.0.9.2;0.1.0.9.2.5;200 / 200;0
0.1.0.9.2;0.1.0.9.2.8;99 / 100;0
0.1.0.9.2;0.1.0.9.2.9;99 / 100;0
0.1.0.9.3;0.1.0.9.3.0;200 / 200;0
0.1.0.9.3;0.1.0.9.3.1;100 / 100;0
0.1.0.9.3;0.1.0.9.3.2;100 / 100;0
0.1.0.9.3;0.1.0.9.3.7;100 / 100;0
0.1.0.9.4;0.1.0.9.4.2;89 / 100;0
0.1.0.9.4;0.1.0.9.4.3;91 / 100;0
0.1.0.9.4;0.1.0.9.4.4;95 / 100;0
0.1.0.9.4;0.1.0.9.4.5;94 / 100;0
0.1.0.9.4;0.1.0.9.4.7;196 / 200;0
0.1.0.9.4;0.1.0.9.4.9;93 / 100;0
0.1.0.10.0;0.1.0.10.0.1;99 / 100;0
0.1.0.10.0;0.1.0.10.0.3;100 / 100;0
0.1.0.10.0;0.1.0.10.0.4;200 / 200;0
0.1.0.10.0;0.1.0.10.0.11;100 / 100;0
0.1.0.10.0;0.1.0.10.0.12;100 / 100;0
0.1.0.10.1;0.1.0.10.1.0;87 / 100;0
0.1.0.10.1;0.1.0.10.1.1;87 / 100;0
0.1.0.10.1;0.1.0.10.1.3;92 / 100;0
0.1.0.10.1;0.1.0.10.1.6;192 / 200;0
0.1.0.10.1;0.1.0.10.1.8;90 / 100;0
0.1.0.10.1;0.1.0.10.1.9;89 / 100;0
0.1.0.10.1;0.1.0.10.1.12;193 / 200;0
0.1.0.10.2;0.1.0.10.2.1;200 / 200;0
0.1.0.10.2;0.1.0.10.2.2;100 / 100;0
0.1.0.10.2;0.1.0.10.2.3;100 / 100;0
0.1.0.10.2;0.1.0.10.2.7;100 / 100;0
0.1.0.10.2;0.1.0.10.2.8;100 / 100;0
0.1.0.10.2;0.1.0.10.2.11;100 / 100;0
0.1.0.10.3;0.1.0.10.3.0;100 / 100;0
0.1.0.10.3;0.1.0.10.3.5;100 / 100;0
0.1.0.10.3;0.1.0.10.3.7;100 / 100;0
0.1.0.10.3;0.1.0.10.3.8;100 / 100;0
0.1.0.10.3;0.1.0.10.3.9;100 / 100;0
0.1.0.10.3;0.1.0.10.3.10;100 / 100;0
0.1.0.10.4;0.1.0.10.4.0;300 / 300;0
0.1.0.10.4;0.1.0.10.4.7;100 / 100;0
0.1.0.10.4;0.1.0.10.4.10;100 / 100;0
0.1.0.10.4;0.1.0.10.4.11;100 / 100;0
0.1.0.11.0;0.1.0.11.0.0;192 / 200;0
0.1.0.11.0;0.1.0.11.0.1;90 / 100;0
0.1.0.11.0;0.1.0.11.0.3;94 / 100;0
0.1.0.11.0;0.1.0.11.0.4;197 / 200;0
0.1.0.11.0;0.1.0.11.0.6;197 / 200;0
0.1.0.11.0;0.1.0.11.0.7;93 / 100;0
0.1.0.11.0;0.1.0.11.0.8;95 / 100;0
0.1.0.11.0;0.1.0.11.0.12;96 / 100;0
0.1.0.11.1;0.1.0.11.1.0;93 / 100;0
0.1.0.11.1;0.1.0.11.1.2;98 / 100;0
0.1.0.11.1;0.1.0.11.1.4;96 / 100;0
0.1.0.11.1;0.1.0.11.1.5;98 / 100;0
0.1.0.11.1;0.1.0.11.1.6;98 / 100;0
0.1.0.11.1;0.1.0.11.1.8;297 / 300;0
0.1.0.11.1;0.1.0.11.1.9;297 / 300;0
0.1.0.11.2;0.1.0.11.2.1;98 / 100;0
0.1.0.11.2;0.1.0.11.2.3;196 / 200;0
0.1.0.11.2;0.1.0.11.2.4;396 / 400;0
0.1.0.11.2;0.1.0.11.2.6;96 / 100;0
0.1.0.11.2;0.1.0.11.2.7;200 / 200;0
0.1.0.11.2;0.1.0.11.2.9;99 / 100;0
0.1.0.12.0;0.1.0.12.0.0;100 / 100;0
0.1.0.12.0;0.1.0.12.0.2;100 / 100;0
0.1.0.12.0;0.1.0.12.0.5;99 / 100;0
0.1.0.12.0;0.1.0.12.0.7;99 / 100;0
0.1.0.12.0;0.1.0.12.0.9;99 / 100;0
0.1.0.12.0;0.1.0.12.0.10;100 / 100;0
0.1.0.12.0;0.1.0.12.0.11;99 / 100;0
0.1.0.12.1;0.1.0.12.1.0;174 / 200;0
0.1.0.12.1;0.1.0.12.1.4;86 / 100;0
0.1.0.12.1;0.1.0.12.1.7;94 / 100;0
0.1.0.12.1;0.1.0.12.1.8;88 / 100;0
0.1.0.12.1;0.1.0.12.1.9;86 / 100;0
0.1.0.12.1;0.1.0.12.1.11;91 / 100;0
0.1.0.12.1;0.1.0.12.1.12;181 / 200;0
0.1.0.12.2;0.1.0.12.2.2;100 / 100;0
0.1.0.12.2;0.1.0.12.2.4;100 / 100;0
0.1.0.12.2;0.1.0.12.2.8;100 / 100;0
0.1.0.12.2;0.1.0.12.2.10;100 / 100;0
0.1.0.12.2;0.1.0.12.2.11;100 / 100;0
0.1.0.12.2;0.1.0.12.2.12;100 / 100;0
0.1.0.12.3;0.1.0.12.3.2;200 / 200;0
0.1.0.12.3;0.1.0.12.3.6;297 / 300;0
0.1.0.12.3;0.1.0.12.3.12;200 / 200;0
0.1.0.12.4;0.1.0.12.4.0;100 / 100;0
0.1.0.12.4;0.1.0.12.4.3;100 / 100;0
0.1.0.12.4;0.1.0.12.4.5;100 / 100;0
0.1.0.12.4;0.1.0.12.4.11;300 / 300;0
0.1.0.0.0.0;0.1.0.0.0.0.0;100 / 100;0
0.1.0.0.0.2;0.1.0.0.0.2.0;100 / 100;0
0.1.0.0.0.6;0.1.0.0.0.6.0;100 / 100;0
0.1.0.0.0.7;0.1.0.0.0.7.0;100 / 100;0
0.1.0.0.0.8;0.1.0.0.0.8.0;100 / 100;0
0.1.0.0.0.9;0.1.0.0.0.9.0;100 / 100;0
0.1.0.0.0.10;0.1.0.0.0.10.0;100 / 100;0
0.1.0.0.0.11;0.1.0.0.0.11.0;99 / 100;0
0.1.0.0.0.12;0.1.0.0.0.12.0;100 / 100;0
0.1.0.0.1.1;0.1.0.0.1.1.0;95 / 100;0
0.1.0.0.1.2;0.1.0.0.1.2.0;94 / 100;0
0.1.0.0.1.2;0.1.0.0.1.2.1;100 / 100;0
0.1.0.0.1.3;0.1.0.0.1.3.0;100 / 100;0
0.1.0.0.1.3;0.1.0.0.1.3.1;100 / 100;0
0.1.0.0.1.7;0.1.0.0.1.7.0;98 / 100;0
0.1.0.0.1.8;0.1.0.0.1.8.0;96 / 100;0
0.1.0.0.1.9;0.1.0.0.1.9.0;96 / 100;0
0.1.0.0.1.9;0.1.0.0.1.9.1;100 / 100;0
0.1.0.0.1.12;0.1.0.0.1.12.0;98 / 100;0
0.1.0.0.2.0;0.1.0.0.2.0.0;100 / 100;0
0.1.0.0.2.0;0.1.0.0.2.0.1;100 / 100;0
0.1.0.0.2.2;0.1.0.0.2.2.0;100 / 100;0
0.1.0.0.2.5;0.1.0.0.2.5.0;100 / 100;0
0.1.0.0.2.10;0.1.0.0.2.10.0;100 / 100;0
0.1.0.0.2.10;0.1.0.0.2.10.1;100 / 100;0
0.1.0.0.2.10;0.1.0.0.2.10.2;100 / 100;0
0.1.0.0.2.11;0.1.0.0.2.11.0;100 / 100;0
0.1.0.0.2.11;0.1.0.0.2.11.1;100 / 100;0
0.1.0.0.3.0;0.1.0.0.3.0.0;100 / 100;0
0.1.0.0.3.1;0.1.0.0.3.1.0;100 / 100;0
0.1.0.0.3.3;0.1.0.0.3.3.0;100 / 100;0
0.1.0.0.3.5;0.1.0.0.3.5.0;100 / 100;0
0.1.0.0.3.7;0.1.0.0.3.7.0;100 / 100;0
0.1.0.0.3.7;0.1.0.0.3.7.1;100 / 100;0
0.1.0.0.3.7;0.1.0.0.3.7.2;100 / 100;0
0.1.0.0.3.8;0.1.0.0.3.8.0;100 / 100;0
0.1.0.0.3.11;0.1.0.0.3.11.0;100 / 100;0
