0.0.1.0;0.0.1.0.0;68600 / 68600;0
0.0.1.0.0;0.0.1.0.0.0;-11500 / 11500;1
0.0.1.0.0;0.0.1.0.0.1;-12400 / 12400;1
0.0.1.0.0;0.0.1.0.0.2;-11100 / 11100;1
0.0.1.0.0;0.0.1.0.0.3;-11000 / 11000;1
0.0.1.0.0;0.0.1.0.0.4;-10700 / 10700;1
0.0.1.0.0;0.0.1.0.0.5;-11800 / 11800;1
0.0.1.0.0.0;0.0.1.0.0.0.0;-11500 / 11500;1
0.0.1.0.0.1;0.0.1.0.0.1.0;-12400 / 12400;1
0.0.1.0.0.2;0.0.1.0.0.2.0;-11100 / 11100;1
0.0.1.0.0.3;0.0.1.0.0.3.0;-11000 / 11000;1
0.0.1.0.0.4;0.0.1.0.0.4.0;-10700 / 10700;1
0.0.1.0.0.5;0.0.1.0.0.5.0;-11800 / 11800;1
0.0.1.0.0.0.0;0.0.1.0.0.0.0.0;2300 / 2300;0
0.0.1.0.0.0.0;0.0.1.0.0.0.0.1;1900 / 1900;0
0.0.1.0.0.0.0;0.0.1.0.0.0.0.2;2200 / 2200;0
0.0.1.0.0.0.0;0.0.1.0.0.0.0.3;1600 / 1600;0
0.0.1.0.0.0.0;0.0.1.0.0.0.0.4;1600 / 1600;0
0.0.1.0.0.0.0;0.0.1.0.0.0.0.5;1800 / 1800;0
0.0.1.0.0.1.0;0.0.1.0.0.1.0.0;2900 / 2900;0
0.0.1.0.0.1.0;0.0.1.0.0.1.0.1;1700 / 1700;0
0.0.1.0.0.1.0;0.0.1.0.0.1.0.2;1400 / 1400;0
0.0.1.0.0.1.0;0.0.1.0.0.1.0.3;2300 / 2300;0
0.0.1.0.0.1.0;0.0.1.0.0.1.0.4;1400 / 1400;0
0.0.1.0.0.1.0;0.0.1.0.0.1.0.5;2600 / 2600;0
0.0.1.0.0.2.0;0.0.1.0.0.2.0.0;1400 / 1400;0
0.0.1.0.0.2.0;0.0.1.0.0.2.0.1;2400 / 2400;0
0.0.1.0.0.2.0;0.0.1.0.0.2.0.2;2000 / 2000;0
0.0.1.0.0.2.0;0.0.1.0.0.2.0.3;1800 / 1800;0
0.0.1.0.0.2.0;0.0.1.0.0.2.0.4;1200 / 1200;0
0.0.1.0.0.2.0;0.0.1.0.0.2.0.5;2200 / 2200;0
0.0.1.0.0.3.0;0.0.1.0.0.3.0.0;1500 / 1500;0
0.0.1.0.0.3.0;0.0.1.0.0.3.0.1;2100 / 2100;0
0.0.1.0.0.3.0;0.0.1.0.0.3.0.2;2500 / 2500;0
0.0.1.0.0.3.0;0.0.1.0.0.3.0.3;1700 / 1700;0
0.0.1.0.0.3.0;0.0.1.0.0.3.0.4;2100 / 2100;0
0.0.1.0.0.3.0;0.0.1.0.0.3.0.5;1000 / 1000;0
0.0.1.0.0.4.0;0.0.1.0.0.4.0.0;1500 / 1500;0
0.0.1.0.0.4.0;0.0.1.0.0.4.0.1;2000 / 2000;0
0.0.1.0.0.4.0;0.0.1.0.0.4.0.2;1700 / 1700;0
0.0.1.0.0.4.0;0.0.1.0.0.4.0.3;1400 / 1400;0
0.0.1.0.0.4.0;0.0.1.0.0.4.0.4;2100 / 2100;0
0.0.1.0.0.4.0;0.0.1.0.0.4.0.5;1900 / 1900;0
0.0.1.0.0.5.0;0.0.1.0.0.5.0.0;2100 / 2100;0
0.0.1.0.0.5.0;0.0.1.0.0.5.0.1;1700 / 1700;0
0.0.1.0.0.5.0;0.0.1.0.0.5.0.2;2200 / 2200;0
0.0.1.0.0.5.0;0.0.1.0.0.5.0.3;1500 / 1500;0
0.0.1.0.0.5.0;0.0.1.0.0.5.0.4;1900 / 1900;0
0.0.1.0.0.5.0;0.0.1.0.0.5.0.5;2300 / 2300;0
0.0.1.0.0.0.0.0;0.0.1.0.0.0.0.0.0;300 / 300;0
0.0.1.0.0.0.0.0;0.0.1.0.0.0.0.0.1;300 / 300;0
0.0.1.0.0.0.0.0;0.0.1.0.0.0.0.0.2;300 / 300;0
0.0.1.0.0.0.0.0;0.0.1.0.0.0.0.0.3;300 / 300;0
0.0.1.0.0.0.0.0;0.0.1.0.0.0.0.0.4;300 / 300;0
0.0.1.0.0.0.0.0;0.0.1.0.0.0.0.0.5;300 / 300;0
0.0.1.0.0.0.0.0;0.0.1.0.0.0.0.0.6;300 / 300;0
0.0.1.0.0.0.0.0;0.0.1.0.0.0.0.0.7;200 / 200;0
0.0.1.0.0.0.0.1;0.0.1.0.0.0.0.1.0;300 / 300;0
0.0.1.0.0.0.0.1;0.0.1.0.0.0.0.1.1;300 / 300;0
0.0.1.0.0.0.0.1;0.0.1.0.0.0.0.1.2;300 / 300;0
0.0.1.0.0.0.0.1;0.0.1.0.0.0.0.1.3;200 / 200;0
0.0.1.0.0.0.0.1;0.0.1.0.0.0.0.1.4;200 / 200;0
0.0.1.0.0.0.0.1;0.0.1.0.0.0.0.1.5;200 / 200;0
0.0.1.0.0.0.0.1;0.0.1.0.0.0.0.1.6;200 / 200;0
0.0.1.0.0.0.0.1;0.0.1.0.0.0.0.1.7;200 / 200;0
0.0.1.0.0.0.0.2;0.0.1.0.0.0.0.2.0;300 / 300;0
0.0.1.0.0.0.0.2;0.0.1.0.0.0.0.2.1;300 / 300;0
0.0.1.0.0.0.0.2;0.0.1.0.0.0.0.2.2;300 / 300;0
0.0.1.0.0.0.0.2;0.0.1.0.0.0.0.2.3;300 / 300;0
0.0.1.0.0.0.0.2;0.0.1.0.0.0.0.2.4;300 / 300;0
0.0.1.0.0.0.0.2;0.0.1.0.0.0.0.2.5;300 / 300;0
0.0.1.0.0.0.0.2;0.0.1.0.0.0.0.2.6;200 / 200;0
0.0.1.0.0.0.0.2;0.0.1.0.0.0.0.2.7;200 / 200;0
0.0.1.0.0.0.0.3;0.0.1.0.0.0.0.3.0;200 / 200;0
0.0.1.0.0.0.0.3;0.0.1.0.0.0.0.3.1;200 / 200;0
0.0.1.0.0.0.0.3;0.0.1.0.0.0.0.3.2;200 / 200;0
0.0.1.0.0.0.0.3;0.0.1.0.0.0.0.3.3;200 / 200;0
0.0.1.0.0.0.0.3;0.0.1.0.0.0.0.3.4;200 / 200;0
0.0.1.0.0.0.0.3;0.0.1.0.0.0.0.3.5;200 / 200;0
0.0.1.0.0.0.0.3;0.0.1.0.0.0.0.3.6;200 / 200;0
0.0.1.0.0.0.0.3;0.0.1.0.0.0.0.3.7;200 / 200;0
0.0.1.0.0.0.0.4;0.0.1.0.0.0.0.4.0;200 / 200;0
0.0.1.0.0.0.0.4;0.0.1.0.0.0.0.4.1;200 / 200;0
0.0.1.0.0.0.0.4;0.0.1.0.0.0.0.4.2;200 / 200;0
0.0.1.0.0.0.0.4;0.0.1.0.0.0.0.4.3;200 / 200;0
0.0.1.0.0.0.0.4;0.0.1.0.0.0.0.4.4;200 / 200;0
0.0.1.0.0.0.0.4;0.0.1.0.0.0.0.4.5;200 / 200;0
0.0.1.0.0.0.0.4;0.0.1.0.0.0.0.4.6;200 / 200;0
0.0.1.0.0.0.0.4;0.0.1.0.0.0.0.4.7;200 / 200;0
0.0.1.0.0.0.0.5;0.0.1.0.0.0.0.5.0;300 / 300;0
0.0.1.0.0.0.0.5;0.0.1.0.0.0.0.5.1;300 / 300;0
0.0.1.0.0.0.0.5;0.0.1.0.0.0.0.5.2;200 / 200;0
0.0.1.0.0.0.0.5;0.0.1.0.0.0.0.5.3;200 / 200;0
0.0.1.0.0.0.0.5;0.0.1.0.0.0.0.5.4;200 / 200;0
0.0.1.0.0.0.0.5;0.0.1.0.0.0.0.5.5;200 / 200;0
0.0.1.0.0.0.0.5;0.0.1.0.0.0.0.5.6;200 / 200;0
0.0.1.0.0.0.0.5;0.0.1.0.0.0.0.5.7;200 / 200;0
0.0.1.0.0.1.0.0;0.0.1.0.0.1.0.0.0;400 / 400;0
0.0.1.0.0.1.0.0;0.0.1.0.0.1.0.0.1;400 / 400;0
0.0.1.0.0.1.0.0;0.0.1.0.0.1.0.0.2;400 / 400;0
0.0.1.0.0.1.0.0;0.0.1.0.0.1.0.0.3;400 / 400;0
0.0.1.0.0.1.0.0;0.0.1.0.0.1.0.0.4;400 / 400;0
0.0.1.0.0.1.0.0;0.0.1.0.0.1.0.0.5;300 / 300;0
0.0.1.0.0.1.0.0;0.0.1.0.0.1.0.0.6;300 / 300;0
0.0.1.0.0.1.0.0;0.0.1.0.0.1.0.0.7;300 / 300;0
