0.2.1.0;0.2.1.0.0;48935 / 49000;0
0.2.1.0.0;0.2.1.0.0.0;48835 / 48900;0
0.2.1.0.0.0;0.2.1.0.0.0.0;-6695 / 6700;1
0.2.1.0.0.0;0.2.1.0.0.0.1;-5775 / 5800;1
0.2.1.0.0.0;0.2.1.0.0.0.2;-5898 / 5900;1
0.2.1.0.0.0;0.2.1.0.0.0.3;-5798 / 5800;1
0.2.1.0.0.0;0.2.1.0.0.0.4;-5698 / 5700;1
0.2.1.0.0.0;0.2.1.0.0.0.5;-6698 / 6700;1
0.2.1.0.0.0;0.2.1.0.0.0.6;-5673 / 5700;1
0.2.1.0.0.0;0.2.1.0.0.0.7;-6500 / 6500;1
0.2.1.0.0.0.0;0.2.1.0.0.0.0.0;-6695 / 6700;1
0.2.1.0.0.0.1;0.2.1.0.0.0.1.0;-5775 / 5800;1
0.2.1.0.0.0.2;0.2.1.0.0.0.2.0;-5898 / 5900;1
0.2.1.0.0.0.3;0.2.1.0.0.0.3.0;-5798 / 5800;1
0.2.1.0.0.0.4;0.2.1.0.0.0.4.0;-5698 / 5700;1
0.2.1.0.0.0.5;0.2.1.0.0.0.5.0;-6698 / 6700;1
0.2.1.0.0.0.6;0.2.1.0.0.0.6.0;-5673 / 5700;1
0.2.1.0.0.0.7;0.2.1.0.0.0.7.0;-6500 / 6500;1
0.2.1.0.0.0.0.0;0.2.1.0.0.0.0.0.0;1200 / 1200;0
0.2.1.0.0.0.0.0;0.2.1.0.0.0.0.0.1;699 / 700;0
0.2.1.0.0.0.0.0;0.2.1.0.0.0.0.0.2;500 / 500;0
0.2.1.0.0.0.0.0;0.2.1.0.0.0.0.0.3;699 / 700;0
0.2.1.0.0.0.0.0;0.2.1.0.0.0.0.0.4;700 / 700;0
0.2.1.0.0.0.0.0;0.2.1.0.0.0.0.0.5;999 / 1000;0
0.2.1.0.0.0.0.0;0.2.1.0.0.0.0.0.6;500 / 500;0
0.2.1.0.0.0.0.0;0.2.1.0.0.0.0.0.7;1298 / 1300;0
0.2.1.0.0.0.1.0;0.2.1.0.0.0.1.0.0;699 / 700;0
0.2.1.0.0.0.1.0;0.2.1.0.0.0.1.0.1;1092 / 1100;0
0.2.1.0.0.0.1.0;0.2.1.0.0.0.1.0.2;900 / 900;0
