0.3.0;0.3.0.0;219985 / 220000;0
0.3.0.0;0.3.0.0.0;-31600 / 31600;1
0.3.0.0;0.3.0.0.1;-30500 / 30500;1
0.3.0.0;0.3.0.0.2;-30385 / 30400;1
0.3.0.0;0.3.0.0.3;-28300 / 28300;1
0.3.0.0;0.3.0.0.4;-33700 / 33700;1
0.3.0.0;0.3.0.0.5;-32500 / 32500;1
0.3.0.0;0.3.0.0.6;-32900 / 32900;1
0.3.0.0.0;0.3.0.0.0.0;-31600 / 31600;1
0.3.0.0.1;0.3.0.0.1.0;-30500 / 30500;1
0.3.0.0.2;0.3.0.0.2.0;-30385 / 30400;1
0.3.0.0.3;0.3.0.0.3.0;-28300 / 28300;1
0.3.0.0.4;0.3.0.0.4.0;-33700 / 33700;1
0.3.0.0.5;0.3.0.0.5.0;-32500 / 32500;1
0.3.0.0.6;0.3.0.0.6.0;-32900 / 32900;1
0.3.0.0.0.0;0.3.0.0.0.0.0;4900 / 4900;0
0.3.0.0.0.0;0.3.0.0.0.0.1;5600 / 5600;0
0.3.0.0.0.0;0.3.0.0.0.0.2;3700 / 3700;0
0.3.0.0.0.0;0.3.0.0.0.0.3;4300 / 4300;0
0.3.0.0.0.0;0.3.0.0.0.0.4;5800 / 5800;0
0.3.0.0.0.0;0.3.0.0.0.0.5;3500 / 3500;0
0.3.0.0.0.0;0.3.0.0.0.0.6;3700 / 3700;0
0.3.0.0.1.0;0.3.0.0.1.0.0;4600 / 4600;0
0.3.0.0.1.0;0.3.0.0.1.0.1;4400 / 4400;0
0.3.0.0.1.0;0.3.0.0.1.0.2;3800 / 3800;0
0.3.0.0.1.0;0.3.0.0.1.0.3;5300 / 5300;0
0.3.0.0.1.0;0.3.0.0.1.0.4;5000 / 5000;0
0.3.0.0.1.0;0.3.0.0.1.0.5;3400 / 3400;0
0.3.0.0.1.0;0.3.0.0.1.0.6;3900 / 3900;0
0.3.0.0.2.0;0.3.0.0.2.0.0;3800 / 3800;0
0.3.0.0.2.0;0.3.0.0.2.0.1;4998 / 5000;0
0.3.0.0.2.0;0.3.0.0.2.0.2;3598 / 3600;0
0.3.0.0.2.0;0.3.0.0.2.0.3;4200 / 4200;0
0.3.0.0.2.0;0.3.0.0.2.0.4;5089 / 5100;0
0.3.0.0.2.0;0.3.0.0.2.0.5;5400 / 5400;0
0.3.0.0.2.0;0.3.0.0.2.0.6;3200 / 3200;0
0.3.0.0.3.0;0.3.0.0.3.0.0;3400 / 3400;0
0.3.0.0.3.0;0.3.0.0.3.0.1;4500 / 4500;0
0.3.0.0.3.0;0.3.0.0.3.0.2;4100 / 4100;0
0.3.0.0.3.0;0.3.0.0.3.0.3;4000 / 4000;0
0.3.0.0.3.0;0.3.0.0.3.0.4;3700 / 3700;0
0.3.0.0.3.0;0.3.0.0.3.0.5;5200 / 5200;0
0.3.0.0.3.0;0.3.0.0.3.0.6;3300 / 3300;0
0.3.0.0.4.0;0.3.0.0.4.0.0;4700 / 4700;0
0.3.0.0.4.0;0.3.0.0.4.0.1;5100 / 5100;0
0.3.0.0.4.0;0.3.0.0.4.0.2;3900 / 3900;0
0.3.0.0.4.0;0.3.0.0.4.0.3;5400 / 5400;0
0.3.0.0.4.0;0.3.0.0.4.0.4;4900 / 4900;0
0.3.0.0.4.0;0.3.0.0.4.0.5;4400 / 4400;0
0.3.0.0.4.0;0.3.0.0.4.0.6;5200 / 5200;0
0.3.0.0.5.0;0.3.0.0.5.0.0;4600 / 4600;0
