0.4.0;0.4.0.0;156800 / 156800;0
0.4.0.0;0.4.0.0.0;-19100 / 19100;1
0.4.0.0;0.4.0.0.1;-16000 / 16000;1
0.4.0.0;0.4.0.0.2;-16800 / 16800;1
0.4.0.0;0.4.0.0.3;-15100 / 15100;1
0.4.0.0;0.4.0.0.4;-18800 / 18800;1
0.4.0.0;0.4.0.0.5;-17700 / 17700;1
0.4.0.0;0.4.0.0.6;-19800 / 19800;1
0.4.0.0;0.4.0.0.7;-15200 / 15200;1
0.4.0.0;0.4.0.0.8;-18200 / 18200;1
0.4.0.0.0;0.4.0.0.0.0;-2800 / 2800;1
0.4.0.0.0;0.4.0.0.0.1;-2800 / 2800;1
0.4.0.0.0;0.4.0.0.0.2;-2700 / 2700;1
0.4.0.0.0;0.4.0.0.0.3;-2700 / 2700;1
0.4.0.0.0;0.4.0.0.0.4;-2700 / 2700;1
0.4.0.0.0;0.4.0.0.0.5;-2700 / 2700;1
0.4.0.0.0;0.4.0.0.0.6;-2700 / 2700;1
0.4.0.0.1;0.4.0.0.1.0;-2300 / 2300;1
0.4.0.0.1;0.4.0.0.1.1;-2300 / 2300;1
0.4.0.0.1;0.4.0.0.1.2;-2300 / 2300;1
0.4.0.0.1;0.4.0.0.1.3;-2300 / 2300;1
0.4.0.0.1;0.4.0.0.1.4;-2300 / 2300;1
0.4.0.0.1;0.4.0.0.1.5;-2300 / 2300;1
0.4.0.0.1;0.4.0.0.1.6;-2200 / 2200;1
0.4.0.0.2;0.4.0.0.2.0;-2400 / 2400;1
0.4.0.0.2;0.4.0.0.2.1;-2400 / 2400;1
0.4.0.0.2;0.4.0.0.2.2;-2400 / 2400;1
0.4.0.0.2;0.4.0.0.2.3;-2400 / 2400;1
0.4.0.0.2;0.4.0.0.2.4;-2400 / 2400;1
0.4.0.0.2;0.4.0.0.2.5;-2400 / 2400;1
0.4.0.0.2;0.4.0.0.2.6;-2400 / 2400;1
0.4.0.0.3;0.4.0.0.3.0;-2200 / 2200;1
0.4.0.0.3;0.4.0.0.3.1;-2200 / 2200;1
0.4.0.0.3;0.4.0.0.3.2;-2200 / 2200;1
0.4.0.0.3;0.4.0.0.3.3;-2200 / 2200;1
0.4.0.0.3;0.4.0.0.3.4;-2100 / 2100;1
0.4.0.0.3;0.4.0.0.3.5;-2100 / 2100;1
0.4.0.0.3;0.4.0.0.3.6;-2100 / 2100;1
0.4.0.0.4;0.4.0.0.4.0;-2700 / 2700;1
0.4.0.0.4;0.4.0.0.4.1;-2700 / 2700;1
0.4.0.0.4;0.4.0.0.4.2;-2700 / 2700;1
0.4.0.0.4;0.4.0.0.4.3;-2700 / 2700;1
0.4.0.0.4;0.4.0.0.4.4;-2700 / 2700;1
0.4.0.0.4;0.4.0.0.4.5;-2700 / 2700;1
0.4.0.0.4;0.4.0.0.4.6;-2600 / 2600;1
0.4.0.0.5;0.4.0.0.5.0;-2600 / 2600;1
0.4.0.0.5;0.4.0.0.5.1;-2600 / 2600;1
0.4.0.0.5;0.4.0.0.5.2;-2500 / 2500;1
0.4.0.0.5;0.4.0.0.5.3;-2500 / 2500;1
0.4.0.0.5;0.4.0.0.5.4;-2500 / 2500;1
0.4.0.0.5;0.4.0.0.5.5;-2500 / 2500;1
0.4.0.0.5;0.4.0.0.5.6;-2500 / 2500;1
0.4.0.0.6;0.4.0.0.6.0;-2900 / 2900;1
0.4.0.0.6;0.4.0.0.6.1;-2900 / 2900;1
0.4.0.0.6;0.4.0.0.6.2;-2800 / 2800;1
0.4.0.0.6;0.4.0.0.6.3;-2800 / 2800;1
0.4.0.0.6;0.4.0.0.6.4;-2800 / 2800;1
0.4.0.0.6;0.4.0.0.6.5;-2800 / 2800;1
0.4.0.0.6;0.4.0.0.6.6;-2800 / 2800;1
0.4.0.0.7;0.4.0.0.7.0;-2200 / 2200;1
0.4.0.0.7;0.4.0.0.7.1;-2200 / 2200;1
0.4.0.0.7;0.4.0.0.7.2;-2200 / 2200;1
0.4.0.0.7;0.4.0.0.7.3;-2200 / 2200;1
0.4.0.0.7;0.4.0.0.7.4;-2200 / 2200;1
0.4.0.0.7;0.4.0.0.7.5;-2100 / 2100;1
0.4.0.0.7;0.4.0.0.7.6;-2100 / 2100;1
0.4.0.0.8;0.4.0.0.8.0;-2600 / 2600;1
0.4.0.0.8;0.4.0.0.8.1;-2600 / 2600;1
0.4.0.0.8;0.4.0.0.8.2;-2600 / 2600;1
0.4.0.0.8;0.4.0.0.8.3;-2600 / 2600;1
0.4.0.0.8;0.4.0.0.8.4;-2600 / 2600;1
0.4.0.0.8;0.4.0.0.8.5;-2600 / 2600;1
0.4.0.0.8;0.4.0.0.8.6;-2600 / 2600;1
0.4.0.0.0.0;0.4.0.0.0.0.0;-700 / 700;1
0.4.0.0.0.0;0.4.0.0.0.0.1;-700 / 700;1
0.4.0.0.0.0;0.4.0.0.0.0.2;-700 / 700;1
0.4.0.0.0.0;0.4.0.0.0.0.3;-600 / 600;1
0.4.0.0.0.1;0.4.0.0.0.1.0;-700 / 700;1
0.4.0.0.0.1;0.4.0.0.0.1.1;-700 / 700;1
0.4.0.0.0.1;0.4.0.0.0.1.2;-700 / 700;1
0.4.0.0.0.1;0.4.0.0.0.1.3;-600 / 600;1
0.4.0.0.0.2;0.4.0.0.0.2.0;-700 / 700;1
0.4.0.0.0.2;0.4.0.0.0.2.1;-700 / 700;1
0.4.0.0.0.2;0.4.0.0.0.2.2;-600 / 600;1
0.4.0.0.0.2;0.4.0.0.0.2.3;-600 / 600;1
0.4.0.0.0.3;0.4.0.0.0.3.0;-700 / 700;1
0.4.0.0.0.3;0.4.0.0.0.3.1;-700 / 700;1
0.4.0.0.0.3;0.4.0.0.0.3.2;-600 / 600;1
0.4.0.0.0.3;0.4.0.0.0.3.3;-600 / 600;1
0.4.0.0.0.4;0.4.0.0.0.4.0;-700 / 700;1
0.4.0.0.0.4;0.4.0.0.0.4.1;-700 / 700;1
0.4.0.0.0.4;0.4.0.0.0.4.2;-600 / 600;1
0.4.0.0.0.4;0.4.0.0.0.4.3;-600 / 600;1
0.4.0.0.0.5;0.4.0.0.0.5.0;-700 / 700;1
0.4.0.0.0.5;0.4.0.0.0.5.1;-700 / 700;1
0.4.0.0.0.5;0.4.0.0.0.5.2;-600 / 600;1
0.4.0.0.0.5;0.4.0.0.0.5.3;-600 / 600;1
0.4.0.0.0.6;0.4.0.0.0.6.0;-700 / 700;1
0.4.0.0.0.6;0.4.0.0.0.6.1;-700 / 700;1
0.4.0.0.0.6;0.4.0.0.0.6.2;-600 / 600;1
0.4.0.0.0.6;0.4.0.0.0.6.3;-600 / 600;1
0.4.0.0.1.0;0.4.0.0.1.0.0;-600 / 600;1
0.4.0.0.1.0;0.4.0.0.1.0.1;-600 / 600;1
0.4.0.0.1.0;0.4.0.0.1.0.2;-500 / 500;1
0.4.0.0.1.0;0.4.0.0.1.0.3;-500 / 500;1
0.4.0.0.1.1;0.4.0.0.1.1.0;-600 / 600;1
0.4.0.0.1.1;0.4.0.0.1.1.1;-600 / 600;1
0.4.0.0.1.1;0.4.0.0.1.1.2;-500 / 500;1
0.4.0.0.1.1;0.4.0.0.1.1.3;-500 / 500;1
0.4.0.0.1.2;0.4.0.0.1.2.0;-600 / 600;1
0.4.0.0.1.2;0.4.0.0.1.2.1;-600 / 600;1
0.4.0.0.1.2;0.4.0.0.1.2.2;-500 / 500;1
0.4.0.0.1.2;0.4.0.0.1.2.3;-500 / 500;1
0.4.0.0.1.3;0.4.0.0.1.3.0;-600 / 600;1
0.4.0.0.1.3;0.4.0.0.1.3.1;-600 / 600;1
0.4.0.0.1.3;0.4.0.0.1.3.2;-500 / 500;1
0.4.0.0.1.3;0.4.0.0.1.3.3;-500 / 500;1
0.4.0.0.1.4;0.4.0.0.1.4.0;-600 / 600;1
0.4.0.0.1.4;0.4.0.0.1.4.1;-600 / 600;1
0.4.0.0.1.4;0.4.0.0.1.4.2;-500 / 500;1
0.4.0.0.1.4;0.4.0.0.1.4.3;-500 / 500;1
0.4.0.0.1.5;0.4.0.0.1.5.0;-600 / 600;1
0.4.0.0.1.5;0.4.0.0.1.5.1;-600 / 600;1
0.4.0.0.1.5;0.4.0.0.1.5.2;-500 / 500;1
0.4.0.0.1.5;0.4.0.0.1.5.3;-500 / 500;1
0.4.0.0.1.6;0.4.0.0.1.6.0;-600 / 600;1
0.4.0.0.1.6;0.4.0.0.1.6.1;-500 / 500;1
0.4.0.0.1.6;0.4.0.0.1.6.2;-500 / 500;1
0.4.0.0.1.6;0.4.0.0.1.6.3;-500 / 500;1
0.4.0.0.2.0;0.4.0.0.2.0.0;-800 / 800;1
0.4.0.0.2.0;0.4.0.0.2.0.1;-800 / 800;1
0.4.0.0.2.0;0.4.0.0.2.0.2;-700 / 700;1
0.4.0.0.2.1;0.4.0.0.2.1.0;-800 / 800;1
0.4.0.0.2.1;0.4.0.0.2.1.1;-800 / 800;1
0.4.0.0.2.1;0.4.0.0.2.1.2;-700 / 700;1
0.4.0.0.2.2;0.4.0.0.2.2.0;-800 / 800;1
0.4.0.0.2.2;0.4.0.0.2.2.1;-800 / 800;1
0.4.0.0.2.2;0.4.0.0.2.2.2;-700 / 700;1
0.4.0.0.2.3;0.4.0.0.2.3.0;-800 / 800;1
0.4.0.0.2.3;0.4.0.0.2.3.1;-800 / 800;1
