0.0.1.1;0.0.1.1.0;48094 / 48100;0
0.0.1.1.0;0.0.1.1.0.0;-3800 / 3800;1
0.0.1.1.0;0.0.1.1.0.1;-2599 / 2600;1
0.0.1.1.0;0.0.1.1.0.2;-2900 / 2900;1
0.0.1.1.0;0.0.1.1.0.3;-4700 / 4700;1
0.0.1.1.0;0.0.1.1.0.4;-3200 / 3200;1
0.0.1.1.0;0.0.1.1.0.5;-4600 / 4600;1
0.0.1.1.0;0.0.1.1.0.6;-3100 / 3100;1
0.0.1.1.0;0.0.1.1.0.7;-3899 / 3900;1
0.0.1.1.0;0.0.1.1.0.8;-2698 / 2700;1
0.0.1.1.0;0.0.1.1.0.9;-3298 / 3300;1
0.0.1.1.0;0.0.1.1.0.10;-3700 / 3700;1
0.0.1.1.0;0.0.1.1.0.11;-4700 / 4700;1
0.0.1.1.0;0.0.1.1.0.12;-4800 / 4800;1
0.0.1.1.0.0;0.0.1.1.0.0.0;-1000 / 1000;1
0.0.1.1.0.0;0.0.1.1.0.0.1;-1000 / 1000;1
0.0.1.1.0.0;0.0.1.1.0.0.2;-900 / 900;1
0.0.1.1.0.0;0.0.1.1.0.0.3;-900 / 900;1
0.0.1.1.0.1;0.0.1.1.0.1.0;-700 / 700;1
0.0.1.1.0.1;0.0.1.1.0.1.1;-600 / 600;1
0.0.1.1.0.1;0.0.1.1.0.1.2;-600 / 600;1
0.0.1.1.0.1;0.0.1.1.0.1.3;-699 / 700;1
0.0.1.1.0.2;0.0.1.1.0.2.0;-1000 / 1000;1
0.0.1.1.0.2;0.0.1.1.0.2.1;-1000 / 1000;1
0.0.1.1.0.2;0.0.1.1.0.2.2;-900 / 900;1
0.0.1.1.0.3;0.0.1.1.0.3.0;-1200 / 1200;1
0.0.1.1.0.3;0.0.1.1.0.3.1;-1200 / 1200;1
0.0.1.1.0.3;0.0.1.1.0.3.2;-1200 / 1200;1
0.0.1.1.0.3;0.0.1.1.0.3.3;-1100 / 1100;1
0.0.1.1.0.4;0.0.1.1.0.4.0;-1100 / 1100;1
0.0.1.1.0.4;0.0.1.1.0.4.1;-1100 / 1100;1
0.0.1.1.0.4;0.0.1.1.0.4.2;-1000 / 1000;1
0.0.1.1.0.5;0.0.1.1.0.5.0;-1600 / 1600;1
0.0.1.1.0.5;0.0.1.1.0.5.1;-1500 / 1500;1
0.0.1.1.0.5;0.0.1.1.0.5.2;-1500 / 1500;1
0.0.1.1.0.6;0.0.1.1.0.6.0;-800 / 800;1
0.0.1.1.0.6;0.0.1.1.0.6.1;-800 / 800;1
0.0.1.1.0.6;0.0.1.1.0.6.2;-800 / 800;1
0.0.1.1.0.6;0.0.1.1.0.6.3;-700 / 700;1
0.0.1.1.0.7;0.0.1.1.0.7.0;-1000 / 1000;1
0.0.1.1.0.7;0.0.1.1.0.7.1;-999 / 1000;1
0.0.1.1.0.7;0.0.1.1.0.7.2;-1000 / 1000;1
0.0.1.1.0.7;0.0.1.1.0.7.3;-900 / 900;1
0.0.1.1.0.8;0.0.1.1.0.8.0;-700 / 700;1
0.0.1.1.0.8;0.0.1.1.0.8.1;-600 / 600;1
0.0.1.1.0.8;0.0.1.1.0.8.2;-699 / 700;1
0.0.1.1.0.8;0.0.1.1.0.8.3;-699 / 700;1
0.0.1.1.0.9;0.0.1.1.0.9.0;-800 / 800;1
0.0.1.1.0.9;0.0.1.1.0.9.1;-800 / 800;1
0.0.1.1.0.9;0.0.1.1.0.9.2;-800 / 800;1
0.0.1.1.0.9;0.0.1.1.0.9.3;-898 / 900;1
0.0.1.1.0.10;0.0.1.1.0.10.0;-1000 / 1000;1
0.0.1.1.0.10;0.0.1.1.0.10.1;-900 / 900;1
0.0.1.1.0.10;0.0.1.1.0.10.2;-900 / 900;1
0.0.1.1.0.10;0.0.1.1.0.10.3;-900 / 900;1
0.0.1.1.0.11;0.0.1.1.0.11.0;-1600 / 1600;1
0.0.1.1.0.11;0.0.1.1.0.11.1;-1600 / 1600;1
0.0.1.1.0.11;0.0.1.1.0.11.2;-1500 / 1500;1
0.0.1.1.0.12;0.0.1.1.0.12.0;-1200 / 1200;1
0.0.1.1.0.12;0.0.1.1.0.12.1;-1200 / 1200;1
0.0.1.1.0.12;0.0.1.1.0.12.2;-1200 / 1200;1
0.0.1.1.0.12;0.0.1.1.0.12.3;-1200 / 1200;1
0.0.1.1.0.0.0;0.0.1.1.0.0.0.0;100 / 100;0
0.0.1.1.0.0.0;0.0.1.1.0.0.0.4;100 / 100;0
0.0.1.1.0.0.0;0.0.1.1.0.0.0.5;100 / 100;0
0.0.1.1.0.0.0;0.0.1.1.0.0.0.7;200 / 200;0
0.0.1.1.0.0.0;0.0.1.1.0.0.0.8;100 / 100;0
0.0.1.1.0.0.0;0.0.1.1.0.0.0.9;100 / 100;0
0.0.1.1.0.0.0;0.0.1.1.0.0.0.10;200 / 200;0
0.0.1.1.0.0.1;0.0.1.1.0.0.1.2;200 / 200;0
0.0.1.1.0.0.1;0.0.1.1.0.0.1.6;100 / 100;0
0.0.1.1.0.0.1;0.0.1.1.0.0.1.7;100 / 100;0
0.0.1.1.0.0.1;0.0.1.1.0.0.1.8;100 / 100;0
0.0.1.1.0.0.1;0.0.1.1.0.0.1.10;300 / 300;0
0.0.1.1.0.0.1;0.0.1.1.0.0.1.11;100 / 100;0
0.0.1.1.0.0.2;0.0.1.1.0.0.2.0;200 / 200;0
0.0.1.1.0.0.2;0.0.1.1.0.0.2.3;200 / 200;0
0.0.1.1.0.0.2;0.0.1.1.0.0.2.6;200 / 200;0
0.0.1.1.0.0.2;0.0.1.1.0.0.2.10;200 / 200;0
0.0.1.1.0.0.3;0.0.1.1.0.0.3.1;300 / 300;0
0.0.1.1.0.0.3;0.0.1.1.0.0.3.3;100 / 100;0
0.0.1.1.0.0.3;0.0.1.1.0.0.3.4;200 / 200;0
0.0.1.1.0.0.3;0.0.1.1.0.0.3.5;100 / 100;0
0.0.1.1.0.0.3;0.0.1.1.0.0.3.10;100 / 100;0
0.0.1.1.0.1.0;0.0.1.1.0.1.0.0;100 / 100;0
0.0.1.1.0.1.0;0.0.1.1.0.1.0.7;300 / 300;0
0.0.1.1.0.1.0;0.0.1.1.0.1.0.9;100 / 100;0
0.0.1.1.0.1.0;0.0.1.1.0.1.0.11;100 / 100;0
0.0.1.1.0.1.1;0.0.1.1.0.1.1.0;100 / 100;0
0.0.1.1.0.1.1;0.0.1.1.0.1.1.2;100 / 100;0
0.0.1.1.0.1.1;0.0.1.1.0.1.1.4;200 / 200;0
0.0.1.1.0.1.1;0.0.1.1.0.1.1.9;100 / 100;0
0.0.1.1.0.1.2;0.0.1.1.0.1.2.0;100 / 100;0
0.0.1.1.0.1.2;0.0.1.1.0.1.2.2;100 / 100;0
0.0.1.1.0.1.2;0.0.1.1.0.1.2.9;100 / 100;0
0.0.1.1.0.1.2;0.0.1.1.0.1.2.10;100 / 100;0
0.0.1.1.0.1.2;0.0.1.1.0.1.2.12;100 / 100;0
0.0.1.1.0.1.3;0.0.1.1.0.1.3.1;100 / 100;0
0.0.1.1.0.1.3;0.0.1.1.0.1.3.2;100 / 100;0
0.0.1.1.0.1.3;0.0.1.1.0.1.3.5;200 / 200;0
0.0.1.1.0.1.3;0.0.1.1.0.1.3.6;100 / 100;0
0.0.1.1.0.1.3;0.0.1.1.0.1.3.9;100 / 100;0
0.0.1.1.0.2.0;0.0.1.1.0.2.0.1;100 / 100;0
