0.1.0.0;0.1.0.0.0;77796 / 78100;0
0.1.0.0.0;0.1.0.0.0.0;-19672 / 19700;1
0.1.0.0.0;0.1.0.0.0.1;-18082 / 18100;1
0.1.0.0.0;0.1.0.0.0.2;-19142 / 19400;1
0.1.0.0.0;0.1.0.0.0.3;-20800 / 20800;1
0.1.0.0.0.0;0.1.0.0.0.0.0;-19672 / 19700;1
0.1.0.0.0.1;0.1.0.0.0.1.0;-18082 / 18100;1
0.1.0.0.0.2;0.1.0.0.0.2.0;-19142 / 19400;1
0.1.0.0.0.3;0.1.0.0.0.3.0;-20800 / 20800;1
0.1.0.0.0.0.0;0.1.0.0.0.0.0.0;4792 / 4800;0
0.1.0.0.0.0.0;0.1.0.0.0.0.0.1;5098 / 5100;0
0.1.0.0.0.0.0;0.1.0.0.0.0.0.2;4897 / 4900;0
0.1.0.0.0.0.0;0.1.0.0.0.0.0.3;4785 / 4800;0
0.1.0.0.0.1.0;0.1.0.0.0.1.0.0;5297 / 5300;0
0.1.0.0.0.1.0;0.1.0.0.0.1.0.1;4394 / 4400;0
0.1.0.0.0.1.0;0.1.0.0.0.1.0.2;4593 / 4600;0
0.1.0.0.0.1.0;0.1.0.0.0.1.0.3;3698 / 3700;0
0.1.0.0.0.2.0;0.1.0.0.0.2.0.0;4244 / 4300;0
0.1.0.0.0.2.0;0.1.0.0.0.2.0.1;3898 / 3900;0
0.1.0.0.0.2.0;0.1.0.0.0.2.0.2;5913 / 6000;0
0.1.0.0.0.2.0;0.1.0.0.0.2.0.3;4989 / 5100;0
0.1.0.0.0.3.0;0.1.0.0.0.3.0.0;5700 / 5700;0
0.1.0.0.0.3.0;0.1.0.0.0.3.0.1;5900 / 5900;0
0.1.0.0.0.3.0;0.1.0.0.0.3.0.2;4900 / 4900;0
0.1.0.0.0.3.0;0.1.0.0.0.3.0.3;4200 / 4200;0
0.1.0.0.0.0.0.0;0.1.0.0.0.0.0.0.0;600 / 600;0
0.1.0.0.0.0.0.0;0.1.0.0.0.0.0.0.1;600 / 600;0
0.1.0.0.0.0.0.0;0.1.0.0.0.0.0.0.2;600 / 600;0
0.1.0.0.0.0.0.0;0.1.0.0.0.0.0.0.3;600 / 600;0
0.1.0.0.0.0.0.0;0.1.0.0.0.0.0.0.4;600 / 600;0
