0.2.0.0.0.2;0.2.0.0.0.2.0;128282 / 128300;0
0.2.0.0.0.2.0.5;0.2.0.0.0.2.0.5.15;-800 / 800;1
0.2.0.0.0.2.0.6;0.2.0.0.0.2.0.6.0;-800 / 800;1
0.2.0.0.0.2.0.6;0.2.0.0.0.2.0.6.1;-800 / 800;1
0.2.0.0.0.2.0.6;0.2.0.0.0.2.0.6.2;-800 / 800;1
0.2.0.0.0.2.0.6;0.2.0.0.0.2.0.6.3;-800 / 800;1
0.2.0.0.0.2.0.6;0.2.0.0.0.2.0.6.4;-800 / 800;1
0.2.0.0.0.2.0.6;0.2.0.0.0.2.0.6.5;-800 / 800;1
0.2.0.0.0.2.0.6;0.2.0.0.0.2.0.6.6;-800 / 800;1
0.2.0.0.0.2.0.6;0.2.0.0.0.2.0.6.7;-800 / 800;1
0.2.0.0.0.2.0.6;0.2.0.0.0.2.0.6.8;-800 / 800;1
0.2.0.0.0.2.0.6;0.2.0.0.0.2.0.6.9;-800 / 800;1
0.2.0.0.0.2.0.6;0.2.0.0.0.2.0.6.10;-800 / 800;1
0.2.0.0.0.2.0.6;0.2.0.0.0.2.0.6.11;-800 / 800;1
0.2.0.0.0.2.0.6;0.2.0.0.0.2.0.6.12;-700 / 700;1
0.2.0.0.0.2.0.6;0.2.0.0.0.2.0.6.13;-700 / 700;1
0.2.0.0.0.2.0.6;0.2.0.0.0.2.0.6.14;-700 / 700;1
0.2.0.0.0.2.0.6;0.2.0.0.0.2.0.6.15;-700 / 700;1
0.2.0.0.0.2.0.7;0.2.0.0.0.2.0.7.0;-800 / 800;1
0.2.0.0.0.2.0.7;0.2.0.0.0.2.0.7.1;-800 / 800;1
0.2.0.0.0.2.0.7;0.2.0.0.0.2.0.7.2;-800 / 800;1
0.2.0.0.0.2.0.7;0.2.0.0.0.2.0.7.3;-800 / 800;1
0.2.0.0.0.2.0.7;0.2.0.0.0.2.0.7.4;-700 / 700;1
0.2.0.0.0.2.0.7;0.2.0.0.0.2.0.7.5;-700 / 700;1
0.2.0.0.0.2.0.7;0.2.0.0.0.2.0.7.6;-700 / 700;1
0.2.0.0.0.2.0.7;0.2.0.0.0.2.0.7.7;-700 / 700;1
0.2.0.0.0.2.0.7;0.2.0.0.0.2.0.7.8;-700 / 700;1
0.2.0.0.0.2.0.7;0.2.0.0.0.2.0.7.9;-700 / 700;1
0.2.0.0.0.2.0.7;0.2.0.0.0.2.0.7.10;-700 / 700;1
0.2.0.0.0.2.0.7;0.2.0.0.0.2.0.7.11;-700 / 700;1
0.2.0.0.0.2.0.7;0.2.0.0.0.2.0.7.12;-700 / 700;1
0.2.0.0.0.2.0.7;0.2.0.0.0.2.0.7.13;-700 / 700;1
0.2.0.0.0.2.0.7;0.2.0.0.0.2.0.7.14;-700 / 700;1
0.2.0.0.0.2.0.7;0.2.0.0.0.2.0.7.15;-700 / 700;1
0.2.0.0.0.2.0.8;0.2.0.0.0.2.0.8.0;-900 / 900;1
0.2.0.0.0.2.0.8;0.2.0.0.0.2.0.8.1;-898 / 900;1
0.2.0.0.0.2.0.8;0.2.0.0.0.2.0.8.2;-897 / 900;1
0.2.0.0.0.2.0.8;0.2.0.0.0.2.0.8.3;-897 / 900;1
0.2.0.0.0.2.0.8;0.2.0.0.0.2.0.8.4;-899 / 900;1
0.2.0.0.0.2.0.8;0.2.0.0.0.2.0.8.5;-899 / 900;1
0.2.0.0.0.2.0.8;0.2.0.0.0.2.0.8.6;-899 / 900;1
0.2.0.0.0.2.0.8;0.2.0.0.0.2.0.8.7;-900 / 900;1
0.2.0.0.0.2.0.8;0.2.0.0.0.2.0.8.8;-900 / 900;1
0.2.0.0.0.2.0.8;0.2.0.0.0.2.0.8.9;-900 / 900;1
0.2.0.0.0.2.0.8;0.2.0.0.0.2.0.8.10;-900 / 900;1
0.2.0.0.0.2.0.8;0.2.0.0.0.2.0.8.11;-900 / 900;1
0.2.0.0.0.2.0.8;0.2.0.0.0.2.0.8.12;-800 / 800;1
0.2.0.0.0.2.0.8;0.2.0.0.0.2.0.8.13;-899 / 900;1
0.2.0.0.0.2.0.8;0.2.0.0.0.2.0.8.14;-800 / 800;1
0.2.0.0.0.2.0.8;0.2.0.0.0.2.0.8.15;-899 / 900;1
0.2.0.0.0.2.0.9;0.2.0.0.0.2.0.9.0;-1000 / 1000;1
0.2.0.0.0.2.0.9;0.2.0.0.0.2.0.9.1;-1000 / 1000;1
0.2.0.0.0.2.0.9;0.2.0.0.0.2.0.9.2;-1000 / 1000;1
0.2.0.0.0.2.0.9;0.2.0.0.0.2.0.9.3;-900 / 900;1
0.2.0.0.0.2.0.9;0.2.0.0.0.2.0.9.4;-900 / 900;1
0.2.0.0.0.2.0.9;0.2.0.0.0.2.0.9.5;-900 / 900;1
0.2.0.0.0.2.0.9;0.2.0.0.0.2.0.9.6;-900 / 900;1
0.2.0.0.0.2.0.9;0.2.0.0.0.2.0.9.7;-900 / 900;1
0.2.0.0.0.2.0.9;0.2.0.0.0.2.0.9.8;-900 / 900;1
0.2.0.0.0.2.0.9;0.2.0.0.0.2.0.9.9;-900 / 900;1
0.2.0.0.0.2.0.9;0.2.0.0.0.2.0.9.10;-900 / 900;1
0.2.0.0.0.2.0.9;0.2.0.0.0.2.0.9.11;-900 / 900;1
0.2.0.0.0.2.0.9;0.2.0.0.0.2.0.9.12;-900 / 900;1
0.2.0.0.0.2.0.9;0.2.0.0.0.2.0.9.13;-900 / 900;1
0.2.0.0.0.2.0.9;0.2.0.0.0.2.0.9.14;-900 / 900;1
0.2.0.0.0.2.0.9;0.2.0.0.0.2.0.9.15;-900 / 900;1
0.2.0.0.0.2.0.0.0;0.2.0.0.0.2.0.0.0.0;-100 / 100;1
0.2.0.0.0.2.0.0.0;0.2.0.0.0.2.0.0.0.1;-100 / 100;1
0.2.0.0.0.2.0.0.0;0.2.0.0.0.2.0.0.0.2;-100 / 100;1
0.2.0.0.0.2.0.0.0;0.2.0.0.0.2.0.0.0.3;-100 / 100;1
0.2.0.0.0.2.0.0.0;0.2.0.0.0.2.0.0.0.4;-100 / 100;1
0.2.0.0.0.2.0.0.0;0.2.0.0.0.2.0.0.0.5;-100 / 100;1
0.2.0.0.0.2.0.0.0;0.2.0.0.0.2.0.0.0.6;-100 / 100;1
0.2.0.0.0.2.0.0.0;0.2.0.0.0.2.0.0.0.7;-100 / 100;1
0.2.0.0.0.2.0.0.1;0.2.0.0.0.2.0.0.1.0;-100 / 100;1
0.2.0.0.0.2.0.0.1;0.2.0.0.0.2.0.0.1.1;-100 / 100;1
0.2.0.0.0.2.0.0.1;0.2.0.0.0.2.0.0.1.2;-100 / 100;1
0.2.0.0.0.2.0.0.1;0.2.0.0.0.2.0.0.1.3;-100 / 100;1
0.2.0.0.0.2.0.0.1;0.2.0.0.0.2.0.0.1.4;-100 / 100;1
0.2.0.0.0.2.0.0.1;0.2.0.0.0.2.0.0.1.5;-100 / 100;1
0.2.0.0.0.2.0.0.1;0.2.0.0.0.2.0.0.1.6;-100 / 100;1
0.2.0.0.0.2.0.0.1;0.2.0.0.0.2.0.0.1.7;-100 / 100;1
0.2.0.0.0.2.0.0.2;0.2.0.0.0.2.0.0.2.0;-100 / 100;1
0.2.0.0.0.2.0.0.2;0.2.0.0.0.2.0.0.2.1;-100 / 100;1
0.2.0.0.0.2.0.0.2;0.2.0.0.0.2.0.0.2.2;-100 / 100;1
0.2.0.0.0.2.0.0.2;0.2.0.0.0.2.0.0.2.3;-100 / 100;1
0.2.0.0.0.2.0.0.2;0.2.0.0.0.2.0.0.2.4;-100 / 100;1
0.2.0.0.0.2.0.0.2;0.2.0.0.0.2.0.0.2.5;-100 / 100;1
0.2.0.0.0.2.0.0.2;0.2.0.0.0.2.0.0.2.6;-100 / 100;1
0.2.0.0.0.2.0.0.2;0.2.0.0.0.2.0.0.2.7;-100 / 100;1
0.2.0.0.0.2.0.0.3;0.2.0.0.0.2.0.0.3.0;-200 / 200;1
0.2.0.0.0.2.0.0.3;0.2.0.0.0.2.0.0.3.1;-100 / 100;1
0.2.0.0.0.2.0.0.3;0.2.0.0.0.2.0.0.3.2;-100 / 100;1
0.2.0.0.0.2.0.0.3;0.2.0.0.0.2.0.0.3.3;-100 / 100;1
0.2.0.0.0.2.0.0.3;0.2.0.0.0.2.0.0.3.4;-100 / 100;1
0.2.0.0.0.2.0.0.3;0.2.0.0.0.2.0.0.3.5;-100 / 100;1
0.2.0.0.0.2.0.0.3;0.2.0.0.0.2.0.0.3.6;-100 / 100;1
0.2.0.0.0.2.0.0.4;0.2.0.0.0.2.0.0.4.0;-100 / 100;1
0.2.0.0.0.2.0.0.4;0.2.0.0.0.2.0.0.4.1;-100 / 100;1
0.2.0.0.0.2.0.0.4;0.2.0.0.0.2.0.0.4.2;-100 / 100;1
0.2.0.0.0.2.0.0.4;0.2.0.0.0.2.0.0.4.3;-100 / 100;1
0.2.0.0.0.2.0.0.4;0.2.0.0.0.2.0.0.4.4;-100 / 100;1
0.2.0.0.0.2.0.0.4;0.2.0.0.0.2.0.0.4.5;-100 / 100;1
0.2.0.0.0.2.0.0.4;0.2.0.0.0.2.0.0.4.6;-100 / 100;1
0.2.0.0.0.2.0.0.4;0.2.0.0.0.2.0.0.4.7;-100 / 100;1
0.2.0.0.0.2.0.0.5;0.2.0.0.0.2.0.0.5.0;-100 / 100;1
0.2.0.0.0.2.0.0.5;0.2.0.0.0.2.0.0.5.1;-100 / 100;1
0.2.0.0.0.2.0.0.5;0.2.0.0.0.2.0.0.5.2;-100 / 100;1
0.2.0.0.0.2.0.0.5;0.2.0.0.0.2.0.0.5.3;-100 / 100;1
0.2.0.0.0.2.0.0.5;0.2.0.0.0.2.0.0.5.4;-100 / 100;1
0.2.0.0.0.2.0.0.5;0.2.0.0.0.2.0.0.5.5;-100 / 100;1
0.2.0.0.0.2.0.0.5;0.2.0.0.0.2.0.0.5.6;-100 / 100;1
0.2.0.0.0.2.0.0.5;0.2.0.0.0.2.0.0.5.7;-100 / 100;1
0.2.0.0.0.2.0.0.6;0.2.0.0.0.2.0.0.6.0;-100 / 100;1
0.2.0.0.0.2.0.0.6;0.2.0.0.0.2.0.0.6.1;-100 / 100;1
0.2.0.0.0.2.0.0.6;0.2.0.0.0.2.0.0.6.2;-100 / 100;1
0.2.0.0.0.2.0.0.6;0.2.0.0.0.2.0.0.6.3;-100 / 100;1
0.2.0.0.0.2.0.0.6;0.2.0.0.0.2.0.0.6.4;-100 / 100;1
0.2.0.0.0.2.0.0.6;0.2.0.0.0.2.0.0.6.5;-100 / 100;1
0.2.0.0.0.2.0.0.6;0.2.0.0.0.2.0.0.6.6;-100 / 100;1
0.2.0.0.0.2.0.0.6;0.2.0.0.0.2.0.0.6.7;-100 / 100;1
0.2.0.0.0.2.0.0.7;0.2.0.0.0.2.0.0.7.0;-100 / 100;1
0.2.0.0.0.2.0.0.7;0.2.0.0.0.2.0.0.7.1;-100 / 100;1
0.2.0.0.0.2.0.0.7;0.2.0.0.0.2.0.0.7.2;-100 / 100;1
0.2.0.0.0.2.0.0.7;0.2.0.0.0.2.0.0.7.3;-100 / 100;1
0.2.0.0.0.2.0.0.7;0.2.0.0.0.2.0.0.7.4;-100 / 100;1
0.2.0.0.0.2.0.0.7;0.2.0.0.0.2.0.0.7.5;-100 / 100;1
0.2.0.0.0.2.0.0.7;0.2.0.0.0.2.0.0.7.6;-100 / 100;1
0.2.0.0.0.2.0.0.7;0.2.0.0.0.2.0.0.7.7;-100 / 100;1
0.2.0.0.0.2.0.0.8;0.2.0.0.0.2.0.0.8.0;-800 / 800;1
0.2.0.0.0.2.0.0.9;0.2.0.0.0.2.0.0.9.0;-800 / 800;1
0.2.0.0.0.2.0.0.10;0.2.0.0.0.2.0.0.10.0;-800 / 800;1
0.2.0.0.0.2.0.0.11;0.2.0.0.0.2.0.0.11.0;-800 / 800;1
0.2.0.0.0.2.0.0.12;0.2.0.0.0.2.0.0.12.0;-800 / 800;1
0.2.0.0.0.2.0.0.13;0.2.0.0.0.2.0.0.13.0;-700 / 700;1
0.2.0.0.0.2.0.0.14;0.2.0.0.0.2.0.0.14.0;-700 / 700;1
0.2.0.0.0.2.0.0.15;0.2.0.0.0.2.0.0.15.0;-700 / 700;1
0.2.0.0.0.2.0.1.0;0.2.0.0.0.2.0.1.0.0;-100 / 100;1
0.2.0.0.0.2.0.1.0;0.2.0.0.0.2.0.1.0.1;-100 / 100;1
0.2.0.0.0.2.0.1.0;0.2.0.0.0.2.0.1.0.2;-100 / 100;1
0.2.0.0.0.2.0.1.0;0.2.0.0.0.2.0.1.0.3;-100 / 100;1
0.2.0.0.0.2.0.1.0;0.2.0.0.0.2.0.1.0.4;-100 / 100;1
0.2.0.0.0.2.0.1.0;0.2.0.0.0.2.0.1.0.5;-100 / 100;1
0.2.0.0.0.2.0.1.1;0.2.0.0.0.2.0.1.1.0;-100 / 100;1
0.2.0.0.0.2.0.1.1;0.2.0.0.0.2.0.1.1.1;-100 / 100;1
0.2.0.0.0.2.0.1.1;0.2.0.0.0.2.0.1.1.2;-100 / 100;1
0.2.0.0.0.2.0.1.1;0.2.0.0.0.2.0.1.1.3;-100 / 100;1
0.2.0.0.0.2.0.1.1;0.2.0.0.0.2.0.1.1.4;-100 / 100;1
0.2.0.0.0.2.0.1.1;0.2.0.0.0.2.0.1.1.5;-100 / 100;1
0.2.0.0.0.2.0.1.2;0.2.0.0.0.2.0.1.2.0;-100 / 100;1
0.2.0.0.0.2.0.1.2;0.2.0.0.0.2.0.1.2.1;-100 / 100;1
0.2.0.0.0.2.0.1.2;0.2.0.0.0.2.0.1.2.2;-100 / 100;1
0.2.0.0.0.2.0.1.2;0.2.0.0.0.2.0.1.2.3;-100 / 100;1
0.2.0.0.0.2.0.1.2;0.2.0.0.0.2.0.1.2.4;-100 / 100;1
0.2.0.0.0.2.0.1.2;0.2.0.0.0.2.0.1.2.5;-100 / 100;1
0.2.0.0.0.2.0.1.3;0.2.0.0.0.2.0.1.3.0;-100 / 100;1
0.2.0.0.0.2.0.1.3;0.2.0.0.0.2.0.1.3.1;-100 / 100;1
0.2.0.0.0.2.0.1.3;0.2.0.0.0.2.0.1.3.2;-100 / 100;1
0.2.0.0.0.2.0.1.3;0.2.0.0.0.2.0.1.3.3;-100 / 100;1
0.2.0.0.0.2.0.1.3;0.2.0.0.0.2.0.1.3.4;-100 / 100;1
0.2.0.0.0.2.0.1.3;0.2.0.0.0.2.0.1.3.5;-100 / 100;1
0.2.0.0.0.2.0.1.4;0.2.0.0.0.2.0.1.4.0;-100 / 100;1
0.2.0.0.0.2.0.1.4;0.2.0.0.0.2.0.1.4.1;-100 / 100;1
0.2.0.0.0.2.0.1.4;0.2.0.0.0.2.0.1.4.2;-100 / 100;1
0.2.0.0.0.2.0.1.4;0.2.0.0.0.2.0.1.4.3;-100 / 100;1
0.2.0.0.0.2.0.1.4;0.2.0.0.0.2.0.1.4.4;-100 / 100;1
0.2.0.0.0.2.0.1.4;0.2.0.0.0.2.0.1.4.5;-100 / 100;1
0.2.0.0.0.2.0.1.5;0.2.0.0.0.2.0.1.5.0;-100 / 100;1
0.2.0.0.0.2.0.1.5;0.2.0.0.0.2.0.1.5.1;-100 / 100;1
0.2.0.0.0.2.0.1.5;0.2.0.0.0.2.0.1.5.2;-100 / 100;1
0.2.0.0.0.2.0.1.5;0.2.0.0.0.2.0.1.5.3;-100 / 100;1
0.2.0.0.0.2.0.1.5;0.2.0.0.0.2.0.1.5.4;-100 / 100;1
0.2.0.0.0.2.0.1.5;0.2.0.0.0.2.0.1.5.5;-100 / 100;1
0.2.0.0.0.2.0.1.6;0.2.0.0.0.2.0.1.6.0;-100 / 100;1
0.2.0.0.0.2.0.1.6;0.2.0.0.0.2.0.1.6.1;-100 / 100;1
0.2.0.0.0.2.0.1.6;0.2.0.0.0.2.0.1.6.2;-100 / 100;1
0.2.0.0.0.2.0.1.6;0.2.0.0.0.2.0.1.6.3;-100 / 100;1
0.2.0.0.0.2.0.1.6;0.2.0.0.0.2.0.1.6.4;-100 / 100;1
0.2.0.0.0.2.0.1.6;0.2.0.0.0.2.0.1.6.5;-100 / 100;1
0.2.0.0.0.2.0.1.7;0.2.0.0.0.2.0.1.7.0;-100 / 100;1
0.2.0.0.0.2.0.1.7;0.2.0.0.0.2.0.1.7.1;-100 / 100;1
0.2.0.0.0.2.0.1.7;0.2.0.0.0.2.0.1.7.2;-100 / 100;1
0.2.0.0.0.2.0.1.7;0.2.0.0.0.2.0.1.7.3;-100 / 100;1
0.2.0.0.0.2.0.1.7;0.2.0.0.0.2.0.1.7.4;-100 / 100;1
0.2.0.0.0.2.0.1.8;0.2.0.0.0.2.0.1.8.0;-500 / 500;1
0.2.0.0.0.2.0.1.9;0.2.0.0.0.2.0.1.9.0;-500 / 500;1
0.2.0.0.0.2.0.1.10;0.2.0.0.0.2.0.1.10.0;-500 / 500;1
0.2.0.0.0.2.0.1.11;0.2.0.0.0.2.0.1.11.0;-500 / 500;1
0.2.0.0.0.2.0.1.12;0.2.0.0.0.2.0.1.12.0;-500 / 500;1
0.2.0.0.0.2.0.1.13;0.2.0.0.0.2.0.1.13.0;-500 / 500;1
0.2.0.0.0.2.0.1.14;0.2.0.0.0.2.0.1.14.0;-500 / 500;1
0.2.0.0.0.2.0.1.15;0.2.0.0.0.2.0.1.15.0;-500 / 500;1
0.2.0.0.0.2.0.2.0;0.2.0.0.0.2.0.2.0.0;-100 / 100;1
0.2.0.0.0.2.0.2.0;0.2.0.0.0.2.0.2.0.1;-100 / 100;1
0.2.0.0.0.2.0.2.0;0.2.0.0.0.2.0.2.0.2;-100 / 100;1
0.2.0.0.0.2.0.2.0;0.2.0.0.0.2.0.2.0.3;-100 / 100;1
0.2.0.0.0.2.0.2.0;0.2.0.0.0.2.0.2.0.4;-100 / 100;1
0.2.0.0.0.2.0.2.0;0.2.0.0.0.2.0.2.0.5;-100 / 100;1
0.2.0.0.0.2.0.2.1;0.2.0.0.0.2.0.2.1.0;-100 / 100;1
0.2.0.0.0.2.0.2.1;0.2.0.0.0.2.0.2.1.1;-100 / 100;1
0.2.0.0.0.2.0.2.1;0.2.0.0.0.2.0.2.1.2;-100 / 100;1
0.2.0.0.0.2.0.2.1;0.2.0.0.0.2.0.2.1.3;-100 / 100;1
0.2.0.0.0.2.0.2.1;0.2.0.0.0.2.0.2.1.4;-100 / 100;1
0.2.0.0.0.2.0.2.1;0.2.0.0.0.2.0.2.1.5;-100 / 100;1
0.2.0.0.0.2.0.2.2;0.2.0.0.0.2.0.2.2.0;-100 / 100;1
0.2.0.0.0.2.0.2.2;0.2.0.0.0.2.0.2.2.1;-100 / 100;1
0.2.0.0.0.2.0.2.2;0.2.0.0.0.2.0.2.2.2;-100 / 100;1
