0.2.0.0.0.2;0.2.0.0.0.2.0;128282 / 128300;0
0.2.0.0.0.2.0;0.2.0.0.0.2.0.0;-14100 / 14100;1
0.2.0.0.0.2.0;0.2.0.0.0.2.0.1;-10300 / 10300;1
0.2.0.0.0.2.0;0.2.0.0.0.2.0.2;-10100 / 10100;1
0.2.0.0.0.2.0;0.2.0.0.0.2.0.3;-11896 / 11900;1
0.2.0.0.0.2.0;0.2.0.0.0.2.0.4;-14699 / 14700;1
0.2.0.0.0.2.0;0.2.0.0.0.2.0.5;-14200 / 14200;1
0.2.0.0.0.2.0;0.2.0.0.0.2.0.6;-12400 / 12400;1
0.2.0.0.0.2.0;0.2.0.0.0.2.0.7;-11600 / 11600;1
0.2.0.0.0.2.0;0.2.0.0.0.2.0.8;-14187 / 14200;1
0.2.0.0.0.2.0;0.2.0.0.0.2.0.9;-14700 / 14700;1
0.2.0.0.0.2.0.0;0.2.0.0.0.2.0.0.0;-900 / 900;1
0.2.0.0.0.2.0.0;0.2.0.0.0.2.0.0.1;-900 / 900;1
0.2.0.0.0.2.0.0;0.2.0.0.0.2.0.0.2;-900 / 900;1
0.2.0.0.0.2.0.0;0.2.0.0.0.2.0.0.3;-900 / 900;1
0.2.0.0.0.2.0.0;0.2.0.0.0.2.0.0.4;-900 / 900;1
0.2.0.0.0.2.0.0;0.2.0.0.0.2.0.0.5;-900 / 900;1
0.2.0.0.0.2.0.0;0.2.0.0.0.2.0.0.6;-900 / 900;1
0.2.0.0.0.2.0.0;0.2.0.0.0.2.0.0.7;-900 / 900;1
0.2.0.0.0.2.0.0;0.2.0.0.0.2.0.0.8;-900 / 900;1
0.2.0.0.0.2.0.0;0.2.0.0.0.2.0.0.9;-900 / 900;1
0.2.0.0.0.2.0.0;0.2.0.0.0.2.0.0.10;-900 / 900;1
0.2.0.0.0.2.0.0;0.2.0.0.0.2.0.0.11;-900 / 900;1
0.2.0.0.0.2.0.0;0.2.0.0.0.2.0.0.12;-900 / 900;1
0.2.0.0.0.2.0.0;0.2.0.0.0.2.0.0.13;-800 / 800;1
0.2.0.0.0.2.0.0;0.2.0.0.0.2.0.0.14;-800 / 800;1
0.2.0.0.0.2.0.0;0.2.0.0.0.2.0.0.15;-800 / 800;1
0.2.0.0.0.2.0.1;0.2.0.0.0.2.0.1.0;-700 / 700;1
0.2.0.0.0.2.0.1;0.2.0.0.0.2.0.1.1;-700 / 700;1
0.2.0.0.0.2.0.1;0.2.0.0.0.2.0.1.2;-700 / 700;1
0.2.0.0.0.2.0.1;0.2.0.0.0.2.0.1.3;-700 / 700;1
0.2.0.0.0.2.0.1;0.2.0.0.0.2.0.1.4;-700 / 700;1
0.2.0.0.0.2.0.1;0.2.0.0.0.2.0.1.5;-700 / 700;1
0.2.0.0.0.2.0.1;0.2.0.0.0.2.0.1.6;-700 / 700;1
0.2.0.0.0.2.0.1;0.2.0.0.0.2.0.1.7;-600 / 600;1
0.2.0.0.0.2.0.1;0.2.0.0.0.2.0.1.8;-600 / 600;1
0.2.0.0.0.2.0.1;0.2.0.0.0.2.0.1.9;-600 / 600;1
0.2.0.0.0.2.0.1;0.2.0.0.0.2.0.1.10;-600 / 600;1
0.2.0.0.0.2.0.1;0.2.0.0.0.2.0.1.11;-600 / 600;1
0.2.0.0.0.2.0.1;0.2.0.0.0.2.0.1.12;-600 / 600;1
0.2.0.0.0.2.0.1;0.2.0.0.0.2.0.1.13;-600 / 600;1
0.2.0.0.0.2.0.1;0.2.0.0.0.2.0.1.14;-600 / 600;1
0.2.0.0.0.2.0.1;0.2.0.0.0.2.0.1.15;-600 / 600;1
0.2.0.0.0.2.0.2;0.2.0.0.0.2.0.2.0;-700 / 700;1
0.2.0.0.0.2.0.2;0.2.0.0.0.2.0.2.1;-700 / 700;1
0.2.0.0.0.2.0.2;0.2.0.0.0.2.0.2.2;-700 / 700;1
0.2.0.0.0.2.0.2;0.2.0.0.0.2.0.2.3;-700 / 700;1
0.2.0.0.0.2.0.2;0.2.0.0.0.2.0.2.4;-700 / 700;1
0.2.0.0.0.2.0.2;0.2.0.0.0.2.0.2.5;-600 / 600;1
0.2.0.0.0.2.0.2;0.2.0.0.0.2.0.2.6;-600 / 600;1
0.2.0.0.0.2.0.2;0.2.0.0.0.2.0.2.7;-600 / 600;1
0.2.0.0.0.2.0.2;0.2.0.0.0.2.0.2.8;-600 / 600;1
0.2.0.0.0.2.0.2;0.2.0.0.0.2.0.2.9;-600 / 600;1
0.2.0.0.0.2.0.2;0.2.0.0.0.2.0.2.10;-600 / 600;1
0.2.0.0.0.2.0.2;0.2.0.0.0.2.0.2.11;-600 / 600;1
0.2.0.0.0.2.0.2;0.2.0.0.0.2.0.2.12;-600 / 600;1
0.2.0.0.0.2.0.2;0.2.0.0.0.2.0.2.13;-600 / 600;1
0.2.0.0.0.2.0.2;0.2.0.0.0.2.0.2.14;-600 / 600;1
0.2.0.0.0.2.0.2;0.2.0.0.0.2.0.2.15;-600 / 600;1
0.2.0.0.0.2.0.3;0.2.0.0.0.2.0.3.0;-800 / 800;1
0.2.0.0.0.2.0.3;0.2.0.0.0.2.0.3.1;-800 / 800;1
0.2.0.0.0.2.0.3;0.2.0.0.0.2.0.3.2;-800 / 800;1
0.2.0.0.0.2.0.3;0.2.0.0.0.2.0.3.3;-799 / 800;1
0.2.0.0.0.2.0.3;0.2.0.0.0.2.0.3.4;-700 / 700;1
0.2.0.0.0.2.0.3;0.2.0.0.0.2.0.3.5;-700 / 700;1
0.2.0.0.0.2.0.3;0.2.0.0.0.2.0.3.6;-700 / 700;1
0.2.0.0.0.2.0.3;0.2.0.0.0.2.0.3.7;-700 / 700;1
0.2.0.0.0.2.0.3;0.2.0.0.0.2.0.3.8;-700 / 700;1
0.2.0.0.0.2.0.3;0.2.0.0.0.2.0.3.9;-700 / 700;1
0.2.0.0.0.2.0.3;0.2.0.0.0.2.0.3.10;-799 / 800;1
0.2.0.0.0.2.0.3;0.2.0.0.0.2.0.3.11;-700 / 700;1
0.2.0.0.0.2.0.3;0.2.0.0.0.2.0.3.12;-700 / 700;1
0.2.0.0.0.2.0.3;0.2.0.0.0.2.0.3.13;-799 / 800;1
0.2.0.0.0.2.0.3;0.2.0.0.0.2.0.3.14;-799 / 800;1
0.2.0.0.0.2.0.3;0.2.0.0.0.2.0.3.15;-700 / 700;1
0.2.0.0.0.2.0.4;0.2.0.0.0.2.0.4.0;-1000 / 1000;1
0.2.0.0.0.2.0.4;0.2.0.0.0.2.0.4.1;-1000 / 1000;1
0.2.0.0.0.2.0.4;0.2.0.0.0.2.0.4.2;-999 / 1000;1
0.2.0.0.0.2.0.4;0.2.0.0.0.2.0.4.3;-900 / 900;1
0.2.0.0.0.2.0.4;0.2.0.0.0.2.0.4.4;-900 / 900;1
0.2.0.0.0.2.0.4;0.2.0.0.0.2.0.4.5;-900 / 900;1
0.2.0.0.0.2.0.4;0.2.0.0.0.2.0.4.6;-900 / 900;1
0.2.0.0.0.2.0.4;0.2.0.0.0.2.0.4.7;-900 / 900;1
0.2.0.0.0.2.0.4;0.2.0.0.0.2.0.4.8;-900 / 900;1
0.2.0.0.0.2.0.4;0.2.0.0.0.2.0.4.9;-900 / 900;1
0.2.0.0.0.2.0.4;0.2.0.0.0.2.0.4.10;-900 / 900;1
0.2.0.0.0.2.0.4;0.2.0.0.0.2.0.4.11;-900 / 900;1
0.2.0.0.0.2.0.4;0.2.0.0.0.2.0.4.12;-900 / 900;1
0.2.0.0.0.2.0.4;0.2.0.0.0.2.0.4.13;-900 / 900;1
0.2.0.0.0.2.0.4;0.2.0.0.0.2.0.4.14;-900 / 900;1
0.2.0.0.0.2.0.4;0.2.0.0.0.2.0.4.15;-900 / 900;1
0.2.0.0.0.2.0.5;0.2.0.0.0.2.0.5.0;-900 / 900;1
0.2.0.0.0.2.0.5;0.2.0.0.0.2.0.5.1;-900 / 900;1
0.2.0.0.0.2.0.5;0.2.0.0.0.2.0.5.2;-900 / 900;1
0.2.0.0.0.2.0.5;0.2.0.0.0.2.0.5.3;-900 / 900;1
0.2.0.0.0.2.0.5;0.2.0.0.0.2.0.5.4;-900 / 900;1
0.2.0.0.0.2.0.5;0.2.0.0.0.2.0.5.5;-900 / 900;1
0.2.0.0.0.2.0.5;0.2.0.0.0.2.0.5.6;-900 / 900;1
0.2.0.0.0.2.0.5;0.2.0.0.0.2.0.5.7;-900 / 900;1
0.2.0.0.0.2.0.5;0.2.0.0.0.2.0.5.8;-900 / 900;1
0.2.0.0.0.2.0.5;0.2.0.0.0.2.0.5.9;-900 / 900;1
0.2.0.0.0.2.0.5;0.2.0.0.0.2.0.5.10;-900 / 900;1
0.2.0.0.0.2.0.5;0.2.0.0.0.2.0.5.11;-900 / 900;1
0.2.0.0.0.2.0.5;0.2.0.0.0.2.0.5.12;-900 / 900;1
0.2.0.0.0.2.0.5;0.2.0.0.0.2.0.5.13;-900 / 900;1
0.2.0.0.0.2.0.5;0.2.0.0.0.2.0.5.14;-800 / 800;1
