0.4.3.2;0.4.3.2.0;149011 / 149100;0
0.4.3.2.0;0.4.3.2.0.0;-19600 / 19600;1
0.4.3.2.0;0.4.3.2.0.1;-18400 / 18400;1
0.4.3.2.0;0.4.3.2.0.2;-19248 / 19300;1
0.4.3.2.0;0.4.3.2.0.3;-19600 / 19600;1
0.4.3.2.0;0.4.3.2.0.4;-17800 / 17800;1
0.4.3.2.0;0.4.3.2.0.5;-19263 / 19300;1
0.4.3.2.0;0.4.3.2.0.6;-17000 / 17000;1
0.4.3.2.0;0.4.3.2.0.7;-18000 / 18000;1
0.4.3.2.0.0;0.4.3.2.0.0.0;-3300 / 3300;1
0.4.3.2.0.0;0.4.3.2.0.0.1;-3300 / 3300;1
0.4.3.2.0.0;0.4.3.2.0.0.2;-3300 / 3300;1
0.4.3.2.0.0;0.4.3.2.0.0.3;-3300 / 3300;1
0.4.3.2.0.0;0.4.3.2.0.0.4;-3200 / 3200;1
0.4.3.2.0.0;0.4.3.2.0.0.5;-3200 / 3200;1
0.4.3.2.0.1;0.4.3.2.0.1.0;-3100 / 3100;1
0.4.3.2.0.1;0.4.3.2.0.1.1;-3100 / 3100;1
0.4.3.2.0.1;0.4.3.2.0.1.2;-3100 / 3100;1
0.4.3.2.0.1;0.4.3.2.0.1.3;-3100 / 3100;1
0.4.3.2.0.1;0.4.3.2.0.1.4;-3000 / 3000;1
0.4.3.2.0.1;0.4.3.2.0.1.5;-3000 / 3000;1
0.4.3.2.0.2;0.4.3.2.0.2.0;-3200 / 3200;1
0.4.3.2.0.2;0.4.3.2.0.2.1;-3181 / 3200;1
0.4.3.2.0.2;0.4.3.2.0.2.2;-3200 / 3200;1
0.4.3.2.0.2;0.4.3.2.0.2.3;-3200 / 3200;1
0.4.3.2.0.2;0.4.3.2.0.2.4;-3267 / 3300;1
0.4.3.2.0.2;0.4.3.2.0.2.5;-3200 / 3200;1
0.4.3.2.0.3;0.4.3.2.0.3.0;-3300 / 3300;1
0.4.3.2.0.3;0.4.3.2.0.3.1;-3300 / 3300;1
0.4.3.2.0.3;0.4.3.2.0.3.2;-3300 / 3300;1
0.4.3.2.0.3;0.4.3.2.0.3.3;-3300 / 3300;1
0.4.3.2.0.3;0.4.3.2.0.3.4;-3200 / 3200;1
0.4.3.2.0.3;0.4.3.2.0.3.5;-3200 / 3200;1
0.4.3.2.0.4;0.4.3.2.0.4.0;-3000 / 3000;1
0.4.3.2.0.4;0.4.3.2.0.4.1;-3000 / 3000;1
0.4.3.2.0.4;0.4.3.2.0.4.2;-3000 / 3000;1
0.4.3.2.0.4;0.4.3.2.0.4.3;-3000 / 3000;1
0.4.3.2.0.4;0.4.3.2.0.4.4;-2900 / 2900;1
0.4.3.2.0.4;0.4.3.2.0.4.5;-2900 / 2900;1
0.4.3.2.0.5;0.4.3.2.0.5.0;-3200 / 3200;1
0.4.3.2.0.5;0.4.3.2.0.5.1;-3281 / 3300;1
0.4.3.2.0.5;0.4.3.2.0.5.2;-3200 / 3200;1
0.4.3.2.0.5;0.4.3.2.0.5.3;-3200 / 3200;1
0.4.3.2.0.5;0.4.3.2.0.5.4;-3182 / 3200;1
0.4.3.2.0.5;0.4.3.2.0.5.5;-3200 / 3200;1
0.4.3.2.0.6;0.4.3.2.0.6.0;-2900 / 2900;1
0.4.3.2.0.6;0.4.3.2.0.6.1;-2900 / 2900;1
0.4.3.2.0.6;0.4.3.2.0.6.2;-2800 / 2800;1
0.4.3.2.0.6;0.4.3.2.0.6.3;-2800 / 2800;1
0.4.3.2.0.6;0.4.3.2.0.6.4;-2800 / 2800;1
0.4.3.2.0.6;0.4.3.2.0.6.5;-2800 / 2800;1
0.4.3.2.0.7;0.4.3.2.0.7.0;-3000 / 3000;1
0.4.3.2.0.7;0.4.3.2.0.7.1;-3000 / 3000;1
0.4.3.2.0.7;0.4.3.2.0.7.2;-3000 / 3000;1
0.4.3.2.0.7;0.4.3.2.0.7.3;-3000 / 3000;1
0.4.3.2.0.7;0.4.3.2.0.7.4;-3000 / 3000;1
0.4.3.2.0.7;0.4.3.2.0.7.5;-3000 / 3000;1
0.4.3.2.0.0.0;0.4.3.2.0.0.0.0;-3200 / 3200;1
0.4.3.2.0.0.1;0.4.3.2.0.0.1.0;-3200 / 3200;1
0.4.3.2.0.0.2;0.4.3.2.0.0.2.0;-3200 / 3200;1
0.4.3.2.0.0.3;0.4.3.2.0.0.3.0;-3200 / 3200;1
0.4.3.2.0.0.4;0.4.3.2.0.0.4.0;-3100 / 3100;1
0.4.3.2.0.0.5;0.4.3.2.0.0.5.0;-3100 / 3100;1
0.4.3.2.0.1.0;0.4.3.2.0.1.0.0;-3000 / 3000;1
0.4.3.2.0.1.1;0.4.3.2.0.1.1.0;-3000 / 3000;1
0.4.3.2.0.1.2;0.4.3.2.0.1.2.0;-3000 / 3000;1
0.4.3.2.0.1.3;0.4.3.2.0.1.3.0;-3000 / 3000;1
0.4.3.2.0.1.4;0.4.3.2.0.1.4.0;-2900 / 2900;1
0.4.3.2.0.1.5;0.4.3.2.0.1.5.0;-2900 / 2900;1
0.4.3.2.0.2.0;0.4.3.2.0.2.0.0;-3100 / 3100;1
0.4.3.2.0.2.1;0.4.3.2.0.2.1.0;-3082 / 3100;1
0.4.3.2.0.2.2;0.4.3.2.0.2.2.0;-3100 / 3100;1
0.4.3.2.0.2.3;0.4.3.2.0.2.3.0;-3100 / 3100;1
0.4.3.2.0.2.4;0.4.3.2.0.2.4.0;-3168 / 3200;1
0.4.3.2.0.2.5;0.4.3.2.0.2.5.0;-3100 / 3100;1
0.4.3.2.0.3.0;0.4.3.2.0.3.0.0;-3200 / 3200;1
0.4.3.2.0.3.1;0.4.3.2.0.3.1.0;-3200 / 3200;1
0.4.3.2.0.3.2;0.4.3.2.0.3.2.0;-3200 / 3200;1
0.4.3.2.0.3.3;0.4.3.2.0.3.3.0;-3200 / 3200;1
0.4.3.2.0.3.4;0.4.3.2.0.3.4.0;-3100 / 3100;1
0.4.3.2.0.3.5;0.4.3.2.0.3.5.0;-3100 / 3100;1
0.4.3.2.0.4.0;0.4.3.2.0.4.0.0;-2900 / 2900;1
0.4.3.2.0.4.1;0.4.3.2.0.4.1.0;-2900 / 2900;1
0.4.3.2.0.4.2;0.4.3.2.0.4.2.0;-2900 / 2900;1
0.4.3.2.0.4.3;0.4.3.2.0.4.3.0;-2900 / 2900;1
0.4.3.2.0.4.4;0.4.3.2.0.4.4.0;-2800 / 2800;1
0.4.3.2.0.4.5;0.4.3.2.0.4.5.0;-2800 / 2800;1
0.4.3.2.0.5.0;0.4.3.2.0.5.0.0;-3100 / 3100;1
0.4.3.2.0.5.1;0.4.3.2.0.5.1.0;-3182 / 3200;1
0.4.3.2.0.5.2;0.4.3.2.0.5.2.0;-3100 / 3100;1
0.4.3.2.0.5.3;0.4.3.2.0.5.3.0;-3100 / 3100;1
0.4.3.2.0.5.4;0.4.3.2.0.5.4.0;-3082 / 3100;1
0.4.3.2.0.5.5;0.4.3.2.0.5.5.0;-3100 / 3100;1
0.4.3.2.0.6.0;0.4.3.2.0.6.0.0;-2800 / 2800;1
0.4.3.2.0.6.1;0.4.3.2.0.6.1.0;-2800 / 2800;1
0.4.3.2.0.6.2;0.4.3.2.0.6.2.0;-2700 / 2700;1
0.4.3.2.0.6.3;0.4.3.2.0.6.3.0;-2700 / 2700;1
0.4.3.2.0.6.4;0.4.3.2.0.6.4.0;-2700 / 2700;1
0.4.3.2.0.6.5;0.4.3.2.0.6.5.0;-2700 / 2700;1
0.4.3.2.0.7.0;0.4.3.2.0.7.0.0;-2900 / 2900;1
0.4.3.2.0.7.1;0.4.3.2.0.7.1.0;-2900 / 2900;1
0.4.3.2.0.7.2;0.4.3.2.0.7.2.0;-2900 / 2900;1
0.4.3.2.0.7.3;0.4.3.2.0.7.3.0;-2900 / 2900;1
0.4.3.2.0.7.4;0.4.3.2.0.7.4.0;-2900 / 2900;1
0.4.3.2.0.7.5;0.4.3.2.0.7.5.0;-2900 / 2900;1
