0.0.0.0;0.0.0.0.0;49300 / 49300;0
0.0.0.0.0;0.0.0.0.0.0;-12500 / 12500;1
0.0.0.0.0;0.0.0.0.0.1;-13000 / 13000;1
0.0.0.0.0;0.0.0.0.0.2;-12100 / 12100;1
0.0.0.0.0;0.0.0.0.0.3;-11600 / 11600;1
0.0.0.0.0.0;0.0.0.0.0.0.0;-2500 / 2500;1
0.0.0.0.0.0;0.0.0.0.0.0.1;-2500 / 2500;1
0.0.0.0.0.0;0.0.0.0.0.0.2;-2500 / 2500;1
0.0.0.0.0.0;0.0.0.0.0.0.3;-2500 / 2500;1
0.0.0.0.0.0;0.0.0.0.0.0.4;-2500 / 2500;1
0.0.0.0.0.1;0.0.0.0.0.1.0;-2600 / 2600;1
0.0.0.0.0.1;0.0.0.0.0.1.1;-2600 / 2600;1
0.0.0.0.0.1;0.0.0.0.0.1.2;-2600 / 2600;1
0.0.0.0.0.1;0.0.0.0.0.1.3;-2600 / 2600;1
0.0.0.0.0.1;0.0.0.0.0.1.4;-2600 / 2600;1
0.0.0.0.0.2;0.0.0.0.0.2.0;-2500 / 2500;1
0.0.0.0.0.2;0.0.0.0.0.2.1;-2400 / 2400;1
0.0.0.0.0.2;0.0.0.0.0.2.2;-2400 / 2400;1
0.0.0.0.0.2;0.0.0.0.0.2.3;-2400 / 2400;1
0.0.0.0.0.2;0.0.0.0.0.2.4;-2400 / 2400;1
0.0.0.0.0.3;0.0.0.0.0.3.0;-2400 / 2400;1
0.0.0.0.0.3;0.0.0.0.0.3.1;-2300 / 2300;1
0.0.0.0.0.3;0.0.0.0.0.3.2;-2300 / 2300;1
0.0.0.0.0.3;0.0.0.0.0.3.3;-2300 / 2300;1
0.0.0.0.0.3;0.0.0.0.0.3.4;-2300 / 2300;1
0.0.0.0.0.0.0;0.0.0.0.0.0.0.0;-2400 / 2400;1
0.0.0.0.0.0.1;0.0.0.0.0.0.1.0;-2400 / 2400;1
0.0.0.0.0.0.2;0.0.0.0.0.0.2.0;-2400 / 2400;1
0.0.0.0.0.0.3;0.0.0.0.0.0.3.0;-2400 / 2400;1
0.0.0.0.0.0.4;0.0.0.0.0.0.4.0;-2400 / 2400;1
0.0.0.0.0.1.0;0.0.0.0.0.1.0.0;-2500 / 2500;1
0.0.0.0.0.1.1;0.0.0.0.0.1.1.0;-2500 / 2500;1
0.0.0.0.0.1.2;0.0.0.0.0.1.2.0;-2500 / 2500;1
0.0.0.0.0.1.3;0.0.0.0.0.1.3.0;-2500 / 2500;1
0.0.0.0.0.1.4;0.0.0.0.0.1.4.0;-2500 / 2500;1
0.0.0.0.0.2.0;0.0.0.0.0.2.0.0;-2400 / 2400;1
0.0.0.0.0.2.1;0.0.0.0.0.2.1.0;-2300 / 2300;1
0.0.0.0.0.2.2;0.0.0.0.0.2.2.0;-2300 / 2300;1
0.0.0.0.0.2.3;0.0.0.0.0.2.3.0;-2300 / 2300;1
0.0.0.0.0.2.4;0.0.0.0.0.2.4.0;-2300 / 2300;1
0.0.0.0.0.3.0;0.0.0.0.0.3.0.0;-2300 / 2300;1
0.0.0.0.0.3.1;0.0.0.0.0.3.1.0;-2200 / 2200;1
0.0.0.0.0.3.2;0.0.0.0.0.3.2.0;-2200 / 2200;1
0.0.0.0.0.3.3;0.0.0.0.0.3.3.0;-2200 / 2200;1
0.0.0.0.0.3.4;0.0.0.0.0.3.4.0;-2200 / 2200;1
0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.0;500 / 500;0
0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.1;600 / 600;0
0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.2;600 / 600;0
