0.3;0.3.0;34996 / 35000;0
0.3.0.0.2;0.3.0.0.2.2;-200 / 200;1
0.3.0.0.2;0.3.0.0.2.3;-200 / 200;1
0.3.0.0.2;0.3.0.0.2.4;-200 / 200;1
0.3.0.0.2;0.3.0.0.2.5;-200 / 200;1
0.3.0.0.3;0.3.0.0.3.0;-1600 / 1600;1
0.3.0.0.4;0.3.0.0.4.0;-300 / 300;1
0.3.0.0.4;0.3.0.0.4.1;-300 / 300;1
0.3.0.0.4;0.3.0.0.4.2;-399 / 400;1
0.3.0.0.4;0.3.0.0.4.3;-300 / 300;1
0.3.0.0.4;0.3.0.0.4.4;-300 / 300;1
0.3.0.0.5;0.3.0.0.5.0;-1400 / 1400;1
0.3.0.0.6;0.3.0.0.6.0;-500 / 500;1
0.3.0.0.6;0.3.0.0.6.1;-499 / 500;1
0.3.0.0.6;0.3.0.0.6.2;-400 / 400;1
0.3.0.0.7;0.3.0.0.7.0;-2000 / 2000;1
0.3.0.0.8;0.3.0.0.8.0;-300 / 300;1
0.3.0.0.8;0.3.0.0.8.1;-300 / 300;1
0.3.0.0.8;0.3.0.0.8.2;-300 / 300;1
0.3.0.0.8;0.3.0.0.8.3;-300 / 300;1
0.3.0.0.8;0.3.0.0.8.4;-300 / 300;1
0.3.0.0.9;0.3.0.0.9.0;-400 / 400;1
0.3.0.0.9;0.3.0.0.9.1;-300 / 300;1
0.3.0.0.9;0.3.0.0.9.2;-300 / 300;1
0.3.0.0.9;0.3.0.0.9.3;-300 / 300;1
0.3.0.0.9;0.3.0.0.9.4;-300 / 300;1
0.3.0.0.9;0.3.0.0.9.5;-300 / 300;1
0.3.0.0.10;0.3.0.0.10.0;-300 / 300;1
0.3.0.0.10;0.3.0.0.10.1;-300 / 300;1
0.3.0.0.10;0.3.0.0.10.2;-299 / 300;1
0.3.0.0.10;0.3.0.0.10.3;-300 / 300;1
0.3.0.0.10;0.3.0.0.10.4;-200 / 200;1
0.3.0.1.0;0.3.0.1.0.0;-400 / 400;1
0.3.0.1.0;0.3.0.1.0.1;-300 / 300;1
0.3.0.1.0;0.3.0.1.0.2;-300 / 300;1
0.3.0.1.0;0.3.0.1.0.3;-300 / 300;1
0.3.0.1.0;0.3.0.1.0.4;-300 / 300;1
0.3.0.1.0;0.3.0.1.0.5;-300 / 300;1
0.3.0.1.1;0.3.0.1.1.0;-500 / 500;1
0.3.0.1.1;0.3.0.1.1.1;-500 / 500;1
0.3.0.1.1;0.3.0.1.1.2;-500 / 500;1
0.3.0.1.2;0.3.0.1.2.0;-200 / 200;1
0.3.0.1.2;0.3.0.1.2.1;-200 / 200;1
0.3.0.1.2;0.3.0.1.2.2;-200 / 200;1
0.3.0.1.2;0.3.0.1.2.3;-200 / 200;1
0.3.0.1.2;0.3.0.1.2.4;-100 / 100;1
0.3.0.1.2;0.3.0.1.2.5;-199 / 200;1
0.3.0.1.3;0.3.0.1.3.0;-1300 / 1300;1
0.3.0.1.4;0.3.0.1.4.0;-400 / 400;1
0.3.0.1.4;0.3.0.1.4.1;-400 / 400;1
0.3.0.1.4;0.3.0.1.4.2;-400 / 400;1
0.3.0.1.4;0.3.0.1.4.3;-400 / 400;1
0.3.0.1.4;0.3.0.1.4.4;-300 / 300;1
0.3.0.1.5;0.3.0.1.5.0;-1400 / 1400;1
0.3.0.1.6;0.3.0.1.6.0;-700 / 700;1
0.3.0.1.6;0.3.0.1.6.1;-700 / 700;1
0.3.0.1.6;0.3.0.1.6.2;-700 / 700;1
0.3.0.1.7;0.3.0.1.7.0;-1500 / 1500;1
0.3.0.1.8;0.3.0.1.8.0;-300 / 300;1
0.3.0.1.8;0.3.0.1.8.1;-300 / 300;1
0.3.0.1.8;0.3.0.1.8.2;-300 / 300;1
0.3.0.1.8;0.3.0.1.8.3;-300 / 300;1
0.3.0.1.8;0.3.0.1.8.4;-200 / 200;1
0.3.0.1.9;0.3.0.1.9.0;-300 / 300;1
0.3.0.1.9;0.3.0.1.9.1;-300 / 300;1
0.3.0.1.9;0.3.0.1.9.2;-300 / 300;1
0.3.0.1.9;0.3.0.1.9.3;-300 / 300;1
0.3.0.1.9;0.3.0.1.9.4;-200 / 200;1
0.3.0.1.9;0.3.0.1.9.5;-200 / 200;1
0.3.0.1.10;0.3.0.1.10.0;-400 / 400;1
0.3.0.1.10;0.3.0.1.10.1;-400 / 400;1
0.3.0.1.10;0.3.0.1.10.2;-300 / 300;1
0.3.0.1.10;0.3.0.1.10.3;-300 / 300;1
0.3.0.1.10;0.3.0.1.10.4;-300 / 300;1
0.3.0.0.0.0;0.3.0.0.0.0.5;200 / 200;0
0.3.0.0.0.1;0.3.0.0.0.1.4;100 / 100;0
0.3.0.0.0.1;0.3.0.0.0.1.6;100 / 100;0
0.3.0.0.0.2;0.3.0.0.0.2.0;100 / 100;0
0.3.0.0.0.2;0.3.0.0.0.2.2;100 / 100;0
0.3.0.0.0.3;0.3.0.0.0.3.9;100 / 100;0
0.3.0.0.0.4;0.3.0.0.0.4.9;100 / 100;0
0.3.0.0.0.5;0.3.0.0.0.5.4;100 / 100;0
0.3.0.0.1.0;0.3.0.0.1.0.2;100 / 100;0
0.3.0.0.1.0;0.3.0.0.1.0.3;200 / 200;0
0.3.0.0.1.0;0.3.0.0.1.0.4;100 / 100;0
0.3.0.0.1.0;0.3.0.0.1.0.7;100 / 100;0
0.3.0.0.1.1;0.3.0.0.1.1.0;100 / 100;0
0.3.0.0.1.1;0.3.0.0.1.1.1;100 / 100;0
0.3.0.0.1.1;0.3.0.0.1.1.3;100 / 100;0
0.3.0.0.1.1;0.3.0.0.1.1.6;100 / 100;0
0.3.0.0.1.1;0.3.0.0.1.1.10;100 / 100;0
0.3.0.0.1.2;0.3.0.0.1.2.0;100 / 100;0
0.3.0.0.1.2;0.3.0.0.1.2.3;100 / 100;0
0.3.0.0.1.2;0.3.0.0.1.2.10;200 / 200;0
0.3.0.0.2.0;0.3.0.0.2.0.1;100 / 100;0
0.3.0.0.2.0;0.3.0.0.2.0.5;100 / 100;0
0.3.0.0.2.1;0.3.0.0.2.1.3;100 / 100;0
0.3.0.0.2.2;0.3.0.0.2.2.5;100 / 100;0
0.3.0.0.2.3;0.3.0.0.2.3.6;100 / 100;0
0.3.0.0.2.4;0.3.0.0.2.4.10;100 / 100;0
0.3.0.0.2.5;0.3.0.0.2.5.4;100 / 100;0
0.3.0.0.3.0;0.3.0.0.3.0.1;200 / 200;0
0.3.0.0.3.0;0.3.0.0.3.0.2;400 / 400;0
0.3.0.0.3.0;0.3.0.0.3.0.3;100 / 100;0
0.3.0.0.3.0;0.3.0.0.3.0.4;100 / 100;0
0.3.0.0.3.0;0.3.0.0.3.0.5;400 / 400;0
0.3.0.0.3.0;0.3.0.0.3.0.6;100 / 100;0
0.3.0.0.3.0;0.3.0.0.3.0.7;100 / 100;0
0.3.0.0.3.0;0.3.0.0.3.0.9;100 / 100;0
0.3.0.0.4.0;0.3.0.0.4.0.2;100 / 100;0
0.3.0.0.4.0;0.3.0.0.4.0.7;100 / 100;0
0.3.0.0.4.1;0.3.0.0.4.1.2;100 / 100;0
0.3.0.0.4.1;0.3.0.0.4.1.4;100 / 100;0
0.3.0.0.4.2;0.3.0.0.4.2.3;100 / 100;0
0.3.0.0.4.2;0.3.0.0.4.2.6;100 / 100;0
0.3.0.0.4.2;0.3.0.0.4.2.9;100 / 100;0
0.3.0.0.4.3;0.3.0.0.4.3.1;100 / 100;0
0.3.0.0.4.3;0.3.0.0.4.3.3;100 / 100;0
0.3.0.0.4.4;0.3.0.0.4.4.2;100 / 100;0
0.3.0.0.4.4;0.3.0.0.4.4.4;100 / 100;0
0.3.0.0.5.0;0.3.0.0.5.0.3;300 / 300;0
0.3.0.0.5.0;0.3.0.0.5.0.4;100 / 100;0
0.3.0.0.5.0;0.3.0.0.5.0.6;200 / 200;0
0.3.0.0.5.0;0.3.0.0.5.0.7;200 / 200;0
0.3.0.0.5.0;0.3.0.0.5.0.8;200 / 200;0
0.3.0.0.5.0;0.3.0.0.5.0.10;300 / 300;0
0.3.0.0.6.0;0.3.0.0.6.0.1;100 / 100;0
0.3.0.0.6.0;0.3.0.0.6.0.6;100 / 100;0
0.3.0.0.6.0;0.3.0.0.6.0.7;100 / 100;0
0.3.0.0.6.0;0.3.0.0.6.0.10;100 / 100;0
0.3.0.0.6.1;0.3.0.0.6.1.3;200 / 200;0
0.3.0.0.6.1;0.3.0.0.6.1.4;99 / 100;0
0.3.0.0.6.1;0.3.0.0.6.1.9;100 / 100;0
0.3.0.0.6.2;0.3.0.0.6.2.3;100 / 100;0
0.3.0.0.6.2;0.3.0.0.6.2.10;200 / 200;0
0.3.0.0.7.0;0.3.0.0.7.0.0;200 / 200;0
0.3.0.0.7.0;0.3.0.0.7.0.1;200 / 200;0
0.3.0.0.7.0;0.3.0.0.7.0.2;200 / 200;0
0.3.0.0.7.0;0.3.0.0.7.0.3;100 / 100;0
0.3.0.0.7.0;0.3.0.0.7.0.4;200 / 200;0
0.3.0.0.7.0;0.3.0.0.7.0.5;400 / 400;0
0.3.0.0.7.0;0.3.0.0.7.0.8;300 / 300;0
0.3.0.0.7.0;0.3.0.0.7.0.9;100 / 100;0
0.3.0.0.7.0;0.3.0.0.7.0.10;200 / 200;0
0.3.0.0.8.0;0.3.0.0.8.0.2;100 / 100;0
0.3.0.0.8.0;0.3.0.0.8.0.4;100 / 100;0
0.3.0.0.8.1;0.3.0.0.8.1.1;100 / 100;0
0.3.0.0.8.1;0.3.0.0.8.1.9;100 / 100;0
0.3.0.0.8.2;0.3.0.0.8.2.8;100 / 100;0
0.3.0.0.8.2;0.3.0.0.8.2.9;100 / 100;0
0.3.0.0.8.3;0.3.0.0.8.3.2;100 / 100;0
0.3.0.0.8.3;0.3.0.0.8.3.4;100 / 100;0
0.3.0.0.8.4;0.3.0.0.8.4.3;100 / 100;0
0.3.0.0.8.4;0.3.0.0.8.4.9;100 / 100;0
0.3.0.0.9.0;0.3.0.0.9.0.5;100 / 100;0
0.3.0.0.9.0;0.3.0.0.9.0.9;100 / 100;0
0.3.0.0.9.0;0.3.0.0.9.0.10;100 / 100;0
0.3.0.0.9.1;0.3.0.0.9.1.5;100 / 100;0
0.3.0.0.9.1;0.3.0.0.9.1.9;100 / 100;0
0.3.0.0.9.2;0.3.0.0.9.2.1;100 / 100;0
0.3.0.0.9.2;0.3.0.0.9.2.4;100 / 100;0
0.3.0.0.9.3;0.3.0.0.9.3.6;200 / 200;0
0.3.0.0.9.4;0.3.0.0.9.4.4;100 / 100;0
0.3.0.0.9.4;0.3.0.0.9.4.5;100 / 100;0
0.3.0.0.9.5;0.3.0.0.9.5.1;100 / 100;0
0.3.0.0.9.5;0.3.0.0.9.5.6;100 / 100;0
0.3.0.0.10.0;0.3.0.0.10.0.6;200 / 200;0
0.3.0.0.10.1;0.3.0.0.10.1.4;200 / 200;0
0.3.0.0.10.2;0.3.0.0.10.2.3;99 / 100;0
0.3.0.0.10.2;0.3.0.0.10.2.10;100 / 100;0
0.3.0.0.10.3;0.3.0.0.10.3.1;100 / 100;0
0.3.0.0.10.3;0.3.0.0.10.3.4;100 / 100;0
0.3.0.0.10.4;0.3.0.0.10.4.7;100 / 100;0
0.3.0.1.0.0;0.3.0.1.0.0.1;100 / 100;0
0.3.0.1.0.0;0.3.0.1.0.0.4;100 / 100;0
0.3.0.1.0.0;0.3.0.1.0.0.8;100 / 100;0
0.3.0.1.0.1;0.3.0.1.0.1.10;200 / 200;0
0.3.0.1.0.2;0.3.0.1.0.2.2;100 / 100;0
0.3.0.1.0.2;0.3.0.1.0.2.7;100 / 100;0
0.3.0.1.0.3;0.3.0.1.0.3.1;100 / 100;0
0.3.0.1.0.3;0.3.0.1.0.3.9;100 / 100;0
0.3.0.1.0.4;0.3.0.1.0.4.6;100 / 100;0
0.3.0.1.0.4;0.3.0.1.0.4.7;100 / 100;0
0.3.0.1.0.5;0.3.0.1.0.5.8;100 / 100;0
0.3.0.1.0.5;0.3.0.1.0.5.9;100 / 100;0
0.3.0.1.1.0;0.3.0.1.1.0.0;100 / 100;0
0.3.0.1.1.0;0.3.0.1.1.0.1;100 / 100;0
0.3.0.1.1.0;0.3.0.1.1.0.3;100 / 100;0
0.3.0.1.1.0;0.3.0.1.1.0.6;100 / 100;0
0.3.0.1.1.1;0.3.0.1.1.1.0;100 / 100;0
0.3.0.1.1.1;0.3.0.1.1.1.3;100 / 100;0
0.3.0.1.1.1;0.3.0.1.1.1.9;200 / 200;0
0.3.0.1.1.2;0.3.0.1.1.2.2;100 / 100;0
0.3.0.1.1.2;0.3.0.1.1.2.8;100 / 100;0
0.3.0.1.1.2;0.3.0.1.1.2.9;100 / 100;0
0.3.0.1.1.2;0.3.0.1.1.2.10;100 / 100;0
0.3.0.1.2.0;0.3.0.1.2.0.10;100 / 100;0
0.3.0.1.2.1;0.3.0.1.2.1.6;100 / 100;0
0.3.0.1.2.2;0.3.0.1.2.2.1;100 / 100;0
0.3.0.1.2.3;0.3.0.1.2.3.6;100 / 100;0
0.3.0.1.2.5;0.3.0.1.2.5.7;100 / 100;0
0.3.0.1.3.0;0.3.0.1.3.0.1;300 / 300;0
0.3.0.1.3.0;0.3.0.1.3.0.2;100 / 100;0
0.3.0.1.3.0;0.3.0.1.3.0.3;100 / 100;0
0.3.0.1.3.0;0.3.0.1.3.0.4;100 / 100;0
0.3.0.1.3.0;0.3.0.1.3.0.6;100 / 100;0
0.3.0.1.3.0;0.3.0.1.3.0.8;200 / 200;0
0.3.0.1.3.0;0.3.0.1.3.0.9;100 / 100;0
0.3.0.1.3.0;0.3.0.1.3.0.10;200 / 200;0
0.3.0.1.4.0;0.3.0.1.4.0.3;100 / 100;0
0.3.0.1.4.0;0.3.0.1.4.0.8;200 / 200;0
0.3.0.1.4.1;0.3.0.1.4.1.1;100 / 100;0
0.3.0.1.4.1;0.3.0.1.4.1.5;100 / 100;0
0.3.0.1.4.1;0.3.0.1.4.1.10;100 / 100;0
0.3.0.1.4.2;0.3.0.1.4.2.2;100 / 100;0
0.3.0.1.4.2;0.3.0.1.4.2.4;100 / 100;0
0.3.0.1.4.2;0.3.0.1.4.2.7;100 / 100;0
0.3.0.1.4.3;0.3.0.1.4.3.3;100 / 100;0
0.3.0.1.4.3;0.3.0.1.4.3.5;200 / 200;0
0.3.0.1.4.4;0.3.0.1.4.4.3;100 / 100;0
0.3.0.1.4.4;0.3.0.1.4.4.9;100 / 100;0
0.3.0.1.5.0;0.3.0.1.5.0.0;200 / 200;0
0.3.0.1.5.0;0.3.0.1.5.0.2;300 / 300;0
0.3.0.1.5.0;0.3.0.1.5.0.3;200 / 200;0
0.3.0.1.5.0;0.3.0.1.5.0.4;100 / 100;0
0.3.0.1.5.0;0.3.0.1.5.0.5;100 / 100;0
0.3.0.1.5.0;0.3.0.1.5.0.6;200 / 200;0
0.3.0.1.5.0;0.3.0.1.5.0.8;100 / 100;0
0.3.0.1.5.0;0.3.0.1.5.0.9;100 / 100;0
0.3.0.1.6.0;0.3.0.1.6.0.0;100 / 100;0
0.3.0.1.6.0;0.3.0.1.6.0.1;200 / 200;0
0.3.0.1.6.0;0.3.0.1.6.0.3;100 / 100;0
0.3.0.1.6.0;0.3.0.1.6.0.7;100 / 100;0
0.3.0.1.6.0;0.3.0.1.6.0.10;100 / 100;0
0.3.0.1.6.1;0.3.0.1.6.1.0;100 / 100;0
0.3.0.1.6.1;0.3.0.1.6.1.4;200 / 200;0
0.3.0.1.6.1;0.3.0.1.6.1.5;200 / 200;0
0.3.0.1.6.1;0.3.0.1.6.1.10;100 / 100;0
0.3.0.1.6.2;0.3.0.1.6.2.0;200 / 200;0
0.3.0.1.6.2;0.3.0.1.6.2.2;100 / 100;0
0.3.0.1.6.2;0.3.0.1.6.2.3;200 / 200;0
0.3.0.1.6.2;0.3.0.1.6.2.6;100 / 100;0
0.3.0.1.7.0;0.3.0.1.7.0.0;200 / 200;0
0.3.0.1.7.0;0.3.0.1.7.0.2;300 / 300;0
0.3.0.1.7.0;0.3.0.1.7.0.5;100 / 100;0
0.3.0.1.7.0;0.3.0.1.7.0.6;100 / 100;0
0.3.0.1.7.0;0.3.0.1.7.0.7;300 / 300;0
0.3.0.1.7.0;0.3.0.1.7.0.8;200 / 200;0
0.3.0.1.7.0;0.3.0.1.7.0.9;200 / 200;0
0.3.0.1.8.0;0.3.0.1.8.0.2;200 / 200;0
0.3.0.1.8.1;0.3.0.1.8.1.9;100 / 100;0
0.3.0.1.8.1;0.3.0.1.8.1.10;100 / 100;0
0.3.0.1.8.2;0.3.0.1.8.2.4;100 / 100;0
0.3.0.1.8.2;0.3.0.1.8.2.7;100 / 100;0
0.3.0.1.8.3;0.3.0.1.8.3.5;100 / 100;0
0.3.0.1.8.3;0.3.0.1.8.3.6;100 / 100;0
0.3.0.1.8.4;0.3.0.1.8.4.3;100 / 100;0
0.3.0.1.9.0;0.3.0.1.9.0.1;100 / 100;0
0.3.0.1.9.0;0.3.0.1.9.0.8;100 / 100;0
0.3.0.1.9.1;0.3.0.1.9.1.7;200 / 200;0
0.3.0.1.9.2;0.3.0.1.9.2.2;100 / 100;0
0.3.0.1.9.2;0.3.0.1.9.2.5;100 / 100;0
0.3.0.1.9.3;0.3.0.1.9.3.1;100 / 100;0
0.3.0.1.9.3;0.3.0.1.9.3.3;100 / 100;0
0.3.0.1.9.4;0.3.0.1.9.4.4;100 / 100;0
0.3.0.1.9.5;0.3.0.1.9.5.10;100 / 100;0
0.3.0.1.10.0;0.3.0.1.10.0.5;100 / 100;0
0.3.0.1.10.0;0.3.0.1.10.0.6;100 / 100;0
0.3.0.1.10.0;0.3.0.1.10.0.10;100 / 100;0
0.3.0.1.10.1;0.3.0.1.10.1.7;100 / 100;0
0.3.0.1.10.1;0.3.0.1.10.1.9;100 / 100;0
0.3.0.1.10.1;0.3.0.1.10.1.10;100 / 100;0
0.3.0.1.10.2;0.3.0.1.10.2.0;100 / 100;0
0.3.0.1.10.2;0.3.0.1.10.2.3;100 / 100;0
0.3.0.1.10.3;0.3.0.1.10.3.1;100 / 100;0
0.3.0.1.10.3;0.3.0.1.10.3.7;100 / 100;0
0.3.0.1.10.4;0.3.0.1.10.4.5;100 / 100;0
0.3.0.1.10.4;0.3.0.1.10.4.7;100 / 100;0
0.3.0.0.0.0.5;0.3.0.0.0.0.5.0;100 / 100;0
0.3.0.0.0.0.5;0.3.0.0.0.0.5.1;100 / 100;0
0.3.0.0.0.1.4;0.3.0.0.0.1.4.0;100 / 100;0
0.3.0.0.0.1.6;0.3.0.0.0.1.6.0;100 / 100;0
0.3.0.0.0.2.0;0.3.0.0.0.2.0.0;100 / 100;0
0.3.0.0.0.2.2;0.3.0.0.0.2.2.0;100 / 100;0
0.3.0.0.0.3.9;0.3.0.0.0.3.9.0;100 / 100;0
0.3.0.0.0.4.9;0.3.0.0.0.4.9.0;100 / 100;0
0.3.0.0.0.5.4;0.3.0.0.0.5.4.0;100 / 100;0
0.3.0.0.1.0.2;0.3.0.0.1.0.2.0;100 / 100;0
0.3.0.0.1.0.3;0.3.0.0.1.0.3.0;100 / 100;0
0.3.0.0.1.0.3;0.3.0.0.1.0.3.1;100 / 100;0
0.3.0.0.1.0.4;0.3.0.0.1.0.4.0;100 / 100;0
0.3.0.0.1.0.7;0.3.0.0.1.0.7.0;100 / 100;0
0.3.0.0.1.1.0;0.3.0.0.1.1.0.0;100 / 100;0
0.3.0.0.1.1.1;0.3.0.0.1.1.1.0;100 / 100;0
0.3.0.0.1.1.3;0.3.0.0.1.1.3.0;100 / 100;0
0.3.0.0.1.1.6;0.3.0.0.1.1.6.0;100 / 100;0
0.3.0.0.1.1.10;0.3.0.0.1.1.10.0;100 / 100;0
0.3.0.0.1.2.0;0.3.0.0.1.2.0.0;100 / 100;0
0.3.0.0.1.2.3;0.3.0.0.1.2.3.0;100 / 100;0
0.3.0.0.1.2.10;0.3.0.0.1.2.10.0;100 / 100;0
0.3.0.0.1.2.10;0.3.0.0.1.2.10.1;100 / 100;0
0.3.0.0.2.0.1;0.3.0.0.2.0.1.0;100 / 100;0
0.3.0.0.2.0.5;0.3.0.0.2.0.5.0;100 / 100;0
0.3.0.0.2.1.3;0.3.0.0.2.1.3.0;100 / 100;0
0.3.0.0.2.2.5;0.3.0.0.2.2.5.0;100 / 100;0
0.3.0.0.2.3.6;0.3.0.0.2.3.6.0;100 / 100;0
0.3.0.0.2.4.10;0.3.0.0.2.4.10.0;100 / 100;0
0.3.0.0.2.5.4;0.3.0.0.2.5.4.0;100 / 100;0
0.3.0.0.3.0.1;0.3.0.0.3.0.1.0;100 / 100;0
0.3.0.0.3.0.1;0.3.0.0.3.0.1.1;100 / 100;0
0.3.0.0.3.0.2;0.3.0.0.3.0.2.0;100 / 100;0
0.3.0.0.3.0.2;0.3.0.0.3.0.2.1;100 / 100;0
0.3.0.0.3.0.2;0.3.0.0.3.0.2.2;100 / 100;0
0.3.0.0.3.0.2;0.3.0.0.3.0.2.3;100 / 100;0
0.3.0.0.3.0.3;0.3.0.0.3.0.3.0;100 / 100;0
0.3.0.0.3.0.4;0.3.0.0.3.0.4.0;100 / 100;0
0.3.0.0.3.0.5;0.3.0.0.3.0.5.0;100 / 100;0
0.3.0.0.3.0.5;0.3.0.0.3.0.5.1;100 / 100;0
0.3.0.0.3.0.5;0.3.0.0.3.0.5.2;100 / 100;0
0.3.0.0.3.0.5;0.3.0.0.3.0.5.3;100 / 100;0
0.3.0.0.3.0.6;0.3.0.0.3.0.6.0;100 / 100;0
0.3.0.0.3.0.7;0.3.0.0.3.0.7.0;100 / 100;0
0.3.0.0.3.0.9;0.3.0.0.3.0.9.0;100 / 100;0
0.3.0.0.4.0.2;0.3.0.0.4.0.2.0;100 / 100;0
0.3.0.0.4.0.7;0.3.0.0.4.0.7.0;100 / 100;0
0.3.0.0.4.1.2;0.3.0.0.4.1.2.0;100 / 100;0
0.3.0.0.4.1.4;0.3.0.0.4.1.4.0;100 / 100;0
0.3.0.0.4.2.3;0.3.0.0.4.2.3.0;100 / 100;0
0.3.0.0.4.2.6;0.3.0.0.4.2.6.0;100 / 100;0
0.3.0.0.4.2.9;0.3.0.0.4.2.9.0;100 / 100;0
0.3.0.0.4.3.1;0.3.0.0.4.3.1.0;100 / 100;0
0.3.0.0.4.3.3;0.3.0.0.4.3.3.0;100 / 100;0
0.3.0.0.4.4.2;0.3.0.0.4.4.2.0;100 / 100;0
0.3.0.0.4.4.4;0.3.0.0.4.4.4.0;100 / 100;0
0.3.0.0.5.0.3;0.3.0.0.5.0.3.0;100 / 100;0
0.3.0.0.5.0.3;0.3.0.0.5.0.3.1;100 / 100;0
0.3.0.0.5.0.3;0.3.0.0.5.0.3.2;100 / 100;0
0.3.0.0.5.0.4;0.3.0.0.5.0.4.0;100 / 100;0
0.3.0.0.5.0.6;0.3.0.0.5.0.6.0;100 / 100;0
0.3.0.0.5.0.6;0.3.0.0.5.0.6.1;100 / 100;0
0.3.0.0.5.0.7;0.3.0.0.5.0.7.0;100 / 100;0
0.3.0.0.5.0.7;0.3.0.0.5.0.7.1;100 / 100;0
0.3.0.0.5.0.8;0.3.0.0.5.0.8.0;100 / 100;0
0.3.0.0.5.0.8;0.3.0.0.5.0.8.1;100 / 100;0
0.3.0.0.5.0.10;0.3.0.0.5.0.10.0;100 / 100;0
0.3.0.0.5.0.10;0.3.0.0.5.0.10.1;100 / 100;0
0.3.0.0.5.0.10;0.3.0.0.5.0.10.2;100 / 100;0
0.3.0.0.6.0.1;0.3.0.0.6.0.1.0;100 / 100;0
0.3.0.0.6.0.6;0.3.0.0.6.0.6.0;100 / 100;0
0.3.0.0.6.0.7;0.3.0.0.6.0.7.0;100 / 100;0
0.3.0.0.6.0.10;0.3.0.0.6.0.10.0;100 / 100;0
0.3.0.0.6.1.3;0.3.0.0.6.1.3.0;100 / 100;0
0.3.0.0.6.1.3;0.3.0.0.6.1.3.1;100 / 100;0
0.3.0.0.6.1.4;0.3.0.0.6.1.4.0;99 / 100;0
0.3.0.0.6.1.9;0.3.0.0.6.1.9.0;100 / 100;0
0.3.0.0.6.2.3;0.3.0.0.6.2.3.0;100 / 100;0
0.3.0.0.6.2.10;0.3.0.0.6.2.10.0;100 / 100;0
0.3.0.0.6.2.10;0.3.0.0.6.2.10.1;100 / 100;0
0.3.0.0.7.0.0;0.3.0.0.7.0.0.0;100 / 100;0
0.3.0.0.7.0.0;0.3.0.0.7.0.0.1;100 / 100;0
0.3.0.0.7.0.1;0.3.0.0.7.0.1.0;100 / 100;0
0.3.0.0.7.0.1;0.3.0.0.7.0.1.1;100 / 100;0
0.3.0.0.7.0.2;0.3.0.0.7.0.2.0;100 / 100;0
0.3.0.0.7.0.2;0.3.0.0.7.0.2.1;100 / 100;0
0.3.0.0.7.0.3;0.3.0.0.7.0.3.0;100 / 100;0
0.3.0.0.7.0.4;0.3.0.0.7.0.4.0;100 / 100;0
0.3.0.0.7.0.4;0.3.0.0.7.0.4.1;100 / 100;0
0.3.0.0.7.0.5;0.3.0.0.7.0.5.0;100 / 100;0
0.3.0.0.7.0.5;0.3.0.0.7.0.5.1;100 / 100;0
0.3.0.0.7.0.5;0.3.0.0.7.0.5.2;100 / 100;0
0.3.0.0.7.0.5;0.3.0.0.7.0.5.3;100 / 100;0
0.3.0.0.7.0.8;0.3.0.0.7.0.8.0;100 / 100;0
0.3.0.0.7.0.8;0.3.0.0.7.0.8.1;100 / 100;0
0.3.0.0.7.0.8;0.3.0.0.7.0.8.2;100 / 100;0
0.3.0.0.7.0.9;0.3.0.0.7.0.9.0;100 / 100;0
