0.1.5;0.1.5.0;118698 / 118700;0
0.1.5.0;0.1.5.0.0;-11800 / 11800;1
0.1.5.0;0.1.5.0.1;-13900 / 13900;1
0.1.5.0;0.1.5.0.2;-13100 / 13100;1
0.1.5.0;0.1.5.0.3;-12800 / 12800;1
0.1.5.0;0.1.5.0.4;-14300 / 14300;1
0.1.5.0;0.1.5.0.5;-14600 / 14600;1
0.1.5.0;0.1.5.0.6;-12800 / 12800;1
0.1.5.0;0.1.5.0.7;-11100 / 11100;1
0.1.5.0;0.1.5.0.8;-14198 / 14200;1
0.1.5.0.0;0.1.5.0.0.0;-5900 / 5900;1
0.1.5.0.0;0.1.5.0.0.1;-5900 / 5900;1
0.1.5.0.1;0.1.5.0.1.0;-4700 / 4700;1
0.1.5.0.1;0.1.5.0.1.1;-4600 / 4600;1
0.1.5.0.1;0.1.5.0.1.2;-4600 / 4600;1
0.1.5.0.2;0.1.5.0.2.0;-4400 / 4400;1
0.1.5.0.2;0.1.5.0.2.1;-4400 / 4400;1
0.1.5.0.2;0.1.5.0.2.2;-4300 / 4300;1
0.1.5.0.3;0.1.5.0.3.0;-4300 / 4300;1
0.1.5.0.3;0.1.5.0.3.1;-4300 / 4300;1
0.1.5.0.3;0.1.5.0.3.2;-4200 / 4200;1
0.1.5.0.4;0.1.5.0.4.0;-4800 / 4800;1
0.1.5.0.4;0.1.5.0.4.1;-4800 / 4800;1
0.1.5.0.4;0.1.5.0.4.2;-4700 / 4700;1
0.1.5.0.5;0.1.5.0.5.0;-4900 / 4900;1
0.1.5.0.5;0.1.5.0.5.1;-4900 / 4900;1
0.1.5.0.5;0.1.5.0.5.2;-4800 / 4800;1
0.1.5.0.6;0.1.5.0.6.0;-4300 / 4300;1
0.1.5.0.6;0.1.5.0.6.1;-4300 / 4300;1
0.1.5.0.6;0.1.5.0.6.2;-4200 / 4200;1
0.1.5.0.7;0.1.5.0.7.0;-3700 / 3700;1
0.1.5.0.7;0.1.5.0.7.1;-3700 / 3700;1
0.1.5.0.7;0.1.5.0.7.2;-3700 / 3700;1
0.1.5.0.8;0.1.5.0.8.0;-4798 / 4800;1
0.1.5.0.8;0.1.5.0.8.1;-4700 / 4700;1
0.1.5.0.8;0.1.5.0.8.2;-4700 / 4700;1
0.1.5.0.0.0;0.1.5.0.0.0.0;600 / 600;0
0.1.5.0.0.0;0.1.5.0.0.0.1;600 / 600;0
0.1.5.0.0.0;0.1.5.0.0.0.2;600 / 600;0
