0.0.2.0;0.0.2.0.0;232200 / 232200;0
0.0.2.0.0;0.0.2.0.0.0;-23800 / 23800;1
0.0.2.0.0;0.0.2.0.0.1;-27300 / 27300;1
0.0.2.0.0;0.0.2.0.0.2;-25500 / 25500;1
0.0.2.0.0;0.0.2.0.0.3;-23400 / 23400;1
0.0.2.0.0;0.0.2.0.0.4;-26200 / 26200;1
0.0.2.0.0;0.0.2.0.0.5;-26000 / 26000;1
0.0.2.0.0;0.0.2.0.0.6;-25300 / 25300;1
0.0.2.0.0;0.0.2.0.0.7;-26800 / 26800;1
0.0.2.0.0;0.0.2.0.0.8;-27800 / 27800;1
0.0.2.0.0.0;0.0.2.0.0.0.0;-4000 / 4000;1
0.0.2.0.0.0;0.0.2.0.0.0.1;-4000 / 4000;1
0.0.2.0.0.0;0.0.2.0.0.0.2;-4000 / 4000;1
0.0.2.0.0.0;0.0.2.0.0.0.3;-4000 / 4000;1
0.0.2.0.0.0;0.0.2.0.0.0.4;-3900 / 3900;1
0.0.2.0.0.0;0.0.2.0.0.0.5;-3900 / 3900;1
0.0.2.0.0.1;0.0.2.0.0.1.0;-4600 / 4600;1
0.0.2.0.0.1;0.0.2.0.0.1.1;-4600 / 4600;1
0.0.2.0.0.1;0.0.2.0.0.1.2;-4600 / 4600;1
0.0.2.0.0.1;0.0.2.0.0.1.3;-4500 / 4500;1
0.0.2.0.0.1;0.0.2.0.0.1.4;-4500 / 4500;1
0.0.2.0.0.1;0.0.2.0.0.1.5;-4500 / 4500;1
0.0.2.0.0.2;0.0.2.0.0.2.0;-4300 / 4300;1
0.0.2.0.0.2;0.0.2.0.0.2.1;-4300 / 4300;1
0.0.2.0.0.2;0.0.2.0.0.2.2;-4300 / 4300;1
0.0.2.0.0.2;0.0.2.0.0.2.3;-4200 / 4200;1
0.0.2.0.0.2;0.0.2.0.0.2.4;-4200 / 4200;1
0.0.2.0.0.2;0.0.2.0.0.2.5;-4200 / 4200;1
0.0.2.0.0.3;0.0.2.0.0.3.0;-3900 / 3900;1
0.0.2.0.0.3;0.0.2.0.0.3.1;-3900 / 3900;1
0.0.2.0.0.3;0.0.2.0.0.3.2;-3900 / 3900;1
0.0.2.0.0.3;0.0.2.0.0.3.3;-3900 / 3900;1
0.0.2.0.0.3;0.0.2.0.0.3.4;-3900 / 3900;1
0.0.2.0.0.3;0.0.2.0.0.3.5;-3900 / 3900;1
0.0.2.0.0.4;0.0.2.0.0.4.0;-4400 / 4400;1
0.0.2.0.0.4;0.0.2.0.0.4.1;-4400 / 4400;1
0.0.2.0.0.4;0.0.2.0.0.4.2;-4400 / 4400;1
0.0.2.0.0.4;0.0.2.0.0.4.3;-4400 / 4400;1
0.0.2.0.0.4;0.0.2.0.0.4.4;-4300 / 4300;1
0.0.2.0.0.4;0.0.2.0.0.4.5;-4300 / 4300;1
0.0.2.0.0.5;0.0.2.0.0.5.0;-4400 / 4400;1
0.0.2.0.0.5;0.0.2.0.0.5.1;-4400 / 4400;1
0.0.2.0.0.5;0.0.2.0.0.5.2;-4300 / 4300;1
0.0.2.0.0.5;0.0.2.0.0.5.3;-4300 / 4300;1
0.0.2.0.0.5;0.0.2.0.0.5.4;-4300 / 4300;1
0.0.2.0.0.5;0.0.2.0.0.5.5;-4300 / 4300;1
0.0.2.0.0.6;0.0.2.0.0.6.0;-4300 / 4300;1
0.0.2.0.0.6;0.0.2.0.0.6.1;-4200 / 4200;1
0.0.2.0.0.6;0.0.2.0.0.6.2;-4200 / 4200;1
0.0.2.0.0.6;0.0.2.0.0.6.3;-4200 / 4200;1
0.0.2.0.0.6;0.0.2.0.0.6.4;-4200 / 4200;1
0.0.2.0.0.6;0.0.2.0.0.6.5;-4200 / 4200;1
0.0.2.0.0.7;0.0.2.0.0.7.0;-4500 / 4500;1
0.0.2.0.0.7;0.0.2.0.0.7.1;-4500 / 4500;1
