0.1.1.0;0.1.1.0.0;47798 / 47800;0
0.1.1.0.0;0.1.1.0.0.0;47698 / 47700;0
0.1.1.0.0.0;0.1.1.0.0.0.0;-5599 / 5600;1
0.1.1.0.0.0;0.1.1.0.0.0.1;-6500 / 6500;1
0.1.1.0.0.0;0.1.1.0.0.0.2;-5700 / 5700;1
0.1.1.0.0.0;0.1.1.0.0.0.3;-3700 / 3700;1
0.1.1.0.0.0;0.1.1.0.0.0.4;-5300 / 5300;1
0.1.1.0.0.0;0.1.1.0.0.0.5;-5400 / 5400;1
0.1.1.0.0.0;0.1.1.0.0.0.6;-5300 / 5300;1
0.1.1.0.0.0;0.1.1.0.0.0.7;-4699 / 4700;1
0.1.1.0.0.0;0.1.1.0.0.0.8;-5400 / 5400;1
0.1.1.0.0.0.0;0.1.1.0.0.0.0.0;-5599 / 5600;1
0.1.1.0.0.0.1;0.1.1.0.0.0.1.0;-6500 / 6500;1
0.1.1.0.0.0.2;0.1.1.0.0.0.2.0;-2900 / 2900;1
0.1.1.0.0.0.2;0.1.1.0.0.0.2.1;-2800 / 2800;1
0.1.1.0.0.0.3;0.1.1.0.0.0.3.0;-3700 / 3700;1
0.1.1.0.0.0.4;0.1.1.0.0.0.4.0;-5300 / 5300;1
0.1.1.0.0.0.5;0.1.1.0.0.0.5.0;-2700 / 2700;1
0.1.1.0.0.0.5;0.1.1.0.0.0.5.1;-2700 / 2700;1
0.1.1.0.0.0.6;0.1.1.0.0.0.6.0;-5300 / 5300;1
0.1.1.0.0.0.7;0.1.1.0.0.0.7.0;-4699 / 4700;1
0.1.1.0.0.0.8;0.1.1.0.0.0.8.0;-5400 / 5400;1
0.1.1.0.0.0.0.0;0.1.1.0.0.0.0.0.0;900 / 900;0
0.1.1.0.0.0.0.0;0.1.1.0.0.0.0.0.1;800 / 800;0
0.1.1.0.0.0.0.0;0.1.1.0.0.0.0.0.2;800 / 800;0
0.1.1.0.0.0.0.0;0.1.1.0.0.0.0.0.3;499 / 500;0
