0.0.0.0.0;0.0.0.0.0.0;49300 / 49300;0
0.0.0.0.0.0;0.0.0.0.0.0.0;-6300 / 6300;1
0.0.0.0.0.0;0.0.0.0.0.0.1;-5100 / 5100;1
0.0.0.0.0.0;0.0.0.0.0.0.2;-5400 / 5400;1
0.0.0.0.0.0;0.0.0.0.0.0.3;-3500 / 3500;1
0.0.0.0.0.0;0.0.0.0.0.0.4;-5600 / 5600;1
0.0.0.0.0.0;0.0.0.0.0.0.5;-4700 / 4700;1
0.0.0.0.0.0;0.0.0.0.0.0.6;-5500 / 5500;1
0.0.0.0.0.0;0.0.0.0.0.0.7;-7500 / 7500;1
0.0.0.0.0.0;0.0.0.0.0.0.8;-5600 / 5600;1
0.0.0.0.0.0.0;0.0.0.0.0.0.0.0;-900 / 900;1
0.0.0.0.0.0.0;0.0.0.0.0.0.0.1;-900 / 900;1
0.0.0.0.0.0.0;0.0.0.0.0.0.0.2;-900 / 900;1
0.0.0.0.0.0.0;0.0.0.0.0.0.0.3;-900 / 900;1
0.0.0.0.0.0.0;0.0.0.0.0.0.0.4;-900 / 900;1
0.0.0.0.0.0.0;0.0.0.0.0.0.0.5;-900 / 900;1
0.0.0.0.0.0.0;0.0.0.0.0.0.0.6;-900 / 900;1
0.0.0.0.0.0.1;0.0.0.0.0.0.1.0;-800 / 800;1
0.0.0.0.0.0.1;0.0.0.0.0.0.1.1;-800 / 800;1
0.0.0.0.0.0.1;0.0.0.0.0.0.1.2;-700 / 700;1
0.0.0.0.0.0.1;0.0.0.0.0.0.1.3;-700 / 700;1
0.0.0.0.0.0.1;0.0.0.0.0.0.1.4;-700 / 700;1
0.0.0.0.0.0.1;0.0.0.0.0.0.1.5;-700 / 700;1
0.0.0.0.0.0.1;0.0.0.0.0.0.1.6;-700 / 700;1
0.0.0.0.0.0.2;0.0.0.0.0.0.2.0;-800 / 800;1
0.0.0.0.0.0.2;0.0.0.0.0.0.2.1;-800 / 800;1
0.0.0.0.0.0.2;0.0.0.0.0.0.2.2;-800 / 800;1
0.0.0.0.0.0.2;0.0.0.0.0.0.2.3;-800 / 800;1
0.0.0.0.0.0.2;0.0.0.0.0.0.2.4;-800 / 800;1
0.0.0.0.0.0.2;0.0.0.0.0.0.2.5;-700 / 700;1
0.0.0.0.0.0.2;0.0.0.0.0.0.2.6;-700 / 700;1
0.0.0.0.0.0.3;0.0.0.0.0.0.3.0;-500 / 500;1
0.0.0.0.0.0.3;0.0.0.0.0.0.3.1;-500 / 500;1
0.0.0.0.0.0.3;0.0.0.0.0.0.3.2;-500 / 500;1
0.0.0.0.0.0.3;0.0.0.0.0.0.3.3;-500 / 500;1
0.0.0.0.0.0.3;0.0.0.0.0.0.3.4;-500 / 500;1
0.0.0.0.0.0.3;0.0.0.0.0.0.3.5;-500 / 500;1
0.0.0.0.0.0.3;0.0.0.0.0.0.3.6;-500 / 500;1
0.0.0.0.0.0.4;0.0.0.0.0.0.4.0;-800 / 800;1
0.0.0.0.0.0.4;0.0.0.0.0.0.4.1;-800 / 800;1
0.0.0.0.0.0.4;0.0.0.0.0.0.4.2;-800 / 800;1
0.0.0.0.0.0.4;0.0.0.0.0.0.4.3;-800 / 800;1
0.0.0.0.0.0.4;0.0.0.0.0.0.4.4;-800 / 800;1
0.0.0.0.0.0.4;0.0.0.0.0.0.4.5;-800 / 800;1
0.0.0.0.0.0.4;0.0.0.0.0.0.4.6;-800 / 800;1
0.0.0.0.0.0.5;0.0.0.0.0.0.5.0;-700 / 700;1
0.0.0.0.0.0.5;0.0.0.0.0.0.5.1;-700 / 700;1
0.0.0.0.0.0.5;0.0.0.0.0.0.5.2;-700 / 700;1
0.0.0.0.0.0.5;0.0.0.0.0.0.5.3;-700 / 700;1
0.0.0.0.0.0.5;0.0.0.0.0.0.5.4;-700 / 700;1
0.0.0.0.0.0.5;0.0.0.0.0.0.5.5;-600 / 600;1
0.0.0.0.0.0.5;0.0.0.0.0.0.5.6;-600 / 600;1
0.0.0.0.0.0.6;0.0.0.0.0.0.6.0;-800 / 800;1
0.0.0.0.0.0.6;0.0.0.0.0.0.6.1;-800 / 800;1
0.0.0.0.0.0.6;0.0.0.0.0.0.6.2;-800 / 800;1
0.0.0.0.0.0.6;0.0.0.0.0.0.6.3;-800 / 800;1
0.0.0.0.0.0.6;0.0.0.0.0.0.6.4;-800 / 800;1
0.0.0.0.0.0.6;0.0.0.0.0.0.6.5;-800 / 800;1
0.0.0.0.0.0.6;0.0.0.0.0.0.6.6;-700 / 700;1
0.0.0.0.0.0.7;0.0.0.0.0.0.7.0;-1100 / 1100;1
0.0.0.0.0.0.7;0.0.0.0.0.0.7.1;-1100 / 1100;1
0.0.0.0.0.0.7;0.0.0.0.0.0.7.2;-1100 / 1100;1
0.0.0.0.0.0.7;0.0.0.0.0.0.7.3;-1100 / 1100;1
0.0.0.0.0.0.7;0.0.0.0.0.0.7.4;-1100 / 1100;1
0.0.0.0.0.0.7;0.0.0.0.0.0.7.5;-1000 / 1000;1
0.0.0.0.0.0.7;0.0.0.0.0.0.7.6;-1000 / 1000;1
0.0.0.0.0.0.8;0.0.0.0.0.0.8.0;-800 / 800;1
0.0.0.0.0.0.8;0.0.0.0.0.0.8.1;-800 / 800;1
0.0.0.0.0.0.8;0.0.0.0.0.0.8.2;-800 / 800;1
0.0.0.0.0.0.8;0.0.0.0.0.0.8.3;-800 / 800;1
0.0.0.0.0.0.8;0.0.0.0.0.0.8.4;-800 / 800;1
0.0.0.0.0.0.8;0.0.0.0.0.0.8.5;-800 / 800;1
0.0.0.0.0.0.8;0.0.0.0.0.0.8.6;-800 / 800;1
0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.0;-400 / 400;1
0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.1;-400 / 400;1
0.0.0.0.0.0.0.1;0.0.0.0.0.0.0.1.0;-400 / 400;1
0.0.0.0.0.0.0.1;0.0.0.0.0.0.0.1.1;-400 / 400;1
0.0.0.0.0.0.0.2;0.0.0.0.0.0.0.2.0;-400 / 400;1
0.0.0.0.0.0.0.2;0.0.0.0.0.0.0.2.1;-400 / 400;1
0.0.0.0.0.0.0.3;0.0.0.0.0.0.0.3.0;-400 / 400;1
0.0.0.0.0.0.0.3;0.0.0.0.0.0.0.3.1;-400 / 400;1
0.0.0.0.0.0.0.4;0.0.0.0.0.0.0.4.0;-400 / 400;1
0.0.0.0.0.0.0.4;0.0.0.0.0.0.0.4.1;-400 / 400;1
0.0.0.0.0.0.0.5;0.0.0.0.0.0.0.5.0;-400 / 400;1
0.0.0.0.0.0.0.5;0.0.0.0.0.0.0.5.1;-400 / 400;1
0.0.0.0.0.0.0.6;0.0.0.0.0.0.0.6.0;-400 / 400;1
0.0.0.0.0.0.0.6;0.0.0.0.0.0.0.6.1;-400 / 400;1
0.0.0.0.0.0.1.0;0.0.0.0.0.0.1.0.0;-300 / 300;1
0.0.0.0.0.0.1.0;0.0.0.0.0.0.1.0.1;-200 / 200;1
0.0.0.0.0.0.1.0;0.0.0.0.0.0.1.0.2;-200 / 200;1
0.0.0.0.0.0.1.1;0.0.0.0.0.0.1.1.0;-300 / 300;1
0.0.0.0.0.0.1.1;0.0.0.0.0.0.1.1.1;-200 / 200;1
0.0.0.0.0.0.1.1;0.0.0.0.0.0.1.1.2;-200 / 200;1
0.0.0.0.0.0.1.2;0.0.0.0.0.0.1.2.0;-200 / 200;1
0.0.0.0.0.0.1.2;0.0.0.0.0.0.1.2.1;-200 / 200;1
0.0.0.0.0.0.1.2;0.0.0.0.0.0.1.2.2;-200 / 200;1
0.0.0.0.0.0.1.3;0.0.0.0.0.0.1.3.0;-200 / 200;1
0.0.0.0.0.0.1.3;0.0.0.0.0.0.1.3.1;-200 / 200;1
0.0.0.0.0.0.1.3;0.0.0.0.0.0.1.3.2;-200 / 200;1
0.0.0.0.0.0.1.4;0.0.0.0.0.0.1.4.0;-200 / 200;1
0.0.0.0.0.0.1.4;0.0.0.0.0.0.1.4.1;-200 / 200;1
0.0.0.0.0.0.1.4;0.0.0.0.0.0.1.4.2;-200 / 200;1
0.0.0.0.0.0.1.5;0.0.0.0.0.0.1.5.0;-200 / 200;1
0.0.0.0.0.0.1.5;0.0.0.0.0.0.1.5.1;-200 / 200;1
0.0.0.0.0.0.1.5;0.0.0.0.0.0.1.5.2;-200 / 200;1
0.0.0.0.0.0.1.6;0.0.0.0.0.0.1.6.0;-200 / 200;1
0.0.0.0.0.0.1.6;0.0.0.0.0.0.1.6.1;-200 / 200;1
0.0.0.0.0.0.1.6;0.0.0.0.0.0.1.6.2;-200 / 200;1
0.0.0.0.0.0.2.0;0.0.0.0.0.0.2.0.0;-700 / 700;1
0.0.0.0.0.0.2.1;0.0.0.0.0.0.2.1.0;-700 / 700;1
0.0.0.0.0.0.2.2;0.0.0.0.0.0.2.2.0;-700 / 700;1
0.0.0.0.0.0.2.3;0.0.0.0.0.0.2.3.0;-700 / 700;1
0.0.0.0.0.0.2.4;0.0.0.0.0.0.2.4.0;-700 / 700;1
0.0.0.0.0.0.2.5;0.0.0.0.0.0.2.5.0;-600 / 600;1
0.0.0.0.0.0.2.6;0.0.0.0.0.0.2.6.0;-600 / 600;1
0.0.0.0.0.0.3.0;0.0.0.0.0.0.3.0.0;-200 / 200;1
0.0.0.0.0.0.3.0;0.0.0.0.0.0.3.0.1;-200 / 200;1
0.0.0.0.0.0.3.1;0.0.0.0.0.0.3.1.0;-200 / 200;1
0.0.0.0.0.0.3.1;0.0.0.0.0.0.3.1.1;-200 / 200;1
0.0.0.0.0.0.3.2;0.0.0.0.0.0.3.2.0;-200 / 200;1
0.0.0.0.0.0.3.2;0.0.0.0.0.0.3.2.1;-200 / 200;1
0.0.0.0.0.0.3.3;0.0.0.0.0.0.3.3.0;-200 / 200;1
0.0.0.0.0.0.3.3;0.0.0.0.0.0.3.3.1;-200 / 200;1
0.0.0.0.0.0.3.4;0.0.0.0.0.0.3.4.0;-200 / 200;1
0.0.0.0.0.0.3.4;0.0.0.0.0.0.3.4.1;-200 / 200;1
0.0.0.0.0.0.3.5;0.0.0.0.0.0.3.5.0;-200 / 200;1
0.0.0.0.0.0.3.5;0.0.0.0.0.0.3.5.1;-200 / 200;1
0.0.0.0.0.0.3.6;0.0.0.0.0.0.3.6.0;-200 / 200;1
0.0.0.0.0.0.3.6;0.0.0.0.0.0.3.6.1;-200 / 200;1
0.0.0.0.0.0.4.0;0.0.0.0.0.0.4.0.0;-700 / 700;1
0.0.0.0.0.0.4.1;0.0.0.0.0.0.4.1.0;-700 / 700;1
0.0.0.0.0.0.4.2;0.0.0.0.0.0.4.2.0;-700 / 700;1
0.0.0.0.0.0.4.3;0.0.0.0.0.0.4.3.0;-700 / 700;1
0.0.0.0.0.0.4.4;0.0.0.0.0.0.4.4.0;-700 / 700;1
0.0.0.0.0.0.4.5;0.0.0.0.0.0.4.5.0;-700 / 700;1
0.0.0.0.0.0.4.6;0.0.0.0.0.0.4.6.0;-700 / 700;1
0.0.0.0.0.0.5.0;0.0.0.0.0.0.5.0.0;-300 / 300;1
0.0.0.0.0.0.5.0;0.0.0.0.0.0.5.0.1;-300 / 300;1
0.0.0.0.0.0.5.1;0.0.0.0.0.0.5.1.0;-300 / 300;1
0.0.0.0.0.0.5.1;0.0.0.0.0.0.5.1.1;-300 / 300;1
0.0.0.0.0.0.5.2;0.0.0.0.0.0.5.2.0;-300 / 300;1
0.0.0.0.0.0.5.2;0.0.0.0.0.0.5.2.1;-300 / 300;1
0.0.0.0.0.0.5.3;0.0.0.0.0.0.5.3.0;-300 / 300;1
