0.1.1;0.1.1.0;64171 / 64500;0
0.1.1.0;0.1.1.0.0;-5192 / 5200;1
0.1.1.0;0.1.1.0.1;-5370 / 5400;1
0.1.1.0;0.1.1.0.2;-6096 / 6100;1
0.1.1.0;0.1.1.0.3;-4400 / 4400;1
0.1.1.0;0.1.1.0.4;-5796 / 5800;1
0.1.1.0;0.1.1.0.5;-6092 / 6100;1
0.1.1.0;0.1.1.0.6;-4909 / 5000;1
0.1.1.0;0.1.1.0.7;-5209 / 5300;1
0.1.1.0;0.1.1.0.8;-4585 / 4600;1
0.1.1.0;0.1.1.0.9;-4372 / 4400;1
0.1.1.0;0.1.1.0.10;-4095 / 4100;1
0.1.1.0;0.1.1.0.11;-4085 / 4100;1
0.1.1.0;0.1.1.0.12;-3870 / 3900;1
0.1.1.0.0;0.1.1.0.0.0;-1296 / 1300;1
0.1.1.0.0;0.1.1.0.0.1;-1298 / 1300;1
0.1.1.0.0;0.1.1.0.0.2;-1298 / 1300;1
0.1.1.0.0;0.1.1.0.0.3;-1300 / 1300;1
0.1.1.0.1;0.1.1.0.1.0;-1392 / 1400;1
0.1.1.0.1;0.1.1.0.1.1;-1388 / 1400;1
0.1.1.0.1;0.1.1.0.1.2;-1298 / 1300;1
0.1.1.0.1;0.1.1.0.1.3;-1292 / 1300;1
0.1.1.0.2;0.1.1.0.2.0;-1200 / 1200;1
0.1.1.0.2;0.1.1.0.2.1;-1297 / 1300;1
0.1.1.0.2;0.1.1.0.2.2;-1200 / 1200;1
0.1.1.0.2;0.1.1.0.2.3;-1199 / 1200;1
0.1.1.0.2;0.1.1.0.2.4;-1200 / 1200;1
0.1.1.0.3;0.1.1.0.3.0;-800 / 800;1
0.1.1.0.3;0.1.1.0.3.1;-800 / 800;1
0.1.1.0.3;0.1.1.0.3.2;-700 / 700;1
0.1.1.0.3;0.1.1.0.3.3;-700 / 700;1
0.1.1.0.3;0.1.1.0.3.4;-700 / 700;1
0.1.1.0.3;0.1.1.0.3.5;-700 / 700;1
0.1.1.0.4;0.1.1.0.4.0;-1199 / 1200;1
0.1.1.0.4;0.1.1.0.4.1;-1197 / 1200;1
0.1.1.0.4;0.1.1.0.4.2;-1200 / 1200;1
0.1.1.0.4;0.1.1.0.4.3;-1100 / 1100;1
0.1.1.0.4;0.1.1.0.4.4;-1100 / 1100;1
0.1.1.0.5;0.1.1.0.5.0;-1598 / 1600;1
0.1.1.0.5;0.1.1.0.5.1;-1498 / 1500;1
0.1.1.0.5;0.1.1.0.5.2;-1498 / 1500;1
0.1.1.0.5;0.1.1.0.5.3;-1498 / 1500;1
0.1.1.0.6;0.1.1.0.6.0;-795 / 800;1
0.1.1.0.6;0.1.1.0.6.1;-876 / 900;1
0.1.1.0.6;0.1.1.0.6.2;-793 / 800;1
0.1.1.0.6;0.1.1.0.6.3;-793 / 800;1
0.1.1.0.6;0.1.1.0.6.4;-791 / 800;1
0.1.1.0.6;0.1.1.0.6.5;-861 / 900;1
0.1.1.0.7;0.1.1.0.7.0;-797 / 800;1
0.1.1.0.7;0.1.1.0.7.1;-876 / 900;1
0.1.1.0.7;0.1.1.0.7.2;-896 / 900;1
0.1.1.0.7;0.1.1.0.7.3;-892 / 900;1
0.1.1.0.7;0.1.1.0.7.4;-796 / 800;1
0.1.1.0.7;0.1.1.0.7.5;-952 / 1000;1
0.1.1.0.8;0.1.1.0.8.0;-4585 / 4600;1
0.1.1.0.9;0.1.1.0.9.0;-1092 / 1100;1
0.1.1.0.9;0.1.1.0.9.1;-1093 / 1100;1
0.1.1.0.9;0.1.1.0.9.2;-1097 / 1100;1
0.1.1.0.9;0.1.1.0.9.3;-1090 / 1100;1
0.1.1.0.10;0.1.1.0.10.0;-699 / 700;1
0.1.1.0.10;0.1.1.0.10.1;-699 / 700;1
0.1.1.0.10;0.1.1.0.10.2;-698 / 700;1
0.1.1.0.10;0.1.1.0.10.3;-700 / 700;1
0.1.1.0.10;0.1.1.0.10.4;-699 / 700;1
0.1.1.0.10;0.1.1.0.10.5;-600 / 600;1
0.1.1.0.11;0.1.1.0.11.0;-4085 / 4100;1
0.1.1.0.12;0.1.1.0.12.0;-600 / 600;1
0.1.1.0.12;0.1.1.0.12.1;-688 / 700;1
0.1.1.0.12;0.1.1.0.12.2;-598 / 600;1
0.1.1.0.12;0.1.1.0.12.3;-600 / 600;1
0.1.1.0.12;0.1.1.0.12.4;-691 / 700;1
0.1.1.0.12;0.1.1.0.12.5;-693 / 700;1
0.1.1.0.0.0;0.1.1.0.0.0.0;100 / 100;0
0.1.1.0.0.0;0.1.1.0.0.0.1;100 / 100;0
0.1.1.0.0.0;0.1.1.0.0.0.3;200 / 200;0
0.1.1.0.0.0;0.1.1.0.0.0.5;200 / 200;0
0.1.1.0.0.0;0.1.1.0.0.0.7;200 / 200;0
0.1.1.0.0.0;0.1.1.0.0.0.9;99 / 100;0
0.1.1.0.0.0;0.1.1.0.0.0.10;100 / 100;0
0.1.1.0.0.0;0.1.1.0.0.0.11;98 / 100;0
0.1.1.0.0.0;0.1.1.0.0.0.12;100 / 100;0
0.1.1.0.0.1;0.1.1.0.0.1.1;100 / 100;0
0.1.1.0.0.1;0.1.1.0.0.1.2;199 / 200;0
0.1.1.0.0.1;0.1.1.0.0.1.4;100 / 100;0
0.1.1.0.0.1;0.1.1.0.0.1.5;100 / 100;0
0.1.1.0.0.1;0.1.1.0.0.1.6;100 / 100;0
0.1.1.0.0.1;0.1.1.0.0.1.8;100 / 100;0
0.1.1.0.0.1;0.1.1.0.0.1.9;100 / 100;0
0.1.1.0.0.1;0.1.1.0.0.1.11;200 / 200;0
0.1.1.0.0.1;0.1.1.0.0.1.12;200 / 200;0
0.1.1.0.0.2;0.1.1.0.0.2.0;400 / 400;0
0.1.1.0.0.2;0.1.1.0.0.2.2;200 / 200;0
0.1.1.0.0.2;0.1.1.0.0.2.3;100 / 100;0
0.1.1.0.0.2;0.1.1.0.0.2.5;99 / 100;0
0.1.1.0.0.2;0.1.1.0.0.2.7;99 / 100;0
0.1.1.0.0.2;0.1.1.0.0.2.10;100 / 100;0
0.1.1.0.0.2;0.1.1.0.0.2.11;100 / 100;0
0.1.1.0.0.2;0.1.1.0.0.2.12;100 / 100;0
0.1.1.0.0.3;0.1.1.0.0.3.1;200 / 200;0
0.1.1.0.0.3;0.1.1.0.0.3.2;200 / 200;0
0.1.1.0.0.3;0.1.1.0.0.3.3;100 / 100;0
0.1.1.0.0.3;0.1.1.0.0.3.4;100 / 100;0
0.1.1.0.0.3;0.1.1.0.0.3.6;100 / 100;0
0.1.1.0.0.3;0.1.1.0.0.3.7;100 / 100;0
0.1.1.0.0.3;0.1.1.0.0.3.9;100 / 100;0
0.1.1.0.0.3;0.1.1.0.0.3.10;100 / 100;0
0.1.1.0.0.3;0.1.1.0.0.3.11;100 / 100;0
0.1.1.0.0.3;0.1.1.0.0.3.12;100 / 100;0
0.1.1.0.1.0;0.1.1.0.1.0.0;200 / 200;0
0.1.1.0.1.0;0.1.1.0.1.0.1;298 / 300;0
0.1.1.0.1.0;0.1.1.0.1.0.3;100 / 100;0
0.1.1.0.1.0;0.1.1.0.1.0.5;100 / 100;0
0.1.1.0.1.0;0.1.1.0.1.0.6;200 / 200;0
0.1.1.0.1.0;0.1.1.0.1.0.7;200 / 200;0
0.1.1.0.1.0;0.1.1.0.1.0.10;100 / 100;0
0.1.1.0.1.0;0.1.1.0.1.0.12;99 / 100;0
0.1.1.0.1.1;0.1.1.0.1.1.1;99 / 100;0
0.1.1.0.1.1;0.1.1.0.1.1.2;299 / 300;0
0.1.1.0.1.1;0.1.1.0.1.1.3;299 / 300;0
0.1.1.0.1.1;0.1.1.0.1.1.4;99 / 100;0
0.1.1.0.1.1;0.1.1.0.1.1.5;200 / 200;0
0.1.1.0.1.1;0.1.1.0.1.1.6;98 / 100;0
0.1.1.0.1.1;0.1.1.0.1.1.7;99 / 100;0
0.1.1.0.1.1;0.1.1.0.1.1.8;98 / 100;0
0.1.1.0.1.2;0.1.1.0.1.2.1;199 / 200;0
0.1.1.0.1.2;0.1.1.0.1.2.2;199 / 200;0
0.1.1.0.1.2;0.1.1.0.1.2.3;300 / 300;0
0.1.1.0.1.2;0.1.1.0.1.2.4;100 / 100;0
0.1.1.0.1.2;0.1.1.0.1.2.6;100 / 100;0
0.1.1.0.1.2;0.1.1.0.1.2.8;100 / 100;0
0.1.1.0.1.2;0.1.1.0.1.2.9;200 / 200;0
0.1.1.0.1.3;0.1.1.0.1.3.0;299 / 300;0
0.1.1.0.1.3;0.1.1.0.1.3.2;299 / 300;0
0.1.1.0.1.3;0.1.1.0.1.3.3;99 / 100;0
0.1.1.0.1.3;0.1.1.0.1.3.4;100 / 100;0
0.1.1.0.1.3;0.1.1.0.1.3.5;98 / 100;0
0.1.1.0.1.3;0.1.1.0.1.3.6;100 / 100;0
0.1.1.0.1.3;0.1.1.0.1.3.8;100 / 100;0
0.1.1.0.1.3;0.1.1.0.1.3.11;98 / 100;0
0.1.1.0.2.0;0.1.1.0.2.0.2;200 / 200;0
0.1.1.0.2.0;0.1.1.0.2.0.3;100 / 100;0
0.1.1.0.2.0;0.1.1.0.2.0.4;300 / 300;0
0.1.1.0.2.0;0.1.1.0.2.0.5;100 / 100;0
0.1.1.0.2.0;0.1.1.0.2.0.8;100 / 100;0
0.1.1.0.2.0;0.1.1.0.2.0.10;200 / 200;0
0.1.1.0.2.0;0.1.1.0.2.0.11;100 / 100;0
0.1.1.0.2.1;0.1.1.0.2.1.2;200 / 200;0
0.1.1.0.2.1;0.1.1.0.2.1.3;200 / 200;0
0.1.1.0.2.1;0.1.1.0.2.1.5;100 / 100;0
0.1.1.0.2.1;0.1.1.0.2.1.7;199 / 200;0
0.1.1.0.2.1;0.1.1.0.2.1.8;100 / 100;0
0.1.1.0.2.1;0.1.1.0.2.1.9;100 / 100;0
0.1.1.0.2.1;0.1.1.0.2.1.11;99 / 100;0
0.1.1.0.2.1;0.1.1.0.2.1.12;199 / 200;0
0.1.1.0.2.2;0.1.1.0.2.2.0;100 / 100;0
0.1.1.0.2.2;0.1.1.0.2.2.1;200 / 200;0
0.1.1.0.2.2;0.1.1.0.2.2.3;100 / 100;0
0.1.1.0.2.2;0.1.1.0.2.2.5;100 / 100;0
0.1.1.0.2.2;0.1.1.0.2.2.6;100 / 100;0
0.1.1.0.2.2;0.1.1.0.2.2.8;100 / 100;0
0.1.1.0.2.2;0.1.1.0.2.2.10;100 / 100;0
0.1.1.0.2.2;0.1.1.0.2.2.11;200 / 200;0
0.1.1.0.2.2;0.1.1.0.2.2.12;100 / 100;0
0.1.1.0.2.3;0.1.1.0.2.3.0;100 / 100;0
0.1.1.0.2.3;0.1.1.0.2.3.4;99 / 100;0
0.1.1.0.2.3;0.1.1.0.2.3.5;200 / 200;0
0.1.1.0.2.3;0.1.1.0.2.3.7;400 / 400;0
0.1.1.0.2.3;0.1.1.0.2.3.8;100 / 100;0
0.1.1.0.2.3;0.1.1.0.2.3.9;100 / 100;0
0.1.1.0.2.3;0.1.1.0.2.3.11;100 / 100;0
0.1.1.0.2.4;0.1.1.0.2.4.1;100 / 100;0
0.1.1.0.2.4;0.1.1.0.2.4.2;100 / 100;0
0.1.1.0.2.4;0.1.1.0.2.4.4;100 / 100;0
0.1.1.0.2.4;0.1.1.0.2.4.6;200 / 200;0
0.1.1.0.2.4;0.1.1.0.2.4.7;200 / 200;0
0.1.1.0.2.4;0.1.1.0.2.4.8;200 / 200;0
0.1.1.0.2.4;0.1.1.0.2.4.10;200 / 200;0
0.1.1.0.3.0;0.1.1.0.3.0.0;200 / 200;0
0.1.1.0.3.0;0.1.1.0.3.0.1;100 / 100;0
0.1.1.0.3.0;0.1.1.0.3.0.3;200 / 200;0
0.1.1.0.3.0;0.1.1.0.3.0.5;100 / 100;0
0.1.1.0.3.0;0.1.1.0.3.0.10;100 / 100;0
0.1.1.0.3.1;0.1.1.0.3.1.3;100 / 100;0
0.1.1.0.3.1;0.1.1.0.3.1.4;300 / 300;0
0.1.1.0.3.1;0.1.1.0.3.1.6;100 / 100;0
0.1.1.0.3.1;0.1.1.0.3.1.11;200 / 200;0
0.1.1.0.3.2;0.1.1.0.3.2.1;100 / 100;0
0.1.1.0.3.2;0.1.1.0.3.2.3;100 / 100;0
0.1.1.0.3.2;0.1.1.0.3.2.6;100 / 100;0
0.1.1.0.3.2;0.1.1.0.3.2.7;100 / 100;0
0.1.1.0.3.2;0.1.1.0.3.2.9;100 / 100;0
0.1.1.0.3.2;0.1.1.0.3.2.11;100 / 100;0
0.1.1.0.3.3;0.1.1.0.3.3.3;100 / 100;0
0.1.1.0.3.3;0.1.1.0.3.3.5;100 / 100;0
0.1.1.0.3.3;0.1.1.0.3.3.7;100 / 100;0
0.1.1.0.3.3;0.1.1.0.3.3.9;100 / 100;0
0.1.1.0.3.3;0.1.1.0.3.3.10;100 / 100;0
0.1.1.0.3.3;0.1.1.0.3.3.11;100 / 100;0
0.1.1.0.3.4;0.1.1.0.3.4.1;200 / 200;0
0.1.1.0.3.4;0.1.1.0.3.4.5;100 / 100;0
0.1.1.0.3.4;0.1.1.0.3.4.6;200 / 200;0
0.1.1.0.3.4;0.1.1.0.3.4.10;100 / 100;0
0.1.1.0.3.5;0.1.1.0.3.5.0;200 / 200;0
0.1.1.0.3.5;0.1.1.0.3.5.6;100 / 100;0
0.1.1.0.3.5;0.1.1.0.3.5.8;100 / 100;0
0.1.1.0.3.5;0.1.1.0.3.5.10;100 / 100;0
0.1.1.0.3.5;0.1.1.0.3.5.11;100 / 100;0
0.1.1.0.4.0;0.1.1.0.4.0.0;100 / 100;0
0.1.1.0.4.0;0.1.1.0.4.0.2;100 / 100;0
0.1.1.0.4.0;0.1.1.0.4.0.3;100 / 100;0
0.1.1.0.4.0;0.1.1.0.4.0.4;100 / 100;0
