0.7.5;0.7.5.0;121253 / 121400;0
0.7.5.0;0.7.5.0.0;-21800 / 21800;1
0.7.5.0;0.7.5.0.1;-18479 / 18600;1
0.7.5.0;0.7.5.0.2;-20698 / 20700;1
0.7.5.0;0.7.5.0.3;-19676 / 19700;1
0.7.5.0;0.7.5.0.4;-22600 / 22600;1
0.7.5.0;0.7.5.0.5;-17900 / 17900;1
0.7.5.0.0;0.7.5.0.0.0;-3700 / 3700;1
0.7.5.0.0;0.7.5.0.0.1;-3700 / 3700;1
0.7.5.0.0;0.7.5.0.0.2;-3600 / 3600;1
0.7.5.0.0;0.7.5.0.0.3;-3600 / 3600;1
0.7.5.0.0;0.7.5.0.0.4;-3600 / 3600;1
0.7.5.0.0;0.7.5.0.0.5;-3600 / 3600;1
0.7.5.0.1;0.7.5.0.1.0;-2994 / 3000;1
0.7.5.0.1;0.7.5.0.1.1;-3087 / 3100;1
0.7.5.0.1;0.7.5.0.1.2;-3322 / 3400;1
0.7.5.0.1;0.7.5.0.1.3;-2991 / 3000;1
0.7.5.0.1;0.7.5.0.1.4;-3090 / 3100;1
0.7.5.0.1;0.7.5.0.1.5;-2995 / 3000;1
0.7.5.0.2;0.7.5.0.2.0;-3500 / 3500;1
0.7.5.0.2;0.7.5.0.2.1;-3500 / 3500;1
0.7.5.0.2;0.7.5.0.2.2;-3498 / 3500;1
0.7.5.0.2;0.7.5.0.2.3;-3400 / 3400;1
0.7.5.0.2;0.7.5.0.2.4;-3400 / 3400;1
0.7.5.0.2;0.7.5.0.2.5;-3400 / 3400;1
0.7.5.0.3;0.7.5.0.3.0;-3297 / 3300;1
0.7.5.0.3;0.7.5.0.3.1;-3299 / 3300;1
0.7.5.0.3;0.7.5.0.3.2;-3288 / 3300;1
0.7.5.0.3;0.7.5.0.3.3;-3296 / 3300;1
0.7.5.0.3;0.7.5.0.3.4;-3297 / 3300;1
0.7.5.0.3;0.7.5.0.3.5;-3199 / 3200;1
0.7.5.0.4;0.7.5.0.4.0;-3800 / 3800;1
0.7.5.0.4;0.7.5.0.4.1;-3800 / 3800;1
0.7.5.0.4;0.7.5.0.4.2;-3800 / 3800;1
0.7.5.0.4;0.7.5.0.4.3;-3800 / 3800;1
0.7.5.0.4;0.7.5.0.4.4;-3700 / 3700;1
0.7.5.0.4;0.7.5.0.4.5;-3700 / 3700;1
0.7.5.0.5;0.7.5.0.5.0;-3000 / 3000;1
0.7.5.0.5;0.7.5.0.5.1;-3000 / 3000;1
0.7.5.0.5;0.7.5.0.5.2;-3000 / 3000;1
0.7.5.0.5;0.7.5.0.5.3;-3000 / 3000;1
0.7.5.0.5;0.7.5.0.5.4;-3000 / 3000;1
0.7.5.0.5;0.7.5.0.5.5;-2900 / 2900;1
0.7.5.0.0.0;0.7.5.0.0.0.0;-3600 / 3600;1
0.7.5.0.0.1;0.7.5.0.0.1.0;-3600 / 3600;1
0.7.5.0.0.2;0.7.5.0.0.2.0;-3500 / 3500;1
0.7.5.0.0.3;0.7.5.0.0.3.0;-3500 / 3500;1
0.7.5.0.0.4;0.7.5.0.0.4.0;-3500 / 3500;1
0.7.5.0.0.5;0.7.5.0.0.5.0;-3500 / 3500;1
0.7.5.0.1.0;0.7.5.0.1.0.0;-2894 / 2900;1
0.7.5.0.1.1;0.7.5.0.1.1.0;-2988 / 3000;1
0.7.5.0.1.2;0.7.5.0.1.2.0;-3229 / 3300;1
0.7.5.0.1.3;0.7.5.0.1.3.0;-2893 / 2900;1
