0.4.2.1;0.4.2.1.0;128400 / 128400;0
0.4.2.1.0;0.4.2.1.0.0;128300 / 128300;0
0.4.2.1.0.0;0.4.2.1.0.0.0;-18400 / 18400;1
0.4.2.1.0.0;0.4.2.1.0.0.1;-18600 / 18600;1
0.4.2.1.0.0;0.4.2.1.0.0.2;-17000 / 17000;1
0.4.2.1.0.0;0.4.2.1.0.0.3;-17100 / 17100;1
0.4.2.1.0.0;0.4.2.1.0.0.4;-18200 / 18200;1
0.4.2.1.0.0;0.4.2.1.0.0.5;-20300 / 20300;1
0.4.2.1.0.0;0.4.2.1.0.0.6;-18600 / 18600;1
0.4.2.1.0.0.0;0.4.2.1.0.0.0.0;-6200 / 6200;1
0.4.2.1.0.0.0;0.4.2.1.0.0.0.1;-6100 / 6100;1
0.4.2.1.0.0.0;0.4.2.1.0.0.0.2;-6100 / 6100;1
0.4.2.1.0.0.1;0.4.2.1.0.0.1.0;-6200 / 6200;1
0.4.2.1.0.0.1;0.4.2.1.0.0.1.1;-6200 / 6200;1
0.4.2.1.0.0.1;0.4.2.1.0.0.1.2;-6200 / 6200;1
0.4.2.1.0.0.2;0.4.2.1.0.0.2.0;-5700 / 5700;1
0.4.2.1.0.0.2;0.4.2.1.0.0.2.1;-5700 / 5700;1
0.4.2.1.0.0.2;0.4.2.1.0.0.2.2;-5600 / 5600;1
0.4.2.1.0.0.3;0.4.2.1.0.0.3.0;-5700 / 5700;1
0.4.2.1.0.0.3;0.4.2.1.0.0.3.1;-5700 / 5700;1
0.4.2.1.0.0.3;0.4.2.1.0.0.3.2;-5700 / 5700;1
0.4.2.1.0.0.4;0.4.2.1.0.0.4.0;-6100 / 6100;1
0.4.2.1.0.0.4;0.4.2.1.0.0.4.1;-6100 / 6100;1
0.4.2.1.0.0.4;0.4.2.1.0.0.4.2;-6000 / 6000;1
0.4.2.1.0.0.5;0.4.2.1.0.0.5.0;-6800 / 6800;1
0.4.2.1.0.0.5;0.4.2.1.0.0.5.1;-6800 / 6800;1
0.4.2.1.0.0.5;0.4.2.1.0.0.5.2;-6700 / 6700;1
0.4.2.1.0.0.6;0.4.2.1.0.0.6.0;-6200 / 6200;1
0.4.2.1.0.0.6;0.4.2.1.0.0.6.1;-6200 / 6200;1
0.4.2.1.0.0.6;0.4.2.1.0.0.6.2;-6200 / 6200;1
0.4.2.1.0.0.0.0;0.4.2.1.0.0.0.0.0;700 / 700;0
0.4.2.1.0.0.0.0;0.4.2.1.0.0.0.0.1;800 / 800;0
0.4.2.1.0.0.0.0;0.4.2.1.0.0.0.0.2;900 / 900;0
0.4.2.1.0.0.0.0;0.4.2.1.0.0.0.0.3;1300 / 1300;0
0.4.2.1.0.0.0.0;0.4.2.1.0.0.0.0.4;1000 / 1000;0
0.4.2.1.0.0.0.0;0.4.2.1.0.0.0.0.5;700 / 700;0
0.4.2.1.0.0.0.0;0.4.2.1.0.0.0.0.6;700 / 700;0
0.4.2.1.0.0.0.1;0.4.2.1.0.0.0.1.0;800 / 800;0
0.4.2.1.0.0.0.1;0.4.2.1.0.0.0.1.1;1100 / 1100;0
0.4.2.1.0.0.0.1;0.4.2.1.0.0.0.1.2;1400 / 1400;0
0.4.2.1.0.0.0.1;0.4.2.1.0.0.0.1.3;900 / 900;0
0.4.2.1.0.0.0.1;0.4.2.1.0.0.0.1.4;800 / 800;0
0.4.2.1.0.0.0.1;0.4.2.1.0.0.0.1.5;300 / 300;0
0.4.2.1.0.0.0.1;0.4.2.1.0.0.0.1.6;700 / 700;0
0.4.2.1.0.0.0.2;0.4.2.1.0.0.0.2.0;600 / 600;0
0.4.2.1.0.0.0.2;0.4.2.1.0.0.0.2.1;700 / 700;0
0.4.2.1.0.0.0.2;0.4.2.1.0.0.0.2.2;500 / 500;0
0.4.2.1.0.0.0.2;0.4.2.1.0.0.0.2.3;1000 / 1000;0
0.4.2.1.0.0.0.2;0.4.2.1.0.0.0.2.4;1100 / 1100;0
0.4.2.1.0.0.0.2;0.4.2.1.0.0.0.2.5;900 / 900;0
0.4.2.1.0.0.0.2;0.4.2.1.0.0.0.2.6;1200 / 1200;0
0.4.2.1.0.0.1.0;0.4.2.1.0.0.1.0.0;600 / 600;0
0.4.2.1.0.0.1.0;0.4.2.1.0.0.1.0.1;1000 / 1000;0
0.4.2.1.0.0.1.0;0.4.2.1.0.0.1.0.2;1000 / 1000;0
0.4.2.1.0.0.1.0;0.4.2.1.0.0.1.0.3;600 / 600;0
0.4.2.1.0.0.1.0;0.4.2.1.0.0.1.0.4;900 / 900;0
0.4.2.1.0.0.1.0;0.4.2.1.0.0.1.0.5;1000 / 1000;0
0.4.2.1.0.0.1.0;0.4.2.1.0.0.1.0.6;1000 / 1000;0
0.4.2.1.0.0.1.1;0.4.2.1.0.0.1.1.0;600 / 600;0
0.4.2.1.0.0.1.1;0.4.2.1.0.0.1.1.1;1100 / 1100;0
0.4.2.1.0.0.1.1;0.4.2.1.0.0.1.1.2;700 / 700;0
0.4.2.1.0.0.1.1;0.4.2.1.0.0.1.1.3;700 / 700;0
0.4.2.1.0.0.1.1;0.4.2.1.0.0.1.1.4;800 / 800;0
0.4.2.1.0.0.1.1;0.4.2.1.0.0.1.1.5;1400 / 1400;0
0.4.2.1.0.0.1.1;0.4.2.1.0.0.1.1.6;800 / 800;0
0.4.2.1.0.0.1.2;0.4.2.1.0.0.1.2.0;1100 / 1100;0
0.4.2.1.0.0.1.2;0.4.2.1.0.0.1.2.1;900 / 900;0
0.4.2.1.0.0.1.2;0.4.2.1.0.0.1.2.2;1300 / 1300;0
0.4.2.1.0.0.1.2;0.4.2.1.0.0.1.2.3;500 / 500;0
0.4.2.1.0.0.1.2;0.4.2.1.0.0.1.2.4;800 / 800;0
0.4.2.1.0.0.1.2;0.4.2.1.0.0.1.2.5;700 / 700;0
0.4.2.1.0.0.1.2;0.4.2.1.0.0.1.2.6;800 / 800;0
0.4.2.1.0.0.2.0;0.4.2.1.0.0.2.0.0;600 / 600;0
0.4.2.1.0.0.2.0;0.4.2.1.0.0.2.0.1;1000 / 1000;0
0.4.2.1.0.0.2.0;0.4.2.1.0.0.2.0.2;900 / 900;0
0.4.2.1.0.0.2.0;0.4.2.1.0.0.2.0.3;800 / 800;0
0.4.2.1.0.0.2.0;0.4.2.1.0.0.2.0.4;500 / 500;0
0.4.2.1.0.0.2.0;0.4.2.1.0.0.2.0.5;500 / 500;0
0.4.2.1.0.0.2.0;0.4.2.1.0.0.2.0.6;1300 / 1300;0
0.4.2.1.0.0.2.1;0.4.2.1.0.0.2.1.0;1400 / 1400;0
0.4.2.1.0.0.2.1;0.4.2.1.0.0.2.1.1;300 / 300;0
0.4.2.1.0.0.2.1;0.4.2.1.0.0.2.1.2;600 / 600;0
0.4.2.1.0.0.2.1;0.4.2.1.0.0.2.1.3;700 / 700;0
0.4.2.1.0.0.2.1;0.4.2.1.0.0.2.1.4;800 / 800;0
0.4.2.1.0.0.2.1;0.4.2.1.0.0.2.1.5;700 / 700;0
0.4.2.1.0.0.2.1;0.4.2.1.0.0.2.1.6;1100 / 1100;0
0.4.2.1.0.0.2.2;0.4.2.1.0.0.2.2.0;400 / 400;0
0.4.2.1.0.0.2.2;0.4.2.1.0.0.2.2.1;1200 / 1200;0
0.4.2.1.0.0.2.2;0.4.2.1.0.0.2.2.2;700 / 700;0
0.4.2.1.0.0.2.2;0.4.2.1.0.0.2.2.3;800 / 800;0
0.4.2.1.0.0.2.2;0.4.2.1.0.0.2.2.4;700 / 700;0
0.4.2.1.0.0.2.2;0.4.2.1.0.0.2.2.5;900 / 900;0
0.4.2.1.0.0.2.2;0.4.2.1.0.0.2.2.6;800 / 800;0
0.4.2.1.0.0.3.0;0.4.2.1.0.0.3.0.0;800 / 800;0
0.4.2.1.0.0.3.0;0.4.2.1.0.0.3.0.1;400 / 400;0
0.4.2.1.0.0.3.0;0.4.2.1.0.0.3.0.2;500 / 500;0
0.4.2.1.0.0.3.0;0.4.2.1.0.0.3.0.3;1000 / 1000;0
0.4.2.1.0.0.3.0;0.4.2.1.0.0.3.0.4;1200 / 1200;0
0.4.2.1.0.0.3.0;0.4.2.1.0.0.3.0.5;1000 / 1000;0
0.4.2.1.0.0.3.0;0.4.2.1.0.0.3.0.6;700 / 700;0
0.4.2.1.0.0.3.1;0.4.2.1.0.0.3.1.0;500 / 500;0
0.4.2.1.0.0.3.1;0.4.2.1.0.0.3.1.1;1200 / 1200;0
0.4.2.1.0.0.3.1;0.4.2.1.0.0.3.1.2;900 / 900;0
0.4.2.1.0.0.3.1;0.4.2.1.0.0.3.1.3;800 / 800;0
0.4.2.1.0.0.3.1;0.4.2.1.0.0.3.1.4;800 / 800;0
0.4.2.1.0.0.3.1;0.4.2.1.0.0.3.1.5;700 / 700;0
0.4.2.1.0.0.3.1;0.4.2.1.0.0.3.1.6;700 / 700;0
0.4.2.1.0.0.3.2;0.4.2.1.0.0.3.2.0;600 / 600;0
0.4.2.1.0.0.3.2;0.4.2.1.0.0.3.2.1;800 / 800;0
0.4.2.1.0.0.3.2;0.4.2.1.0.0.3.2.2;800 / 800;0
0.4.2.1.0.0.3.2;0.4.2.1.0.0.3.2.3;400 / 400;0
0.4.2.1.0.0.3.2;0.4.2.1.0.0.3.2.4;1200 / 1200;0
0.4.2.1.0.0.3.2;0.4.2.1.0.0.3.2.5;900 / 900;0
0.4.2.1.0.0.3.2;0.4.2.1.0.0.3.2.6;900 / 900;0
0.4.2.1.0.0.4.0;0.4.2.1.0.0.4.0.0;800 / 800;0
0.4.2.1.0.0.4.0;0.4.2.1.0.0.4.0.1;500 / 500;0
