0.0.0.2.0.0;0.0.0.2.0.0.0;41700 / 41700;0
0.0.0.2.0.0.0.4.9;0.0.0.2.0.0.0.4.9.0;-200 / 200;1
0.0.0.2.0.0.0.4.10;0.0.0.2.0.0.0.4.10.0;-200 / 200;1
0.0.0.2.0.0.0.4.11;0.0.0.2.0.0.0.4.11.0;-200 / 200;1
0.0.0.2.0.0.0.4.12;0.0.0.2.0.0.0.4.12.0;-200 / 200;1
0.0.0.2.0.0.0.4.13;0.0.0.2.0.0.0.4.13.0;-200 / 200;1
0.0.0.2.0.0.0.4.14;0.0.0.2.0.0.0.4.14.0;-200 / 200;1
0.0.0.2.0.0.0.4.15;0.0.0.2.0.0.0.4.15.0;-200 / 200;1
0.0.0.2.0.0.0.5.0;0.0.0.2.0.0.0.5.0.0;-100 / 100;1
0.0.0.2.0.0.0.5.0;0.0.0.2.0.0.0.5.0.1;-100 / 100;1
0.0.0.2.0.0.0.5.0;0.0.0.2.0.0.0.5.0.2;-100 / 100;1
0.0.0.2.0.0.0.5.1;0.0.0.2.0.0.0.5.1.0;-100 / 100;1
0.0.0.2.0.0.0.5.1;0.0.0.2.0.0.0.5.1.1;-100 / 100;1
0.0.0.2.0.0.0.5.1;0.0.0.2.0.0.0.5.1.2;-100 / 100;1
0.0.0.2.0.0.0.5.2;0.0.0.2.0.0.0.5.2.0;-100 / 100;1
0.0.0.2.0.0.0.5.2;0.0.0.2.0.0.0.5.2.1;-100 / 100;1
0.0.0.2.0.0.0.5.2;0.0.0.2.0.0.0.5.2.2;-100 / 100;1
0.0.0.2.0.0.0.5.3;0.0.0.2.0.0.0.5.3.0;-100 / 100;1
0.0.0.2.0.0.0.5.3;0.0.0.2.0.0.0.5.3.1;-100 / 100;1
0.0.0.2.0.0.0.5.4;0.0.0.2.0.0.0.5.4.0;-100 / 100;1
0.0.0.2.0.0.0.5.4;0.0.0.2.0.0.0.5.4.1;-100 / 100;1
0.0.0.2.0.0.0.5.5;0.0.0.2.0.0.0.5.5.0;-100 / 100;1
0.0.0.2.0.0.0.5.5;0.0.0.2.0.0.0.5.5.1;-100 / 100;1
0.0.0.2.0.0.0.5.6;0.0.0.2.0.0.0.5.6.0;-100 / 100;1
0.0.0.2.0.0.0.5.6;0.0.0.2.0.0.0.5.6.1;-100 / 100;1
0.0.0.2.0.0.0.5.7;0.0.0.2.0.0.0.5.7.0;-100 / 100;1
0.0.0.2.0.0.0.5.7;0.0.0.2.0.0.0.5.7.1;-100 / 100;1
0.0.0.2.0.0.0.5.8;0.0.0.2.0.0.0.5.8.0;-200 / 200;1
0.0.0.2.0.0.0.5.9;0.0.0.2.0.0.0.5.9.0;-200 / 200;1
0.0.0.2.0.0.0.5.10;0.0.0.2.0.0.0.5.10.0;-200 / 200;1
0.0.0.2.0.0.0.5.11;0.0.0.2.0.0.0.5.11.0;-200 / 200;1
0.0.0.2.0.0.0.5.12;0.0.0.2.0.0.0.5.12.0;-200 / 200;1
0.0.0.2.0.0.0.5.13;0.0.0.2.0.0.0.5.13.0;-200 / 200;1
0.0.0.2.0.0.0.5.14;0.0.0.2.0.0.0.5.14.0;-200 / 200;1
0.0.0.2.0.0.0.5.15;0.0.0.2.0.0.0.5.15.0;-200 / 200;1
0.0.0.2.0.0.0.6.0;0.0.0.2.0.0.0.6.0.0;-100 / 100;1
0.0.0.2.0.0.0.6.0;0.0.0.2.0.0.0.6.0.1;-100 / 100;1
0.0.0.2.0.0.0.6.0;0.0.0.2.0.0.0.6.0.2;-100 / 100;1
0.0.0.2.0.0.0.6.1;0.0.0.2.0.0.0.6.1.0;-100 / 100;1
0.0.0.2.0.0.0.6.1;0.0.0.2.0.0.0.6.1.1;-100 / 100;1
0.0.0.2.0.0.0.6.1;0.0.0.2.0.0.0.6.1.2;-100 / 100;1
0.0.0.2.0.0.0.6.2;0.0.0.2.0.0.0.6.2.0;-100 / 100;1
