0.0.0;0.0.0.0;48587 / 48600;0
0.0.0.0;0.0.0.0.0;-17195 / 17200;1
0.0.0.0;0.0.0.0.1;-15797 / 15800;1
0.0.0.0;0.0.0.0.2;-15495 / 15500;1
0.0.0.0.0;0.0.0.0.0.0;-4299 / 4300;1
0.0.0.0.0;0.0.0.0.0.1;-4300 / 4300;1
0.0.0.0.0;0.0.0.0.0.2;-4300 / 4300;1
0.0.0.0.0;0.0.0.0.0.3;-4296 / 4300;1
0.0.0.0.1;0.0.0.0.1.0;-3900 / 3900;1
0.0.0.0.1;0.0.0.0.1.1;-3998 / 4000;1
0.0.0.0.1;0.0.0.0.1.2;-3900 / 3900;1
0.0.0.0.1;0.0.0.0.1.3;-3999 / 4000;1
0.0.0.0.2;0.0.0.0.2.0;-3900 / 3900;1
0.0.0.0.2;0.0.0.0.2.1;-3898 / 3900;1
0.0.0.0.2;0.0.0.0.2.2;-3800 / 3800;1
0.0.0.0.2;0.0.0.0.2.3;-3897 / 3900;1
0.0.0.0.0.0;0.0.0.0.0.0.0;-4199 / 4200;1
0.0.0.0.0.1;0.0.0.0.0.1.0;-4200 / 4200;1
0.0.0.0.0.2;0.0.0.0.0.2.0;-4200 / 4200;1
0.0.0.0.0.3;0.0.0.0.0.3.0;-4196 / 4200;1
0.0.0.0.1.0;0.0.0.0.1.0.0;-3800 / 3800;1
0.0.0.0.1.1;0.0.0.0.1.1.0;-3898 / 3900;1
0.0.0.0.1.2;0.0.0.0.1.2.0;-3800 / 3800;1
0.0.0.0.1.3;0.0.0.0.1.3.0;-3899 / 3900;1
0.0.0.0.2.0;0.0.0.0.2.0.0;-3800 / 3800;1
0.0.0.0.2.1;0.0.0.0.2.1.0;-3798 / 3800;1
0.0.0.0.2.2;0.0.0.0.2.2.0;-3700 / 3700;1
0.0.0.0.2.3;0.0.0.0.2.3.0;-3797 / 3800;1
0.0.0.0.0.0.0;0.0.0.0.0.0.0.0;2099 / 2100;0
0.0.0.0.0.0.0;0.0.0.0.0.0.0.1;800 / 800;0
0.0.0.0.0.0.0;0.0.0.0.0.0.0.2;1200 / 1200;0
0.0.0.0.0.1.0;0.0.0.0.0.1.0.0;1200 / 1200;0
0.0.0.0.0.1.0;0.0.0.0.0.1.0.1;1800 / 1800;0
0.0.0.0.0.1.0;0.0.0.0.0.1.0.2;1100 / 1100;0
0.0.0.0.0.2.0;0.0.0.0.0.2.0.0;1600 / 1600;0
0.0.0.0.0.2.0;0.0.0.0.0.2.0.1;1200 / 1200;0
0.0.0.0.0.2.0;0.0.0.0.0.2.0.2;1300 / 1300;0
0.0.0.0.0.3.0;0.0.0.0.0.3.0.0;999 / 1000;0
0.0.0.0.0.3.0;0.0.0.0.0.3.0.1;1000 / 1000;0
0.0.0.0.0.3.0;0.0.0.0.0.3.0.2;2097 / 2100;0
0.0.0.0.1.0.0;0.0.0.0.1.0.0.0;2100 / 2100;0
0.0.0.0.1.0.0;0.0.0.0.1.0.0.1;700 / 700;0
0.0.0.0.1.0.0;0.0.0.0.1.0.0.2;900 / 900;0
0.0.0.0.1.1.0;0.0.0.0.1.1.0.0;900 / 900;0
0.0.0.0.1.1.0;0.0.0.0.1.1.0.1;900 / 900;0
0.0.0.0.1.1.0;0.0.0.0.1.1.0.2;1998 / 2000;0
0.0.0.0.1.2.0;0.0.0.0.1.2.0.0;1500 / 1500;0
0.0.0.0.1.2.0;0.0.0.0.1.2.0.1;1200 / 1200;0
0.0.0.0.1.2.0;0.0.0.0.1.2.0.2;1000 / 1000;0
0.0.0.0.1.3.0;0.0.0.0.1.3.0.0;1299 / 1300;0
0.0.0.0.1.3.0;0.0.0.0.1.3.0.1;1000 / 1000;0
0.0.0.0.1.3.0;0.0.0.0.1.3.0.2;1500 / 1500;0
0.0.0.0.2.0.0;0.0.0.0.2.0.0.0;1200 / 1200;0
0.0.0.0.2.0.0;0.0.0.0.2.0.0.1;1300 / 1300;0
0.0.0.0.2.0.0;0.0.0.0.2.0.0.2;1200 / 1200;0
0.0.0.0.2.1.0;0.0.0.0.2.1.0.0;1598 / 1600;0
0.0.0.0.2.1.0;0.0.0.0.2.1.0.1;800 / 800;0
0.0.0.0.2.1.0;0.0.0.0.2.1.0.2;1300 / 1300;0
0.0.0.0.2.2.0;0.0.0.0.2.2.0.0;1100 / 1100;0
0.0.0.0.2.2.0;0.0.0.0.2.2.0.1;1200 / 1200;0
0.0.0.0.2.2.0;0.0.0.0.2.2.0.2;1300 / 1300;0
0.0.0.0.2.3.0;0.0.0.0.2.3.0.0;998 / 1000;0
0.0.0.0.2.3.0;0.0.0.0.2.3.0.1;1899 / 1900;0
0.0.0.0.2.3.0;0.0.0.0.2.3.0.2;800 / 800;0
0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.0;300 / 300;0
0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.1;300 / 300;0
0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.2;300 / 300;0
0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.3;199 / 200;0
0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.4;200 / 200;0
0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.5;200 / 200;0
0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.6;200 / 200;0
0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.7;200 / 200;0
0.0.0.0.0.0.0.0;0.0.0.0.0.0.0.0.8;200 / 200;0
0.0.0.0.0.0.0.1;0.0.0.0.0.0.0.1.0;100 / 100;0
0.0.0.0.0.0.0.1;0.0.0.0.0.0.0.1.1;100 / 100;0
0.0.0.0.0.0.0.1;0.0.0.0.0.0.0.1.2;100 / 100;0
0.0.0.0.0.0.0.1;0.0.0.0.0.0.0.1.3;100 / 100;0
0.0.0.0.0.0.0.1;0.0.0.0.0.0.0.1.4;100 / 100;0
0.0.0.0.0.0.0.1;0.0.0.0.0.0.0.1.5;100 / 100;0
0.0.0.0.0.0.0.1;0.0.0.0.0.0.0.1.6;100 / 100;0
0.0.0.0.0.0.0.1;0.0.0.0.0.0.0.1.7;100 / 100;0
0.0.0.0.0.0.0.2;0.0.0.0.0.0.0.2.0;200 / 200;0
0.0.0.0.0.0.0.2;0.0.0.0.0.0.0.2.1;200 / 200;0
0.0.0.0.0.0.0.2;0.0.0.0.0.0.0.2.2;200 / 200;0
0.0.0.0.0.0.0.2;0.0.0.0.0.0.0.2.3;100 / 100;0
0.0.0.0.0.0.0.2;0.0.0.0.0.0.0.2.4;100 / 100;0
0.0.0.0.0.0.0.2;0.0.0.0.0.0.0.2.5;100 / 100;0
0.0.0.0.0.0.0.2;0.0.0.0.0.0.0.2.6;100 / 100;0
0.0.0.0.0.0.0.2;0.0.0.0.0.0.0.2.7;100 / 100;0
