0.1.1.0.1;0.1.1.0.1.0;49300 / 49300;0
0.1.1.0.1.0;0.1.1.0.1.0.0;-6400 / 6400;1
0.1.1.0.1.0;0.1.1.0.1.0.1;-6800 / 6800;1
0.1.1.0.1.0;0.1.1.0.1.0.2;-8800 / 8800;1
0.1.1.0.1.0;0.1.1.0.1.0.3;-7800 / 7800;1
0.1.1.0.1.0;0.1.1.0.1.0.4;-7000 / 7000;1
0.1.1.0.1.0;0.1.1.0.1.0.5;-6500 / 6500;1
0.1.1.0.1.0;0.1.1.0.1.0.6;-5900 / 5900;1
0.1.1.0.1.0.0;0.1.1.0.1.0.0.0;-6400 / 6400;1
0.1.1.0.1.0.1;0.1.1.0.1.0.1.0;-6800 / 6800;1
0.1.1.0.1.0.2;0.1.1.0.1.0.2.0;-8800 / 8800;1
0.1.1.0.1.0.3;0.1.1.0.1.0.3.0;-7800 / 7800;1
0.1.1.0.1.0.4;0.1.1.0.1.0.4.0;-7000 / 7000;1
0.1.1.0.1.0.5;0.1.1.0.1.0.5.0;-6500 / 6500;1
0.1.1.0.1.0.6;0.1.1.0.1.0.6.0;-5900 / 5900;1
0.1.1.0.1.0.0.0;0.1.1.0.1.0.0.0.0;500 / 500;0
0.1.1.0.1.0.0.0;0.1.1.0.1.0.0.0.1;1200 / 1200;0
0.1.1.0.1.0.0.0;0.1.1.0.1.0.0.0.2;1300 / 1300;0
0.1.1.0.1.0.0.0;0.1.1.0.1.0.0.0.3;700 / 700;0
0.1.1.0.1.0.0.0;0.1.1.0.1.0.0.0.4;900 / 900;0
0.1.1.0.1.0.0.0;0.1.1.0.1.0.0.0.5;900 / 900;0
0.1.1.0.1.0.0.0;0.1.1.0.1.0.0.0.6;800 / 800;0
0.1.1.0.1.0.1.0;0.1.1.0.1.0.1.0.0;700 / 700;0
0.1.1.0.1.0.1.0;0.1.1.0.1.0.1.0.1;1100 / 1100;0
0.1.1.0.1.0.1.0;0.1.1.0.1.0.1.0.2;900 / 900;0
0.1.1.0.1.0.1.0;0.1.1.0.1.0.1.0.3;1300 / 1300;0
0.1.1.0.1.0.1.0;0.1.1.0.1.0.1.0.4;700 / 700;0
0.1.1.0.1.0.1.0;0.1.1.0.1.0.1.0.5;900 / 900;0
0.1.1.0.1.0.1.0;0.1.1.0.1.0.1.0.6;1100 / 1100;0
0.1.1.0.1.0.2.0;0.1.1.0.1.0.2.0.0;1700 / 1700;0
0.1.1.0.1.0.2.0;0.1.1.0.1.0.2.0.1;1000 / 1000;0
0.1.1.0.1.0.2.0;0.1.1.0.1.0.2.0.2;1700 / 1700;0
0.1.1.0.1.0.2.0;0.1.1.0.1.0.2.0.3;800 / 800;0
0.1.1.0.1.0.2.0;0.1.1.0.1.0.2.0.4;700 / 700;0
0.1.1.0.1.0.2.0;0.1.1.0.1.0.2.0.5;1900 / 1900;0
0.1.1.0.1.0.2.0;0.1.1.0.1.0.2.0.6;900 / 900;0
0.1.1.0.1.0.3.0;0.1.1.0.1.0.3.0.0;1800 / 1800;0
0.1.1.0.1.0.3.0;0.1.1.0.1.0.3.0.1;1900 / 1900;0
0.1.1.0.1.0.3.0;0.1.1.0.1.0.3.0.2;800 / 800;0
0.1.1.0.1.0.3.0;0.1.1.0.1.0.3.0.3;800 / 800;0
0.1.1.0.1.0.3.0;0.1.1.0.1.0.3.0.4;800 / 800;0
0.1.1.0.1.0.3.0;0.1.1.0.1.0.3.0.5;700 / 700;0
0.1.1.0.1.0.3.0;0.1.1.0.1.0.3.0.6;900 / 900;0
0.1.1.0.1.0.4.0;0.1.1.0.1.0.4.0.0;800 / 800;0
0.1.1.0.1.0.4.0;0.1.1.0.1.0.4.0.1;1600 / 1600;0
0.1.1.0.1.0.4.0;0.1.1.0.1.0.4.0.2;700 / 700;0
0.1.1.0.1.0.4.0;0.1.1.0.1.0.4.0.3;1100 / 1100;0
0.1.1.0.1.0.4.0;0.1.1.0.1.0.4.0.4;1100 / 1100;0
0.1.1.0.1.0.4.0;0.1.1.0.1.0.4.0.5;600 / 600;0
0.1.1.0.1.0.4.0;0.1.1.0.1.0.4.0.6;1000 / 1000;0
0.1.1.0.1.0.5.0;0.1.1.0.1.0.5.0.0;1200 / 1200;0
0.1.1.0.1.0.5.0;0.1.1.0.1.0.5.0.1;900 / 900;0
0.1.1.0.1.0.5.0;0.1.1.0.1.0.5.0.2;1100 / 1100;0
0.1.1.0.1.0.5.0;0.1.1.0.1.0.5.0.3;500 / 500;0
0.1.1.0.1.0.5.0;0.1.1.0.1.0.5.0.4;1200 / 1200;0
0.1.1.0.1.0.5.0;0.1.1.0.1.0.5.0.5;1000 / 1000;0
0.1.1.0.1.0.5.0;0.1.1.0.1.0.5.0.6;500 / 500;0
0.1.1.0.1.0.6.0;0.1.1.0.1.0.6.0.0;600 / 600;0
0.1.1.0.1.0.6.0;0.1.1.0.1.0.6.0.1;800 / 800;0
0.1.1.0.1.0.6.0;0.1.1.0.1.0.6.0.2;600 / 600;0
0.1.1.0.1.0.6.0;0.1.1.0.1.0.6.0.3;700 / 700;0
0.1.1.0.1.0.6.0;0.1.1.0.1.0.6.0.4;1100 / 1100;0
0.1.1.0.1.0.6.0;0.1.1.0.1.0.6.0.5;900 / 900;0
0.1.1.0.1.0.6.0;0.1.1.0.1.0.6.0.6;1100 / 1100;0
0.1.1.0.1.0.0.0.0;0.1.1.0.1.0.0.0.0.0;100 / 100;0
0.1.1.0.1.0.0.0.0;0.1.1.0.1.0.0.0.0.1;100 / 100;0
0.1.1.0.1.0.0.0.0;0.1.1.0.1.0.0.0.0.2;100 / 100;0
0.1.1.0.1.0.0.0.0;0.1.1.0.1.0.0.0.0.3;100 / 100;0
0.1.1.0.1.0.0.0.0;0.1.1.0.1.0.0.0.0.4;100 / 100;0
0.1.1.0.1.0.0.0.1;0.1.1.0.1.0.0.0.1.0;200 / 200;0
0.1.1.0.1.0.0.0.1;0.1.1.0.1.0.0.0.1.1;200 / 200;0
0.1.1.0.1.0.0.0.1;0.1.1.0.1.0.0.0.1.2;100 / 100;0
0.1.1.0.1.0.0.0.1;0.1.1.0.1.0.0.0.1.3;100 / 100;0
0.1.1.0.1.0.0.0.1;0.1.1.0.1.0.0.0.1.4;100 / 100;0
0.1.1.0.1.0.0.0.1;0.1.1.0.1.0.0.0.1.5;100 / 100;0
0.1.1.0.1.0.0.0.1;0.1.1.0.1.0.0.0.1.6;100 / 100;0
0.1.1.0.1.0.0.0.1;0.1.1.0.1.0.0.0.1.7;100 / 100;0
0.1.1.0.1.0.0.0.1;0.1.1.0.1.0.0.0.1.8;100 / 100;0
0.1.1.0.1.0.0.0.1;0.1.1.0.1.0.0.0.1.9;100 / 100;0
0.1.1.0.1.0.0.0.2;0.1.1.0.1.0.0.0.2.0;200 / 200;0
0.1.1.0.1.0.0.0.2;0.1.1.0.1.0.0.0.2.1;200 / 200;0
0.1.1.0.1.0.0.0.2;0.1.1.0.1.0.0.0.2.2;200 / 200;0
0.1.1.0.1.0.0.0.2;0.1.1.0.1.0.0.0.2.3;100 / 100;0
