0.2.2.1.1;0.2.2.1.1.0;49100 / 49100;0
0.2.2.1.1.0;0.2.2.1.1.0.0;-5500 / 5500;1
0.2.2.1.1.0;0.2.2.1.1.0.1;-6200 / 6200;1
0.2.2.1.1.0;0.2.2.1.1.0.2;-6700 / 6700;1
0.2.2.1.1.0;0.2.2.1.1.0.3;-7500 / 7500;1
0.2.2.1.1.0;0.2.2.1.1.0.4;-7100 / 7100;1
0.2.2.1.1.0;0.2.2.1.1.0.5;-9100 / 9100;1
0.2.2.1.1.0;0.2.2.1.1.0.6;-6900 / 6900;1
0.2.2.1.1.0.0;0.2.2.1.1.0.0.0;-1000 / 1000;1
0.2.2.1.1.0.0;0.2.2.1.1.0.0.1;-900 / 900;1
0.2.2.1.1.0.0;0.2.2.1.1.0.0.2;-900 / 900;1
0.2.2.1.1.0.0;0.2.2.1.1.0.0.3;-900 / 900;1
0.2.2.1.1.0.0;0.2.2.1.1.0.0.4;-900 / 900;1
0.2.2.1.1.0.0;0.2.2.1.1.0.0.5;-900 / 900;1
0.2.2.1.1.0.1;0.2.2.1.1.0.1.0;-1100 / 1100;1
0.2.2.1.1.0.1;0.2.2.1.1.0.1.1;-1100 / 1100;1
0.2.2.1.1.0.1;0.2.2.1.1.0.1.2;-1000 / 1000;1
0.2.2.1.1.0.1;0.2.2.1.1.0.1.3;-1000 / 1000;1
0.2.2.1.1.0.1;0.2.2.1.1.0.1.4;-1000 / 1000;1
0.2.2.1.1.0.1;0.2.2.1.1.0.1.5;-1000 / 1000;1
0.2.2.1.1.0.2;0.2.2.1.1.0.2.0;-1200 / 1200;1
0.2.2.1.1.0.2;0.2.2.1.1.0.2.1;-1100 / 1100;1
0.2.2.1.1.0.2;0.2.2.1.1.0.2.2;-1100 / 1100;1
0.2.2.1.1.0.2;0.2.2.1.1.0.2.3;-1100 / 1100;1
0.2.2.1.1.0.2;0.2.2.1.1.0.2.4;-1100 / 1100;1
0.2.2.1.1.0.2;0.2.2.1.1.0.2.5;-1100 / 1100;1
0.2.2.1.1.0.3;0.2.2.1.1.0.3.0;-1300 / 1300;1
0.2.2.1.1.0.3;0.2.2.1.1.0.3.1;-1300 / 1300;1
0.2.2.1.1.0.3;0.2.2.1.1.0.3.2;-1300 / 1300;1
0.2.2.1.1.0.3;0.2.2.1.1.0.3.3;-1200 / 1200;1
0.2.2.1.1.0.3;0.2.2.1.1.0.3.4;-1200 / 1200;1
0.2.2.1.1.0.3;0.2.2.1.1.0.3.5;-1200 / 1200;1
0.2.2.1.1.0.4;0.2.2.1.1.0.4.0;-1200 / 1200;1
0.2.2.1.1.0.4;0.2.2.1.1.0.4.1;-1200 / 1200;1
0.2.2.1.1.0.4;0.2.2.1.1.0.4.2;-1200 / 1200;1
0.2.2.1.1.0.4;0.2.2.1.1.0.4.3;-1200 / 1200;1
0.2.2.1.1.0.4;0.2.2.1.1.0.4.4;-1200 / 1200;1
0.2.2.1.1.0.4;0.2.2.1.1.0.4.5;-1100 / 1100;1
0.2.2.1.1.0.5;0.2.2.1.1.0.5.0;-1600 / 1600;1
0.2.2.1.1.0.5;0.2.2.1.1.0.5.1;-1500 / 1500;1
0.2.2.1.1.0.5;0.2.2.1.1.0.5.2;-1500 / 1500;1
0.2.2.1.1.0.5;0.2.2.1.1.0.5.3;-1500 / 1500;1
0.2.2.1.1.0.5;0.2.2.1.1.0.5.4;-1500 / 1500;1
0.2.2.1.1.0.5;0.2.2.1.1.0.5.5;-1500 / 1500;1
0.2.2.1.1.0.6;0.2.2.1.1.0.6.0;-1200 / 1200;1
0.2.2.1.1.0.6;0.2.2.1.1.0.6.1;-1200 / 1200;1
0.2.2.1.1.0.6;0.2.2.1.1.0.6.2;-1200 / 1200;1
0.2.2.1.1.0.6;0.2.2.1.1.0.6.3;-1100 / 1100;1
0.2.2.1.1.0.6;0.2.2.1.1.0.6.4;-1100 / 1100;1
0.2.2.1.1.0.6;0.2.2.1.1.0.6.5;-1100 / 1100;1
0.2.2.1.1.0.0.0;0.2.2.1.1.0.0.0.0;-900 / 900;1
0.2.2.1.1.0.0.1;0.2.2.1.1.0.0.1.0;-800 / 800;1
