0.2.2.1;0.2.2.1.0;48152 / 49600;0
0.2.2.1.0;0.2.2.1.0.0;-4449 / 4600;1
0.2.2.1.0;0.2.2.1.0.1;-3709 / 3800;1
0.2.2.1.0;0.2.2.1.0.2;-4046 / 4200;1
0.2.2.1.0;0.2.2.1.0.3;-3382 / 3400;1
0.2.2.1.0;0.2.2.1.0.4;-4465 / 4500;1
0.2.2.1.0;0.2.2.1.0.5;-4057 / 4200;1
0.2.2.1.0;0.2.2.1.0.6;-3785 / 3800;1
0.2.2.1.0;0.2.2.1.0.7;-3921 / 4300;1
0.2.2.1.0;0.2.2.1.0.8;-3462 / 3800;1
0.2.2.1.0;0.2.2.1.0.9;-4467 / 4500;1
0.2.2.1.0;0.2.2.1.0.10;-4270 / 4300;1
0.2.2.1.0;0.2.2.1.0.11;-4039 / 4100;1
0.2.2.1.0.0;0.2.2.1.0.0.0;-690 / 700;1
0.2.2.1.0.0;0.2.2.1.0.0.1;-746 / 800;1
0.2.2.1.0.0;0.2.2.1.0.0.2;-690 / 700;1
0.2.2.1.0.0;0.2.2.1.0.0.3;-786 / 800;1
0.2.2.1.0.0;0.2.2.1.0.0.4;-781 / 800;1
0.2.2.1.0.0;0.2.2.1.0.0.5;-756 / 800;1
0.2.2.1.0.1;0.2.2.1.0.1.0;-598 / 600;1
0.2.2.1.0.1;0.2.2.1.0.1.1;-669 / 700;1
0.2.2.1.0.1;0.2.2.1.0.1.2;-597 / 600;1
0.2.2.1.0.1;0.2.2.1.0.1.3;-596 / 600;1
0.2.2.1.0.1;0.2.2.1.0.1.4;-591 / 600;1
0.2.2.1.0.1;0.2.2.1.0.1.5;-658 / 700;1
0.2.2.1.0.2;0.2.2.1.0.2.0;-689 / 700;1
0.2.2.1.0.2;0.2.2.1.0.2.1;-740 / 800;1
0.2.2.1.0.2;0.2.2.1.0.2.2;-683 / 700;1
0.2.2.1.0.2;0.2.2.1.0.2.3;-594 / 600;1
0.2.2.1.0.2;0.2.2.1.0.2.4;-688 / 700;1
0.2.2.1.0.2;0.2.2.1.0.2.5;-652 / 700;1
0.2.2.1.0.3;0.2.2.1.0.3.0;-500 / 500;1
0.2.2.1.0.3;0.2.2.1.0.3.1;-591 / 600;1
0.2.2.1.0.3;0.2.2.1.0.3.2;-599 / 600;1
0.2.2.1.0.3;0.2.2.1.0.3.3;-599 / 600;1
0.2.2.1.0.3;0.2.2.1.0.3.4;-500 / 500;1
0.2.2.1.0.3;0.2.2.1.0.3.5;-593 / 600;1
0.2.2.1.0.4;0.2.2.1.0.4.0;-699 / 700;1
0.2.2.1.0.4;0.2.2.1.0.4.1;-782 / 800;1
0.2.2.1.0.4;0.2.2.1.0.4.2;-699 / 700;1
0.2.2.1.0.4;0.2.2.1.0.4.3;-699 / 700;1
0.2.2.1.0.4;0.2.2.1.0.4.4;-796 / 800;1
0.2.2.1.0.4;0.2.2.1.0.4.5;-790 / 800;1
0.2.2.1.0.5;0.2.2.1.0.5.0;-694 / 700;1
0.2.2.1.0.5;0.2.2.1.0.5.1;-738 / 800;1
0.2.2.1.0.5;0.2.2.1.0.5.2;-688 / 700;1
0.2.2.1.0.5;0.2.2.1.0.5.3;-595 / 600;1
0.2.2.1.0.5;0.2.2.1.0.5.4;-688 / 700;1
0.2.2.1.0.5;0.2.2.1.0.5.5;-654 / 700;1
0.2.2.1.0.6;0.2.2.1.0.6.0;-600 / 600;1
0.2.2.1.0.6;0.2.2.1.0.6.1;-696 / 700;1
0.2.2.1.0.6;0.2.2.1.0.6.2;-599 / 600;1
0.2.2.1.0.6;0.2.2.1.0.6.3;-600 / 600;1
0.2.2.1.0.6;0.2.2.1.0.6.4;-599 / 600;1
0.2.2.1.0.6;0.2.2.1.0.6.5;-691 / 700;1
0.2.2.1.0.7;0.2.2.1.0.7.0;-573 / 600;1
0.2.2.1.0.7;0.2.2.1.0.7.1;-763 / 900;1
0.2.2.1.0.7;0.2.2.1.0.7.2;-660 / 700;1
0.2.2.1.0.7;0.2.2.1.0.7.3;-661 / 700;1
0.2.2.1.0.7;0.2.2.1.0.7.4;-570 / 600;1
0.2.2.1.0.7;0.2.2.1.0.7.5;-694 / 800;1
0.2.2.1.0.8;0.2.2.1.0.8.0;-572 / 600;1
0.2.2.1.0.8;0.2.2.1.0.8.1;-604 / 700;1
0.2.2.1.0.8;0.2.2.1.0.8.2;-563 / 600;1
0.2.2.1.0.8;0.2.2.1.0.8.3;-560 / 600;1
0.2.2.1.0.8;0.2.2.1.0.8.4;-563 / 600;1
0.2.2.1.0.8;0.2.2.1.0.8.5;-600 / 700;1
0.2.2.1.0.9;0.2.2.1.0.9.0;-799 / 800;1
