0.2.3.1;0.2.3.1.0;159400 / 159400;0
0.2.3.1.0;0.2.3.1.0.0;-20700 / 20700;1
0.2.3.1.0;0.2.3.1.0.1;-19600 / 19600;1
0.2.3.1.0;0.2.3.1.0.2;-19000 / 19000;1
0.2.3.1.0;0.2.3.1.0.3;-20200 / 20200;1
0.2.3.1.0;0.2.3.1.0.4;-21800 / 21800;1
0.2.3.1.0;0.2.3.1.0.5;-19600 / 19600;1
0.2.3.1.0;0.2.3.1.0.6;-18200 / 18200;1
0.2.3.1.0;0.2.3.1.0.7;-20200 / 20200;1
0.2.3.1.0.0;0.2.3.1.0.0.0;-20700 / 20700;1
0.2.3.1.0.1;0.2.3.1.0.1.0;-19600 / 19600;1
0.2.3.1.0.2;0.2.3.1.0.2.0;-19000 / 19000;1
0.2.3.1.0.3;0.2.3.1.0.3.0;-20200 / 20200;1
0.2.3.1.0.4;0.2.3.1.0.4.0;-21800 / 21800;1
0.2.3.1.0.5;0.2.3.1.0.5.0;-19600 / 19600;1
0.2.3.1.0.6;0.2.3.1.0.6.0;-18200 / 18200;1
0.2.3.1.0.7;0.2.3.1.0.7.0;-20200 / 20200;1
0.2.3.1.0.0.0;0.2.3.1.0.0.0.0;2900 / 2900;0
0.2.3.1.0.0.0;0.2.3.1.0.0.0.1;2300 / 2300;0
0.2.3.1.0.0.0;0.2.3.1.0.0.0.2;2200 / 2200;0
0.2.3.1.0.0.0;0.2.3.1.0.0.0.3;2300 / 2300;0
0.2.3.1.0.0.0;0.2.3.1.0.0.0.4;3500 / 3500;0
0.2.3.1.0.0.0;0.2.3.1.0.0.0.5;2300 / 2300;0
0.2.3.1.0.0.0;0.2.3.1.0.0.0.6;2300 / 2300;0
0.2.3.1.0.0.0;0.2.3.1.0.0.0.7;2800 / 2800;0
0.2.3.1.0.1.0;0.2.3.1.0.1.0.0;2200 / 2200;0
0.2.3.1.0.1.0;0.2.3.1.0.1.0.1;2700 / 2700;0
0.2.3.1.0.1.0;0.2.3.1.0.1.0.2;2100 / 2100;0
0.2.3.1.0.1.0;0.2.3.1.0.1.0.3;2800 / 2800;0
0.2.3.1.0.1.0;0.2.3.1.0.1.0.4;1700 / 1700;0
0.2.3.1.0.1.0;0.2.3.1.0.1.0.5;2800 / 2800;0
0.2.3.1.0.1.0;0.2.3.1.0.1.0.6;3000 / 3000;0
0.2.3.1.0.1.0;0.2.3.1.0.1.0.7;2200 / 2200;0
0.2.3.1.0.2.0;0.2.3.1.0.2.0.0;2400 / 2400;0
0.2.3.1.0.2.0;0.2.3.1.0.2.0.1;3000 / 3000;0
0.2.3.1.0.2.0;0.2.3.1.0.2.0.2;1800 / 1800;0
0.2.3.1.0.2.0;0.2.3.1.0.2.0.3;2400 / 2400;0
0.2.3.1.0.2.0;0.2.3.1.0.2.0.4;2000 / 2000;0
0.2.3.1.0.2.0;0.2.3.1.0.2.0.5;2800 / 2800;0
0.2.3.1.0.2.0;0.2.3.1.0.2.0.6;2200 / 2200;0
0.2.3.1.0.2.0;0.2.3.1.0.2.0.7;2300 / 2300;0
0.2.3.1.0.3.0;0.2.3.1.0.3.0.0;3200 / 3200;0
0.2.3.1.0.3.0;0.2.3.1.0.3.0.1;1900 / 1900;0
0.2.3.1.0.3.0;0.2.3.1.0.3.0.2;2600 / 2600;0
0.2.3.1.0.3.0;0.2.3.1.0.3.0.3;2100 / 2100;0
0.2.3.1.0.3.0;0.2.3.1.0.3.0.4;2800 / 2800;0
0.2.3.1.0.3.0;0.2.3.1.0.3.0.5;2600 / 2600;0
0.2.3.1.0.3.0;0.2.3.1.0.3.0.6;2300 / 2300;0
0.2.3.1.0.3.0;0.2.3.1.0.3.0.7;2600 / 2600;0
0.2.3.1.0.4.0;0.2.3.1.0.4.0.0;3000 / 3000;0
0.2.3.1.0.4.0;0.2.3.1.0.4.0.1;2000 / 2000;0
0.2.3.1.0.4.0;0.2.3.1.0.4.0.2;2800 / 2800;0
0.2.3.1.0.4.0;0.2.3.1.0.4.0.3;2500 / 2500;0
0.2.3.1.0.4.0;0.2.3.1.0.4.0.4;3000 / 3000;0
0.2.3.1.0.4.0;0.2.3.1.0.4.0.5;3000 / 3000;0
0.2.3.1.0.4.0;0.2.3.1.0.4.0.6;3200 / 3200;0
0.2.3.1.0.4.0;0.2.3.1.0.4.0.7;2200 / 2200;0
0.2.3.1.0.5.0;0.2.3.1.0.5.0.0;1700 / 1700;0
0.2.3.1.0.5.0;0.2.3.1.0.5.0.1;2800 / 2800;0
0.2.3.1.0.5.0;0.2.3.1.0.5.0.2;3100 / 3100;0
0.2.3.1.0.5.0;0.2.3.1.0.5.0.3;1700 / 1700;0
0.2.3.1.0.5.0;0.2.3.1.0.5.0.4;2500 / 2500;0
0.2.3.1.0.5.0;0.2.3.1.0.5.0.5;1900 / 1900;0
0.2.3.1.0.5.0;0.2.3.1.0.5.0.6;2700 / 2700;0
0.2.3.1.0.5.0;0.2.3.1.0.5.0.7;3100 / 3100;0
0.2.3.1.0.6.0;0.2.3.1.0.6.0.0;1900 / 1900;0
0.2.3.1.0.6.0;0.2.3.1.0.6.0.1;2400 / 2400;0
0.2.3.1.0.6.0;0.2.3.1.0.6.0.2;3000 / 3000;0
0.2.3.1.0.6.0;0.2.3.1.0.6.0.3;2600 / 2600;0
0.2.3.1.0.6.0;0.2.3.1.0.6.0.4;1800 / 1800;0
0.2.3.1.0.6.0;0.2.3.1.0.6.0.5;2200 / 2200;0
0.2.3.1.0.6.0;0.2.3.1.0.6.0.6;1800 / 1800;0
0.2.3.1.0.6.0;0.2.3.1.0.6.0.7;2400 / 2400;0
0.2.3.1.0.7.0;0.2.3.1.0.7.0.0;2800 / 2800;0
0.2.3.1.0.7.0;0.2.3.1.0.7.0.1;2300 / 2300;0
0.2.3.1.0.7.0;0.2.3.1.0.7.0.2;2100 / 2100;0
0.2.3.1.0.7.0;0.2.3.1.0.7.0.3;2100 / 2100;0
0.2.3.1.0.7.0;0.2.3.1.0.7.0.4;3100 / 3100;0
0.2.3.1.0.7.0;0.2.3.1.0.7.0.5;2200 / 2200;0
0.2.3.1.0.7.0;0.2.3.1.0.7.0.6;2300 / 2300;0
0.2.3.1.0.7.0;0.2.3.1.0.7.0.7;3200 / 3200;0
0.2.3.1.0.0.0.0;0.2.3.1.0.0.0.0.0;300 / 300;0
0.2.3.1.0.0.0.0;0.2.3.1.0.0.0.0.1;300 / 300;0
0.2.3.1.0.0.0.0;0.2.3.1.0.0.0.0.2;300 / 300;0
0.2.3.1.0.0.0.0;0.2.3.1.0.0.0.0.3;300 / 300;0
0.2.3.1.0.0.0.0;0.2.3.1.0.0.0.0.4;300 / 300;0
0.2.3.1.0.0.0.0;0.2.3.1.0.0.0.0.5;200 / 200;0
0.2.3.1.0.0.0.0;0.2.3.1.0.0.0.0.6;200 / 200;0
0.2.3.1.0.0.0.0;0.2.3.1.0.0.0.0.7;200 / 200;0
0.2.3.1.0.0.0.0;0.2.3.1.0.0.0.0.8;200 / 200;0
